
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	PLoss	QLoss
Replication0	 0.01686	0.99517	0.93314 	0.94531 	0.94924 	0.96012 	0.94970 	0.96697 	-0.35555 	-0.28790 	-0.27999 	0.41483 	0.00000 	0.51987 	-0.11775 	-0.09535 	-0.09273 	0.14197 	0.00000 	0.20069 	0.01126	0.03684
Replication1	 0.02085	0.99478	0.92915 	0.93929 	0.94325 	0.95640 	0.94489 	0.96299 	-0.34091 	-0.34168 	-0.31716 	0.44656 	0.00000 	0.56593 	-0.11299 	-0.11325 	-0.10512 	0.15180 	0.00000 	0.22114 	0.01274	0.04158
Replication2	 0.00923	0.99553	0.94077 	0.95109 	0.95356 	0.96467 	0.95496 	0.97030 	-0.31331 	-0.25769 	-0.27914 	0.37925 	0.00000 	0.48006 	-0.10369 	-0.08528 	-0.09238 	0.12679 	0.00000 	0.18476 	0.00917	0.03020
Replication3	 0.00863	0.99528	0.94137 	0.94701 	0.94908 	0.96302 	0.95250 	0.96754 	-0.25538 	-0.32333 	-0.31869 	0.39555 	0.00000 	0.51144 	-0.08456 	-0.10706 	-0.10552 	0.12893 	0.00000 	0.19956 	0.00958	0.03135
Replication4	 0.00467	0.99579	0.94533 	0.95506 	0.95703 	0.96764 	0.95853 	0.97279 	-0.29456 	-0.23585 	-0.26735 	0.35524 	0.00000 	0.45052 	-0.09743 	-0.07801 	-0.08843 	0.11765 	0.00000 	0.17261 	0.00799	0.02639
Replication5	 0.00464	0.99549	0.94536 	0.95034 	0.95159 	0.96555 	0.95560 	0.96947 	-0.23711 	-0.30346 	-0.31824 	0.37540 	0.00382 	0.48819 	-0.07848 	-0.10044 	-0.10533 	0.12082 	0.00126 	0.19040 	0.00859	0.02824
Replication6	 0.00602	0.99558	0.94398 	0.95067 	0.95484 	0.96543 	0.95612 	0.97088 	-0.26549 	-0.31774 	-0.25530 	0.37360 	0.00000 	0.47355 	-0.08785 	-0.10515 	-0.08448 	0.12392 	0.00000 	0.18149 	0.00863	0.02792
Replication7	 0.00701	0.99536	0.94299 	0.94924 	0.94876 	0.96433 	0.95356 	0.96792 	-0.25393 	-0.27447 	-0.35413 	0.38602 	0.00000 	0.50569 	-0.08407 	-0.09087 	-0.11724 	0.12380 	0.00000 	0.19897 	0.00917	0.03060
Replication8	 0.01918	0.99511	0.93082 	0.94474 	0.94826 	0.95922 	0.94857 	0.96635 	-0.38054 	-0.26838 	-0.28774 	0.42152 	0.00000 	0.52702 	-0.12604 	-0.08889 	-0.09531 	0.14530 	0.00000 	0.20393 	0.01189	0.03899
Replication9	 0.00543	0.99559	0.94457 	0.94964 	0.95613 	0.96524 	0.95635 	0.97125 	-0.24904 	-0.36752 	-0.21898 	0.37427 	0.00000 	0.47000 	-0.08241 	-0.12161 	-0.07246 	0.12536 	0.00000 	0.17885 	0.00873	0.02773
Replication10	 0.00447	0.99560	0.94553 	0.95230 	0.95333 	0.96643 	0.95661 	0.97062 	-0.25672 	-0.27064 	-0.30678 	0.36740 	0.00000 	0.47502 	-0.08495 	-0.08955 	-0.10151 	0.11896 	0.00000 	0.18441 	0.00827	0.02735
Replication11	 0.01739	0.99485	0.93261 	0.94123 	0.94182 	0.95815 	0.94722 	0.96304 	-0.31554 	-0.31464 	-0.38087 	0.43487 	0.02491 	0.56335 	-0.10457 	-0.10427 	-0.12622 	0.14394 	0.00825 	0.22304 	0.01208	0.04017
Replication12	 0.01410	0.99503	0.93590 	0.94419 	0.94483 	0.96023 	0.94880 	0.96492 	-0.29722 	-0.29491 	-0.35673 	0.41818 	0.00000 	0.54160 	-0.09846 	-0.09770 	-0.11818 	0.13742 	0.00000 	0.21319 	0.01093	0.03627
Replication13	 0.01091	0.99565	0.93909 	0.95175 	0.95627 	0.96475 	0.95714 	0.97175 	-0.35820 	-0.26547 	-0.24124 	0.37544 	0.03518 	0.46398 	-0.11852 	-0.08784 	-0.07982 	0.12969 	0.01164 	0.17652 	0.00968	0.03168
Replication14	 0.01990	0.99494	0.93010 	0.93934 	0.94703 	0.95706 	0.94860 	0.96495 	-0.34801 	-0.40920 	-0.26127 	0.43832 	0.04876 	0.54429 	-0.11531 	-0.13558 	-0.08657 	0.15262 	0.01615 	0.21010 	0.01288	0.04142
