
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	PLoss	QLoss
Replication0	 0.01289	0.99814	0.93711 	0.94491 	0.94527 	0.96140 	0.95077 	0.96498 	-0.29799 	-0.30848 	-0.36114 	0.39214 	0.02813 	0.55822 	-0.09810 	-0.10156 	-0.11890 	0.15034 	0.00926 	0.19552 	0.01087	0.03656
Replication1	 0.00357	0.99834	0.94643 	0.95286 	0.95286 	0.96732 	0.95765 	0.97024 	-0.25527 	-0.27032 	-0.32375 	0.34597 	0.01710 	0.49455 	-0.08401 	-0.08896 	-0.10654 	0.13045 	0.00563 	0.17128 	0.00827	0.02784
Replication2	 0.01140	0.99821	0.93860 	0.94737 	0.95004 	0.96285 	0.95207 	0.96748 	-0.30264 	-0.30359 	-0.29282 	0.37915 	0.00000 	0.52997 	-0.09962 	-0.09993 	-0.09639 	0.14722 	0.00000 	0.18207 	0.01007	0.03335
Replication3	 0.01527	0.99817	0.93473 	0.94543 	0.94926 	0.96101 	0.95014 	0.96659 	-0.33674 	-0.30813 	-0.27770 	0.39214 	0.00000 	0.54149 	-0.11086 	-0.10144 	-0.09142 	0.15475 	0.00000 	0.18541 	0.01106	0.03646
Replication4	 0.01752	0.99808	0.93248 	0.94178 	0.94572 	0.95882 	0.94730 	0.96421 	-0.32590 	-0.34394 	-0.29835 	0.41008 	0.00000 	0.57003 	-0.10731 	-0.11325 	-0.09823 	0.16124 	0.00000 	0.19677 	0.01192	0.03922
Replication5	 0.01039	0.99815	0.93961 	0.94545 	0.94552 	0.96223 	0.95091 	0.96520 	-0.26361 	-0.31671 	-0.36235 	0.38677 	0.01100 	0.55524 	-0.08679 	-0.10427 	-0.11929 	0.14652 	0.00362 	0.19485 	0.01033	0.03465
Replication6	 0.00995	0.99825	0.94005 	0.94936 	0.95066 	0.96404 	0.95329 	0.96821 	-0.30305 	-0.27057 	-0.30737 	0.37019 	0.00000 	0.52041 	-0.09975 	-0.08906 	-0.10117 	0.14280 	0.00000 	0.17932 	0.00961	0.03214
Replication7	 0.01124	0.99829	0.93876 	0.94997 	0.95442 	0.96410 	0.95425 	0.96994 	-0.33440 	-0.28507 	-0.23905 	0.36691 	0.00000 	0.50145 	-0.11006 	-0.09382 	-0.07868 	0.14551 	0.00000 	0.16936 	0.00984	0.03231
Replication8	 0.00717	0.99824	0.94283 	0.94851 	0.94993 	0.96443 	0.95359 	0.96782 	-0.25329 	-0.31391 	-0.31679 	0.36863 	0.00000 	0.52462 	-0.08337 	-0.10333 	-0.10427 	0.14002 	0.00000 	0.18171 	0.00926	0.03076
Replication9	 -1.47515	0.99842	0.95134 	0.95597 	0.95540 	0.96992 	0.95997 	0.97209 	-0.21561 	-0.25902 	-0.31612 	0.32644 	0.00000 	0.47149 	-0.07095 	-0.08523 	-0.10402 	0.12101 	0.00000 	0.16334 	0.00718	0.02417
Replication10	 0.01034	0.99816	0.93966 	0.94514 	0.94752 	0.96215 	0.95091 	0.96595 	-0.26050 	-0.34605 	-0.31718 	0.38630 	0.00000 	0.54765 	-0.08576 	-0.11392 	-0.10442 	0.14783 	0.00000 	0.18996 	0.01022	0.03370
Replication11	 0.02434	0.99790	0.92566 	0.93638 	0.93533 	0.95453 	0.94152 	0.95844 	-0.35469 	-0.30745 	-0.42579 	0.44592 	0.02025 	0.63615 	-0.11683 	-0.10127 	-0.14025 	0.17328 	0.00667 	0.22719 	0.01439	0.04880
Replication12	 0.01325	0.99822	0.93675 	0.94760 	0.95121 	0.96248 	0.95197 	0.96797 	-0.33340 	-0.29196 	-0.26945 	0.38046 	0.00000 	0.52480 	-0.10975 	-0.09611 	-0.08869 	0.14994 	0.00000 	0.17903 	0.01043	0.03443
Replication13	 -1.47288	0.99842	0.95026 	0.95497 	0.95661 	0.96932 	0.96017 	0.97242 	-0.22604 	-0.29348 	-0.28142 	0.32982 	0.00971 	0.46878 	-0.07438 	-0.09657 	-0.09260 	0.12429 	0.00320 	0.16049 	0.00738	0.02443
Replication14	 0.01611	0.99809	0.93389 	0.94329 	0.94423 	0.95973 	0.94772 	0.96392 	-0.31816 	-0.29928 	-0.34747 	0.40460 	0.00000 	0.57182 	-0.10476 	-0.09854 	-0.11441 	0.15653 	0.00000 	0.19972 	0.01151	0.03854
Replication15	 -1.47709	0.99851	0.95011 	0.95876 	0.96098 	0.97102 	0.96327 	0.97520 	-0.27881 	-0.24256 	-0.24518 	0.31401 	0.02357 	0.43602 	-0.09172 	-0.07980 	-0.08066 	0.12116 	0.00775 	0.14674 	0.00705	0.02346
Replication16	 0.01903	0.99801	0.93097 	0.94015 	0.94124 	0.95759 	0.94501 	0.96186 	-0.32279 	-0.32076 	-0.36214 	0.42158 	0.00000 	0.59661 	-0.10630 	-0.10563 	-0.11925 	0.16350 	0.00000 	0.20948 	0.01250	0.04179
Replication17	 0.00858	0.99814	0.94142 	0.94440 	0.94498 	0.96238 	0.95202 	0.96495 	-0.23208 	-0.36503 	-0.37070 	0.38617 	0.03430 	0.55779 	-0.07641 	-0.12018 	-0.12204 	0.14537 	0.01129 	0.19660 	0.01045	0.03465
Replication18	 0.01029	0.99814	0.93971 	0.94497 	0.94598 	0.96204 	0.95041 	0.96525 	-0.25514 	-0.33316 	-0.34475 	0.38809 	0.00000 	0.55526 	-0.08400 	-0.10968 	-0.11350 	0.14732 	0.00000 	0.19410 	0.01030	0.03424
Replication19	 0.00745	0.99821	0.94255 	0.94847 	0.94745 	0.96429 	0.95328 	0.96678 	-0.25530 	-0.28621 	-0.36674 	0.37092 	0.01131 	0.53552 	-0.08404 	-0.09421 	-0.12072 	0.13930 	0.00372 	0.18809 	0.00950	0.03214
Replication20	 0.00737	0.99828	0.94263 	0.95018 	0.95160 	0.96511 	0.95456 	0.96889 	-0.27618 	-0.28525 	-0.30400 	0.36245 	0.00000 	0.51203 	-0.09090 	-0.09388 	-0.10006 	0.13867 	0.00000 	0.17636 	0.00906	0.03019
Replication21	 -1.47103	0.99838	0.95039 	0.95472 	0.95394 	0.96910 	0.95887 	0.97115 	-0.21389 	-0.26688 	-0.32752 	0.33318 	0.00000 	0.48260 	-0.07038 	-0.08782 	-0.10778 	0.12335 	0.00000 	0.16785 	0.00749	0.02522
Replication22	 0.00789	0.99826	0.94211 	0.94774 	0.95268 	0.96416 	0.95510 	0.96897 	-0.26737 	-0.36807 	-0.26004 	0.36847 	0.02412 	0.51245 	-0.08800 	-0.12115 	-0.08559 	0.14327 	0.00794 	0.17464 	0.00957	0.03111
Replication23	 0.01109	0.99821	0.93891 	0.94751 	0.94944 	0.96296 	0.95202 	0.96725 	-0.29853 	-0.29567 	-0.30681 	0.37878 	0.00000 	0.53224 	-0.09827 	-0.09733 	-0.10100 	0.14633 	0.00000 	0.18356 	0.01001	0.03330
Replication24	 0.01042	0.99823	0.93958 	0.94773 	0.95120 	0.96330 	0.95281 	0.96809 	-0.29441 	-0.31731 	-0.27660 	0.37531 	0.00000 	0.52286 	-0.09691 	-0.10445 	-0.09105 	0.14596 	0.00000 	0.17885 	0.00984	0.03241
Replication25	 0.01035	0.99817	0.93965 	0.94588 	0.94706 	0.96242 	0.95100 	0.96590 	-0.26712 	-0.32028 	-0.33469 	0.38455 	0.00000 	0.54768 	-0.08794 	-0.10544 	-0.11018 	0.14658 	0.00000 	0.19073 	0.01014	0.03376
Replication26	 0.01948	0.99806	0.93052 	0.94134 	0.94497 	0.95809 	0.94638 	0.96371 	-0.34759 	-0.32744 	-0.30387 	0.41536 	0.00000 	0.57593 	-0.11445 	-0.10782 	-0.10006 	0.16414 	0.00000 	0.19909 	0.01239	0.04091
Replication27	 0.01681	0.99799	0.93319 	0.93857 	0.94021 	0.95752 	0.94484 	0.96117 	-0.27377 	-0.37456 	-0.36731 	0.42340 	0.00000 	0.60462 	-0.09016 	-0.12335 	-0.12096 	0.16237 	0.00000 	0.21308 	0.01238	0.04098
Replication28	 0.00454	0.99830	0.94546 	0.95157 	0.95138 	0.96641 	0.95572 	0.96919 	-0.24887 	-0.27328 	-0.33011 	0.35360 	0.00000 	0.50718 	-0.08191 	-0.08994 	-0.10865 	0.13296 	0.00000 	0.17621 	0.00852	0.02867
Replication29	 0.00957	0.99824	0.94043 	0.94847 	0.95091 	0.96381 	0.95320 	0.96815 	-0.28918 	-0.30208 	-0.29263 	0.37194 	0.00000 	0.52157 	-0.09519 	-0.09943 	-0.09632 	0.14365 	0.00000 	0.17914 	0.00961	0.03185
Replication30	 0.02156	0.99795	0.92844 	0.93644 	0.94047 	0.95542 	0.94291 	0.96066 	-0.32034 	-0.38739 	-0.32862 	0.43748 	0.00000 	0.61235 	-0.10550 	-0.12759 	-0.10823 	0.17177 	0.00000 	0.21380 	0.01348	0.04425
Replication31	 0.01042	0.99830	0.93958 	0.95044 	0.95421 	0.96449 	0.95456 	0.96997 	-0.32718 	-0.27774 	-0.25046 	0.36435 	0.00000 	0.50065 	-0.10768 	-0.09141 	-0.08243 	0.14363 	0.00000 	0.16957 	0.00961	0.03167
Replication32	 -1.48556	0.99853	0.95308 	0.96003 	0.96071 	0.97222 	0.96334 	0.97533 	-0.24167 	-0.22709 	-0.26452 	0.30629 	0.00000 	0.43338 	-0.07950 	-0.07470 	-0.08702 	0.11549 	0.00000 	0.14718 	0.00640	0.02145
Replication33	 0.00977	0.99824	0.94023 	0.94691 	0.95245 	0.96321 	0.95311 	0.96849 	-0.27917 	-0.36141 	-0.24382 	0.37539 	0.00000 	0.51889 	-0.09189 	-0.11896 	-0.08026 	0.14693 	0.00000 	0.17620 	0.00987	0.03202
Replication34	 -1.48102	0.99851	0.95117 	0.95905 	0.96094 	0.97132 	0.96256 	0.97515 	-0.26003 	-0.23744 	-0.24457 	0.31235 	0.00000 	0.43645 	-0.08554 	-0.07811 	-0.08046 	0.11946 	0.00000 	0.14711 	0.00676	0.02246
Replication35	 0.00830	0.99832	0.94170 	0.95321 	0.95234 	0.96612 	0.95583 	0.96986 	-0.32335 	-0.20237 	-0.32619 	0.35384 	0.00776 	0.49942 	-0.10642 	-0.06660 	-0.10735 	0.13603 	0.00255 	0.17270 	0.00911	0.03092
