
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus31	Bus32	Bus33	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus31_P	Bus32_P	Bus33_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	Bus31_Q	Bus32_Q	Bus33_Q	PLoss	QLoss
Replication0	 0.24031	1.00388	1.02614 	1.02686 	1.01553 	1.01021 	1.01191 	1.03078 	1.04678 	1.08634 	1.17508 	1.29031 	1.25684 	1.19965 	1.17955 	1.15277 	1.16907 	1.16172 	1.17042 	1.12340 	1.02758 	1.06292 	1.07258 	1.09691 	1.01925 	1.04389 	1.08476 	1.02734 	1.02683 	1.04429 	1.07322 	1.07748 	1.11008 	1.11323 	1.12485 	-0.01444 	-0.01241 	-0.01534 	-0.01630 	-0.01313 	0.03048 	-0.01319 	-0.01324 	-0.01719 	0.24151 	-0.01580 	-0.01442 	0.06695 	-0.01490 	0.01791 	-0.01475 	-0.01337 	-0.01528 	-0.01488 	0.00159 	-0.01172 	-0.01503 	-0.01559 	-0.01395 	0.04873 	-0.01297 	-0.01588 	-0.01489 	0.00000 	-0.01475 	-0.01531 	-0.01536 	0.02335 	-0.00470 	-0.00404 	-0.00499 	-0.00530 	-0.00427 	0.00992 	-0.00429 	-0.00431 	-0.00559 	0.07860 	-0.00514 	-0.00469 	0.06093 	-0.00485 	0.02680 	-0.00480 	-0.00435 	-0.00497 	-0.00484 	0.00052 	-0.00381 	-0.00489 	-0.00507 	-0.00454 	-0.02868 	-0.00422 	-0.00517 	-0.00485 	0.00000 	-0.00480 	-0.00498 	-0.00500 	0.01417 	0.10614	0.05669
Replication1	 0.21225	1.00463	1.06440 	1.06548 	1.05130 	1.04662 	1.04916 	1.07181 	1.08005 	1.10445 	1.17362 	1.26225 	1.23432 	1.18831 	1.18226 	1.15767 	1.17096 	1.16087 	1.16536 	1.13084 	1.06390 	1.08138 	1.08558 	1.10338 	1.05085 	1.06837 	1.10430 	1.06680 	1.06442 	1.07254 	1.09444 	1.09592 	1.12035 	1.12319 	1.13420 	-0.01533 	-0.01581 	-0.01428 	-0.01666 	-0.01477 	0.08297 	-0.01392 	-0.01539 	-0.01317 	0.19586 	-0.01726 	-0.01690 	0.06856 	-0.01663 	0.01731 	-0.01558 	-0.01490 	-0.01525 	-0.01642 	0.00201 	-0.01702 	-0.01471 	-0.01695 	-0.01594 	0.05881 	-0.01397 	-0.01485 	-0.01500 	0.00000 	-0.01278 	-0.01681 	-0.01501 	0.02576 	-0.00498 	-0.00514 	-0.00464 	-0.00541 	-0.00480 	0.02696 	-0.00452 	-0.00500 	-0.00428 	0.06365 	-0.00561 	-0.00549 	0.06137 	-0.00541 	0.02792 	-0.00506 	-0.00484 	-0.00496 	-0.00533 	0.00065 	-0.00553 	-0.00478 	-0.00551 	-0.00518 	-0.03351 	-0.00454 	-0.00482 	-0.00487 	0.00000 	-0.00415 	-0.00546 	-0.00488 	0.01482 	0.08335	0.04230
Replication2	 0.54480	1.01905	1.34325 	1.34438 	1.34201 	1.33272 	1.33111 	1.34872 	1.35533 	1.37510 	1.43322 	1.45513 	1.45877 	1.47219 	1.59480 	1.55859 	1.55416 	1.52547 	1.48242 	1.49359 	1.34250 	1.35800 	1.36276 	1.38355 	1.35864 	1.40825 	1.47822 	1.35071 	1.35863 	1.40649 	1.45820 	1.46422 	1.50966 	1.51504 	1.52965 	-0.01252 	-0.01538 	-0.01615 	-0.01815 	-0.01847 	0.03791 	-0.01707 	-0.01404 	-0.01411 	0.00262 	-0.01561 	-0.01881 	0.23532 	-0.01814 	0.05464 	-0.01362 	-0.01416 	-0.01630 	-0.01691 	0.00029 	-0.01640 	-0.01365 	-0.01474 	-0.01609 	0.25275 	-0.01544 	-0.01548 	-0.01364 	0.00000 	-0.01475 	-0.01542 	-0.01670 	0.10742 	-0.00395 	-0.00486 	-0.00510 	-0.00573 	-0.00583 	0.01197 	-0.00539 	-0.00443 	-0.00446 	0.00083 	-0.00493 	-0.00594 	0.20576 	-0.00573 	0.09830 	-0.00430 	-0.00447 	-0.00515 	-0.00534 	0.00009 	-0.00518 	-0.00431 	-0.00465 	-0.00508 	-0.12716 	-0.00487 	-0.00489 	-0.00431 	0.00000 	-0.00466 	-0.00487 	-0.00527 	0.06237 	0.15213	0.08203
Replication3	 0.27825	1.00689	1.05521 	1.05643 	1.05094 	1.04369 	1.04382 	1.05947 	1.07822 	1.12329 	1.22020 	1.32825 	1.30119 	1.25690 	1.26971 	1.23899 	1.25015 	1.23856 	1.23597 	1.20066 	1.05821 	1.09782 	1.10856 	1.13755 	1.06192 	1.10258 	1.16128 	1.05919 	1.06465 	1.10381 	1.14968 	1.15487 	1.19306 	1.19767 	1.21067 	-0.01827 	-0.01436 	-0.01447 	-0.01726 	-0.01343 	0.00000 	-0.01468 	-0.01189 	-0.01797 	0.20738 	-0.01744 	-0.01434 	0.10328 	-0.01586 	0.02586 	-0.01418 	-0.01326 	-0.01288 	-0.01217 	0.00201 	-0.01467 	-0.01683 	-0.01666 	-0.01505 	0.08894 	-0.01760 	-0.01445 	-0.01495 	0.01303 	-0.01563 	-0.01692 	-0.01475 	0.04092 	-0.00591 	-0.00465 	-0.00468 	-0.00558 	-0.00435 	0.00000 	-0.00475 	-0.00385 	-0.00581 	0.06709 	-0.00564 	-0.00464 	0.09260 	-0.00513 	0.04164 	-0.00459 	-0.00429 	-0.00417 	-0.00394 	0.00065 	-0.00475 	-0.00544 	-0.00539 	-0.00487 	-0.04836 	-0.00569 	-0.00467 	-0.00483 	0.00422 	-0.00506 	-0.00547 	-0.00477 	0.02464 	0.12010	0.06558
Replication4	 0.27229	1.00446	1.01667 	1.01731 	1.00963 	1.00416 	1.00475 	1.02034 	1.04183 	1.09073 	1.19708 	1.32229 	1.28690 	1.22608 	1.20958 	1.17996 	1.19675 	1.18822 	1.19520 	1.14571 	1.01965 	1.06297 	1.07536 	1.10696 	1.01803 	1.05120 	1.09970 	1.01824 	1.02032 	1.04883 	1.08613 	1.09316 	1.13296 	1.13640 	1.14900 	-0.01480 	-0.01875 	-0.01730 	-0.01413 	-0.01253 	0.00000 	-0.01160 	-0.01425 	-0.01297 	0.25789 	-0.01579 	-0.01480 	0.07872 	-0.01522 	0.02114 	-0.01540 	-0.01532 	-0.01352 	-0.01145 	0.00096 	-0.01452 	-0.01410 	-0.01465 	-0.01298 	0.05646 	-0.01517 	-0.01628 	-0.01473 	0.00000 	-0.01521 	-0.01371 	-0.01660 	0.02798 	-0.00481 	-0.00610 	-0.00562 	-0.00459 	-0.00407 	0.00000 	-0.00377 	-0.00463 	-0.00422 	0.08384 	-0.00513 	-0.00481 	0.07181 	-0.00495 	0.03135 	-0.00501 	-0.00498 	-0.00440 	-0.00372 	0.00031 	-0.00472 	-0.00458 	-0.00476 	-0.00422 	-0.03240 	-0.00493 	-0.00529 	-0.00479 	0.00000 	-0.00494 	-0.00446 	-0.00540 	0.01744 	0.12630	0.06935
Replication5	 0.38282	1.01297	1.18155 	1.18261 	1.18204 	1.17421 	1.17213 	1.18574 	1.19946 	1.23400 	1.31705 	1.38220 	1.37232 	1.35924 	1.43282 	1.39885 	1.40054 	1.37980 	1.35457 	1.34483 	1.18290 	1.21348 	1.22259 	1.24924 	1.19791 	1.24906 	1.31836 	1.18861 	1.19753 	1.24853 	1.30414 	1.31002 	1.35162 	1.35655 	1.36996 	-0.01383 	-0.01804 	-0.01432 	-0.01368 	-0.01609 	0.00000 	-0.01629 	-0.01535 	-0.01475 	0.09701 	-0.01384 	-0.01356 	0.16952 	-0.01708 	0.04002 	-0.01341 	-0.01617 	-0.01585 	-0.01452 	0.00032 	-0.01402 	-0.01582 	-0.01723 	-0.01445 	0.17065 	-0.01470 	-0.01387 	-0.01519 	0.01483 	-0.01424 	-0.01609 	-0.01514 	0.07414 	-0.00442 	-0.00576 	-0.00458 	-0.00437 	-0.00514 	0.00000 	-0.00521 	-0.00490 	-0.00471 	0.03101 	-0.00442 	-0.00433 	0.14939 	-0.00546 	0.06974 	-0.00429 	-0.00517 	-0.00506 	-0.00464 	0.00010 	-0.00448 	-0.00506 	-0.00551 	-0.00462 	-0.08794 	-0.00470 	-0.00443 	-0.00486 	0.00474 	-0.00455 	-0.00514 	-0.00484 	0.04347 	0.13095	0.07131
Replication6	 0.28688	1.00927	1.09276 	1.09412 	1.09167 	1.08320 	1.08194 	1.09742 	1.11363 	1.15394 	1.24848 	1.33688 	1.31833 	1.28910 	1.33198 	1.30056 	1.30420 	1.28615 	1.27684 	1.25698 	1.09478 	1.12994 	1.14054 	1.16986 	1.10836 	1.15936 	1.22791 	1.09937 	1.10721 	1.16163 	1.22084 	1.22279 	1.25712 	1.26033 	1.27345 	-0.01703 	-0.01562 	-0.01703 	-0.01698 	-0.01623 	0.00000 	-0.01589 	-0.01647 	-0.01377 	0.15402 	-0.01474 	-0.01498 	0.12862 	-0.01514 	0.03072 	-0.01812 	-0.01379 	-0.01370 	-0.01511 	0.00000 	-0.01471 	-0.01656 	-0.01545 	-0.01423 	0.12164 	-0.01538 	-0.01887 	-0.01625 	0.03715 	-0.01676 	-0.01472 	-0.01843 	0.05400 	-0.00548 	-0.00503 	-0.00548 	-0.00547 	-0.00523 	0.00000 	-0.00512 	-0.00530 	-0.00443 	0.04959 	-0.00474 	-0.00482 	0.11423 	-0.00488 	0.05196 	-0.00583 	-0.00444 	-0.00441 	-0.00486 	0.00000 	-0.00474 	-0.00533 	-0.00497 	-0.00458 	-0.06319 	-0.00495 	-0.00608 	-0.00523 	0.01196 	-0.00540 	-0.00474 	-0.00593 	0.03208 	0.12032	0.06597
Replication7	 0.27657	1.00224	0.98217 	0.98272 	0.97337 	0.96886 	0.96989 	0.98615 	1.00825 	1.06164 	1.17726 	1.32657 	1.28211 	1.20352 	1.15915 	1.13035 	1.15283 	1.14883 	1.16382 	1.10116 	0.98428 	1.02787 	1.04080 	1.07411 	0.97893 	1.00477 	1.04897 	0.98292 	0.98357 	1.00465 	1.03687 	1.04304 	1.08180 	1.08533 	1.09793 	-0.01622 	-0.01684 	-0.01677 	-0.01288 	-0.01237 	0.00611 	-0.01389 	-0.01406 	-0.01574 	0.31733 	-0.01461 	-0.01767 	0.05798 	-0.01435 	0.01751 	-0.01423 	-0.01641 	-0.01349 	-0.01517 	0.00011 	-0.01730 	-0.01611 	-0.01320 	-0.01593 	0.02752 	-0.01556 	-0.01462 	-0.01543 	0.00000 	-0.01711 	-0.01579 	-0.01618 	0.01701 	-0.00530 	-0.00550 	-0.00548 	-0.00421 	-0.00404 	0.00199 	-0.00454 	-0.00459 	-0.00514 	0.10362 	-0.00477 	-0.00577 	0.05451 	-0.00468 	0.02263 	-0.00465 	-0.00536 	-0.00441 	-0.00495 	0.00003 	-0.00565 	-0.00526 	-0.00431 	-0.00520 	-0.01707 	-0.00508 	-0.00477 	-0.00504 	0.00000 	-0.00559 	-0.00516 	-0.00528 	0.01172 	0.14300	0.07931
Replication8	 0.32121	1.00969	1.11155 	1.11228 	1.10681 	1.09893 	1.09775 	1.11522 	1.13375 	1.17764 	1.27703 	1.37121 	1.34973 	1.31569 	1.35376 	1.32024 	1.32788 	1.31044 	1.29918 	1.26935 	1.11353 	1.15196 	1.16339 	1.19526 	1.11971 	1.16393 	1.22902 	1.11544 	1.12130 	1.16474 	1.21271 	1.22186 	1.26932 	1.27404 	1.28718 	-0.01378 	-0.01549 	-0.01697 	-0.01578 	-0.01784 	0.00000 	-0.01481 	-0.01529 	-0.01271 	0.17165 	-0.01653 	-0.01286 	0.13716 	-0.01401 	0.03356 	-0.01658 	-0.01419 	-0.01608 	-0.01408 	0.00022 	-0.01605 	-0.01451 	-0.01645 	-0.01717 	0.12600 	-0.01671 	-0.01704 	-0.01361 	0.00000 	-0.01476 	-0.01391 	-0.01494 	0.05674 	-0.00443 	-0.00498 	-0.00546 	-0.00508 	-0.00574 	0.00000 	-0.00476 	-0.00492 	-0.00409 	0.05522 	-0.00532 	-0.00414 	0.12212 	-0.00451 	0.05578 	-0.00533 	-0.00456 	-0.00517 	-0.00453 	0.00007 	-0.00516 	-0.00467 	-0.00529 	-0.00552 	-0.06725 	-0.00537 	-0.00548 	-0.00438 	0.00000 	-0.00475 	-0.00448 	-0.00481 	0.03382 	0.13312	0.07358
Replication9	 0.27691	1.00262	0.98317 	0.98351 	0.97385 	0.96734 	0.96777 	0.98645 	1.00830 	1.06249 	1.18039 	1.32691 	1.28438 	1.20963 	1.17011 	1.14087 	1.16178 	1.15662 	1.17134 	1.11063 	0.98550 	1.03324 	1.04734 	1.08199 	0.98086 	1.01151 	1.05818 	0.98429 	0.98574 	1.01108 	1.04591 	1.05328 	1.09202 	1.09605 	1.10873 	-0.01410 	-0.01573 	-0.01538 	-0.01619 	-0.01593 	0.00000 	-0.01562 	-0.01695 	-0.01383 	0.30651 	-0.01501 	-0.01511 	0.06242 	-0.01343 	0.01832 	-0.01542 	-0.01562 	-0.01293 	-0.01533 	0.00022 	-0.01437 	-0.01421 	-0.01483 	-0.01378 	0.03262 	-0.01350 	-0.01539 	-0.01479 	0.00000 	-0.01482 	-0.01722 	-0.01522 	0.01923 	-0.00460 	-0.00513 	-0.00502 	-0.00528 	-0.00520 	0.00000 	-0.00510 	-0.00553 	-0.00451 	0.10001 	-0.00490 	-0.00493 	0.05835 	-0.00438 	0.02433 	-0.00503 	-0.00510 	-0.00422 	-0.00500 	0.00007 	-0.00469 	-0.00463 	-0.00484 	-0.00449 	-0.01969 	-0.00441 	-0.00502 	-0.00482 	0.00000 	-0.00484 	-0.00562 	-0.00496 	0.01303 	0.14223	0.07916
