
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication0	 0.00282	0.99978	0.95669 	0.95707 	0.95563 	0.95582 	0.95533 	0.95603 	0.95531 	0.95563 	0.95794 	0.96325 	0.95399 	0.95704 	0.96299 	0.95510 	0.95660 	0.95804 	0.96124 	0.95480 	0.95554 	0.95683 	0.96284 	0.96297 	0.96129 	0.95880 	0.95354 	0.94718 	0.95646 	0.95548 	0.95441 	0.95220 	0.03276 	0.03985 	-0.01789 	-0.01537 	-0.01443 	0.02741 	-0.01307 	-0.01560 	-0.01532 	0.13160 	-0.01414 	-0.01736 	0.03650 	-0.01453 	-0.01701 	-0.01574 	-0.01286 	-0.01685 	-0.01705 	-0.01585 	-0.01612 	0.01563 	0.03732 	-0.01738 	-0.01707 	-0.01693 	0.03454 	-0.01570 	0.00000 	-0.01393 	0.01412 	0.01453 	-0.00587 	-0.00504 	-0.00473 	0.00900 	-0.00429 	-0.00512 	-0.00503 	0.04318 	-0.00464 	-0.00570 	0.00446 	-0.00477 	-0.00558 	-0.00517 	-0.00422 	-0.00553 	-0.00559 	-0.00520 	-0.00529 	0.01559 	0.01303 	-0.00570 	-0.00560 	-0.00555 	0.00768 	-0.00515 	0.00000 	-0.00457 	0.00118	0.00192
Replication1	 0.02290	0.99968	0.93280 	0.93332 	0.93132 	0.93140 	0.93117 	0.93128 	0.93075 	0.93090 	0.93145 	0.93607 	0.92710 	0.93457 	0.94318 	0.93277 	0.93439 	0.93336 	0.93478 	0.93110 	0.93080 	0.93149 	0.93687 	0.93735 	0.94060 	0.93621 	0.93372 	0.92809 	0.93720 	0.93099 	0.93521 	0.93305 	0.04738 	0.05764 	-0.01675 	-0.01500 	-0.01346 	0.00000 	-0.01423 	-0.01680 	-0.01536 	0.06615 	-0.01561 	-0.01428 	0.05220 	-0.01443 	-0.01486 	-0.01740 	-0.01276 	-0.01497 	-0.01567 	-0.01586 	-0.01463 	0.02415 	0.05337 	-0.01879 	-0.01287 	-0.01501 	0.04807 	-0.01513 	0.00000 	-0.01360 	0.02051 	0.02114 	-0.00550 	-0.00492 	-0.00442 	0.00000 	-0.00467 	-0.00551 	-0.00504 	0.02171 	-0.00512 	-0.00469 	0.00602 	-0.00474 	-0.00488 	-0.00571 	-0.00419 	-0.00491 	-0.00514 	-0.00521 	-0.00480 	0.02408 	0.01835 	-0.00617 	-0.00422 	-0.00493 	0.00934 	-0.00497 	0.00000 	-0.00446 	0.00139	0.00213
Replication2	 -1.53745	0.99993	0.98529 	0.98543 	0.98488 	0.98514 	0.98382 	0.98524 	0.98410 	0.98482 	0.99502 	1.00464 	0.99117 	0.99030 	0.99246 	0.98829 	0.99031 	0.99500 	1.00134 	0.99164 	0.99418 	0.99624 	1.00248 	1.00211 	0.99297 	0.99353 	0.98485 	0.97883 	0.98555 	0.98478 	0.98513 	0.98174 	0.01402 	0.01690 	-0.01485 	-0.01518 	-0.01662 	0.00000 	-0.01701 	-0.01772 	-0.01682 	0.26039 	-0.01377 	-0.01370 	0.01306 	-0.01628 	-0.01651 	-0.01393 	-0.01337 	-0.01728 	-0.01408 	-0.01355 	-0.01823 	0.00263 	0.01291 	-0.01610 	-0.01698 	-0.01602 	0.01419 	-0.01524 	0.00761 	-0.01610 	0.00771 	0.00834 	-0.00487 	-0.00498 	-0.00545 	0.00000 	-0.00558 	-0.00581 	-0.00552 	0.08542 	-0.00452 	-0.00449 	0.00222 	-0.00534 	-0.00542 	-0.00457 	-0.00439 	-0.00567 	-0.00462 	-0.00444 	-0.00598 	0.00261 	0.00469 	-0.00528 	-0.00557 	-0.00526 	0.00510 	-0.00500 	0.00249 	-0.00528 	0.00290	0.00434
Replication3	 -1.55507	0.99980	0.95853 	0.95884 	0.95765 	0.95780 	0.95681 	0.95778 	0.95688 	0.95742 	0.96237 	0.96919 	0.95875 	0.96205 	0.96741 	0.96066 	0.96212 	0.96336 	0.96701 	0.96120 	0.96203 	0.96317 	0.96863 	0.96873 	0.96650 	0.96460 	0.95949 	0.95391 	0.96152 	0.95748 	0.96051 	0.95788 	0.03112 	0.03782 	-0.01441 	-0.01522 	-0.01786 	0.00000 	-0.01525 	-0.01630 	-0.01725 	0.15195 	-0.01298 	-0.01476 	0.03315 	-0.01169 	-0.01562 	-0.01696 	-0.01268 	-0.01294 	-0.01330 	-0.01623 	-0.01695 	0.01372 	0.03355 	-0.01497 	-0.01372 	-0.01486 	0.03136 	-0.01382 	0.00396 	-0.01382 	0.01414 	0.01475 	-0.00473 	-0.00499 	-0.00586 	0.00000 	-0.00500 	-0.00535 	-0.00566 	0.04986 	-0.00426 	-0.00484 	0.00396 	-0.00383 	-0.00512 	-0.00557 	-0.00416 	-0.00425 	-0.00436 	-0.00532 	-0.00556 	0.01368 	0.01141 	-0.00491 	-0.00450 	-0.00488 	0.00688 	-0.00453 	0.00130 	-0.00453 	0.00137	0.00203
Replication4	 -1.53272	1.00000	1.00030 	1.00037 	1.00011 	1.00041 	0.99907 	1.00069 	0.99957 	1.00035 	1.01110 	1.02109 	1.00690 	1.00474 	1.00531 	1.00321 	1.00496 	1.01026 	1.01739 	1.00713 	1.00977 	1.01203 	1.01860 	1.01813 	1.00716 	1.00952 	1.00302 	0.99674 	1.00459 	1.00047 	1.01001 	1.00381 	0.00444 	0.00518 	-0.01494 	-0.01743 	-0.01637 	0.00000 	-0.01418 	-0.01564 	-0.01570 	0.28466 	-0.01507 	-0.01755 	0.00234 	-0.01306 	-0.01737 	-0.01418 	-0.01494 	-0.01371 	-0.01664 	-0.01409 	-0.01838 	-0.00270 	0.00169 	-0.01516 	-0.01369 	-0.01674 	0.00238 	-0.01364 	0.03127 	-0.01747 	0.00409 	0.00471 	-0.00490 	-0.00572 	-0.00537 	0.00000 	-0.00465 	-0.00513 	-0.00515 	0.09337 	-0.00494 	-0.00576 	0.00175 	-0.00428 	-0.00570 	-0.00465 	-0.00490 	-0.00450 	-0.00546 	-0.00462 	-0.00603 	-0.00270 	0.00124 	-0.00497 	-0.00449 	-0.00549 	0.00189 	-0.00447 	0.01026 	-0.00573 	0.00330	0.00506
Replication5	 -1.54537	0.99988	0.97578 	0.97599 	0.97519 	0.97538 	0.97437 	0.97548 	0.97450 	0.97516 	0.98297 	0.99136 	0.97916 	0.97932 	0.98271 	0.97721 	0.97914 	0.98284 	0.98835 	0.97944 	0.98121 	0.98303 	0.98973 	0.98950 	0.98248 	0.98207 	0.97415 	0.96817 	0.97538 	0.97504 	0.97353 	0.97153 	0.02026 	0.02456 	-0.01366 	-0.01615 	-0.01510 	0.00000 	-0.01589 	-0.01250 	-0.01679 	0.22752 	-0.01364 	-0.01378 	0.02086 	-0.01653 	-0.01694 	-0.01567 	-0.01431 	-0.01539 	-0.01687 	-0.01786 	-0.01707 	0.00682 	0.02103 	-0.01676 	-0.01746 	-0.01594 	0.02118 	-0.01379 	0.00000 	-0.01259 	0.00982 	0.01038 	-0.00448 	-0.00530 	-0.00496 	0.00000 	-0.00521 	-0.00410 	-0.00551 	0.07464 	-0.00448 	-0.00452 	0.00292 	-0.00542 	-0.00556 	-0.00514 	-0.00470 	-0.00505 	-0.00554 	-0.00586 	-0.00560 	0.00679 	0.00742 	-0.00550 	-0.00573 	-0.00523 	0.00613 	-0.00452 	0.00000 	-0.00413 	0.00221	0.00338
Replication6	 -1.52018	1.00011	1.02600 	1.02592 	1.02622 	1.02657 	1.02511 	1.02702 	1.02578 	1.02666 	1.03845 	1.04912 	1.03379 	1.02947 	1.02740 	1.02775 	1.02955 	1.03640 	1.04490 	1.03301 	1.03660 	1.03918 	1.04564 	1.04486 	1.02996 	1.03371 	1.02473 	1.01926 	1.02469 	1.02651 	1.02748 	1.02328 	-0.01151 	-0.01426 	-0.01278 	-0.01617 	-0.01391 	0.02311 	-0.01468 	-0.01433 	-0.01505 	0.33390 	-0.01669 	-0.01528 	-0.01528 	-0.01394 	-0.01502 	-0.01460 	-0.01437 	-0.01576 	-0.01350 	-0.01344 	-0.01825 	-0.01158 	-0.01615 	-0.01405 	-0.01523 	-0.01456 	-0.01225 	-0.01447 	0.01865 	-0.01354 	-0.00256 	-0.00210 	-0.00419 	-0.00530 	-0.00456 	0.00758 	-0.00481 	-0.00470 	-0.00494 	0.10950 	-0.00547 	-0.00501 	0.00012 	-0.00457 	-0.00493 	-0.00479 	-0.00471 	-0.00517 	-0.00443 	-0.00441 	-0.00598 	-0.01156 	-0.00448 	-0.00461 	-0.00499 	-0.00478 	0.00066 	-0.00475 	0.00612 	-0.00444 	0.00438	0.00688
Replication7	 0.04374	0.99961	0.91491 	0.91553 	0.91312 	0.91311 	0.91289 	0.91287 	0.91231 	0.91249 	0.91052 	0.91349 	0.90626 	0.91643 	0.92727 	0.91454 	0.91610 	0.91353 	0.91297 	0.91132 	0.91017 	0.91039 	0.91523 	0.91603 	0.92363 	0.91763 	0.91630 	0.91022 	0.92086 	0.91262 	0.91866 	0.91628 	0.05847 	0.07117 	-0.01581 	-0.01553 	-0.01597 	0.00000 	-0.01650 	-0.01708 	-0.01345 	0.00000 	-0.01526 	-0.01279 	0.06468 	-0.01477 	-0.01599 	-0.01434 	-0.01277 	-0.01478 	-0.01515 	-0.01535 	-0.01665 	0.03123 	0.06635 	-0.01495 	-0.01378 	-0.01619 	0.05916 	-0.01619 	0.00000 	-0.01496 	0.02515 	0.02590 	-0.00519 	-0.00510 	-0.00524 	0.00000 	-0.00542 	-0.00561 	-0.00441 	0.00000 	-0.00501 	-0.00420 	0.00740 	-0.00485 	-0.00525 	-0.00471 	-0.00419 	-0.00485 	-0.00497 	-0.00504 	-0.00547 	0.03115 	0.02291 	-0.00491 	-0.00452 	-0.00531 	0.01114 	-0.00531 	0.00000 	-0.00491 	0.00201	0.00312
Replication8	 -1.55239	0.99980	0.95786 	0.95820 	0.95688 	0.95705 	0.95630 	0.95711 	0.95625 	0.95685 	0.95915 	0.96446 	0.95537 	0.95931 	0.96499 	0.95754 	0.95922 	0.95995 	0.96262 	0.95717 	0.95771 	0.95892 	0.96465 	0.96494 	0.96468 	0.96379 	0.96436 	0.95911 	0.96977 	0.95719 	0.97918 	0.97165 	0.03140 	0.03813 	-0.01601 	-0.01319 	-0.01529 	0.00000 	-0.01602 	-0.01378 	-0.01547 	0.10672 	-0.01354 	-0.01487 	0.03418 	-0.01433 	-0.01635 	-0.01444 	-0.01369 	-0.01642 	-0.01730 	-0.01209 	-0.01424 	0.01498 	0.03447 	-0.01277 	-0.01428 	-0.01399 	0.02808 	-0.01482 	0.04590 	-0.01571 	0.01445 	0.01510 	-0.00525 	-0.00433 	-0.00502 	0.00000 	-0.00526 	-0.00452 	-0.00508 	0.03502 	-0.00444 	-0.00488 	0.00504 	-0.00470 	-0.00536 	-0.00474 	-0.00449 	-0.00539 	-0.00568 	-0.00397 	-0.00467 	0.01494 	0.01238 	-0.00419 	-0.00469 	-0.00459 	0.00365 	-0.00486 	0.01506 	-0.00515 	0.00159	0.00246
Replication9	 -1.54995	0.99985	0.97082 	0.97108 	0.97008 	0.97027 	0.96960 	0.97032 	0.96964 	0.96997 	0.97615 	0.98378 	0.97197 	0.97313 	0.97722 	0.97114 	0.97297 	0.97597 	0.98094 	0.97264 	0.97426 	0.97597 	0.98256 	0.98243 	0.97683 	0.97609 	0.96933 	0.96309 	0.97098 	0.96986 	0.96969 	0.96686 	0.02354 	0.02857 	-0.01486 	-0.01197 	-0.01297 	0.00000 	-0.01155 	-0.01428 	-0.01625 	0.20093 	-0.01495 	-0.01690 	0.02513 	-0.01573 	-0.01661 	-0.01634 	-0.01482 	-0.01733 	-0.01645 	-0.01653 	-0.01538 	0.00917 	0.02537 	-0.01623 	-0.01532 	-0.01662 	0.02448 	-0.01465 	0.00373 	-0.01526 	0.01091 	0.01142 	-0.00488 	-0.00393 	-0.00426 	0.00000 	-0.00379 	-0.00468 	-0.00533 	0.06592 	-0.00491 	-0.00555 	0.00343 	-0.00516 	-0.00545 	-0.00536 	-0.00486 	-0.00569 	-0.00540 	-0.00542 	-0.00505 	0.00914 	0.00892 	-0.00532 	-0.00503 	-0.00545 	0.00629 	-0.00481 	0.00122 	-0.00501 	0.00180	0.00280
