
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication0	 -1.51493	0.99778	0.97514 	0.97534 	0.97466 	0.97515 	0.97474 	0.97552 	0.97421 	0.97493 	0.99005 	0.99980 	0.98762 	0.98149 	0.98558 	0.97797 	0.98050 	0.98813 	0.99514 	0.98319 	0.98751 	0.98990 	0.99737 	0.99677 	0.98219 	0.98286 	0.97115 	0.96745 	0.97372 	0.97506 	0.97042 	0.96686 	0.02132 	0.03433 	-0.02544 	-0.02465 	0.00000 	0.00000 	-0.02900 	-0.02670 	-0.00561 	0.31212 	-0.00871 	-0.01837 	0.01521 	-0.02470 	-0.02583 	-0.00612 	-0.03255 	-0.02701 	-0.00288 	-0.01665 	-0.00997 	0.01051 	0.01407 	-0.03485 	-0.04338 	-0.00985 	0.02201 	-0.01716 	0.00000 	-0.02241 	0.01939 	-0.00471 	-0.00838 	-0.00812 	0.00000 	0.00000 	-0.00955 	-0.00880 	-0.00185 	0.10283 	-0.00287 	-0.00605 	0.01360 	-0.00814 	-0.00851 	-0.00202 	-0.01072 	-0.00890 	-0.00095 	-0.00549 	-0.00328 	0.00842 	-0.00121 	-0.01148 	-0.01429 	-0.00325 	0.02140 	-0.00565 	0.00000 	-0.00738 	0.00485	0.00742
Replication1	 0.00788	0.99525	0.94877 	0.94891 	0.94854 	0.94906 	0.94728 	0.94957 	0.94790 	0.94918 	0.95865 	0.96616 	0.95865 	0.95270 	0.96109 	0.94998 	0.95116 	0.95633 	0.96235 	0.94989 	0.95283 	0.95608 	0.96602 	0.96616 	0.95512 	0.95741 	0.95231 	0.94212 	0.95730 	0.95013 	0.95574 	0.95406 	0.03782 	0.06778 	-0.02374 	-0.02331 	-0.02278 	0.00000 	-0.02210 	-0.02467 	-0.01870 	0.21068 	0.00000 	-0.03011 	0.03056 	-0.01635 	-0.02721 	-0.01861 	-0.02458 	-0.03532 	-0.03238 	-0.00155 	-0.01191 	0.03361 	0.02900 	-0.02215 	-0.01710 	-0.02708 	0.03219 	-0.00328 	0.00000 	-0.01057 	0.03370 	-0.01558 	-0.00786 	-0.00772 	-0.00754 	0.00000 	-0.00732 	-0.00817 	-0.00619 	0.06976 	0.00000 	-0.00997 	0.02712 	-0.00541 	-0.00901 	-0.00616 	-0.00814 	-0.01170 	-0.01072 	-0.00051 	-0.00394 	0.02914 	-0.00363 	-0.00734 	-0.00566 	-0.00897 	0.03087 	-0.00109 	0.00000 	-0.00350 	0.00303	0.00497
Replication2	 -1.53429	1.00017	1.00191 	1.00183 	1.00214 	1.00219 	0.99960 	1.00246 	1.00037 	1.00235 	1.01435 	1.02347 	1.01106 	1.01099 	1.01085 	1.01114 	1.01135 	1.01628 	1.02117 	1.01295 	1.01406 	1.01601 	1.02098 	1.02036 	1.01136 	1.01142 	1.00119 	0.99532 	1.00067 	1.00238 	0.99862 	0.99641 	0.00465 	0.00201 	0.00000 	-0.03517 	-0.02698 	0.00000 	-0.02869 	-0.00511 	-0.00772 	0.24600 	-0.01180 	-0.00979 	-0.00056 	0.00000 	-0.00488 	0.00000 	-0.00629 	-0.00184 	-0.02594 	-0.00991 	-0.00942 	-0.00749 	-0.00090 	-0.01488 	-0.01566 	-0.01563 	0.00556 	-0.00210 	0.00000 	-0.01394 	0.00480 	0.00497 	0.00000 	-0.01153 	-0.00885 	0.00000 	-0.00941 	-0.00167 	-0.00253 	0.08066 	-0.00387 	-0.00321 	-0.00044 	0.00000 	-0.00160 	0.00000 	-0.00206 	-0.00060 	-0.00851 	-0.00325 	-0.00309 	-0.00734 	0.00026 	-0.00488 	-0.00513 	-0.00512 	0.00560 	-0.00069 	0.00000 	-0.00457 	0.00320	0.00456
Replication3	 -1.53986	1.00221	1.02522 	1.02522 	1.02515 	1.02513 	1.02455 	1.02519 	1.02453 	1.02470 	1.03240 	1.04156 	1.02593 	1.02572 	1.02354 	1.02531 	1.02753 	1.03059 	1.03835 	1.03098 	1.03313 	1.03432 	1.03927 	1.03861 	1.02968 	1.03328 	1.03224 	1.03224 	1.03190 	1.02531 	1.03980 	1.03641 	-0.00985 	-0.02591 	0.00000 	-0.00978 	-0.00410 	0.00000 	-0.01229 	-0.02591 	-0.01345 	0.24644 	-0.02319 	-0.02872 	-0.00878 	-0.00936 	-0.00825 	-0.02274 	-0.00186 	-0.00200 	-0.00130 	-0.02294 	-0.00233 	-0.02151 	-0.01214 	-0.00885 	-0.00175 	0.00000 	-0.01341 	0.00000 	0.03095 	0.00000 	-0.00793 	0.01290 	0.00000 	-0.00319 	-0.00134 	0.00000 	-0.00401 	-0.00846 	-0.00439 	0.08047 	-0.00757 	-0.00938 	-0.00718 	-0.00306 	-0.00269 	-0.00743 	-0.00061 	-0.00065 	-0.00042 	-0.00749 	-0.00076 	-0.01943 	0.00305 	-0.00289 	-0.00057 	0.00000 	-0.01280 	0.00000 	0.01011 	0.00000 	0.00268	0.00411
Replication4	 0.02003	0.99383	0.93127 	0.93145 	0.93094 	0.93144 	0.92997 	0.93199 	0.93062 	0.93166 	0.93551 	0.94518 	0.93025 	0.94023 	0.95053 	0.93694 	0.93861 	0.94020 	0.94298 	0.93535 	0.93598 	0.93748 	0.94594 	0.94666 	0.94143 	0.94156 	0.94308 	0.93974 	0.94872 	0.93289 	0.94872 	0.94872 	0.04866 	0.08772 	-0.02377 	-0.04143 	-0.02260 	0.00000 	-0.01664 	-0.02445 	-0.03470 	0.15472 	-0.01882 	-0.00036 	0.03730 	-0.02038 	-0.00910 	-0.01955 	-0.01926 	-0.02364 	-0.02198 	-0.01996 	-0.03088 	0.04823 	0.03705 	-0.03455 	-0.01690 	-0.00888 	0.03752 	-0.01034 	0.00000 	0.00000 	0.04331 	-0.02060 	-0.00789 	-0.01376 	-0.00750 	0.00000 	-0.00552 	-0.00812 	-0.01152 	0.05138 	-0.00625 	-0.00012 	0.03283 	-0.00677 	-0.00302 	-0.00649 	-0.00640 	-0.00785 	-0.00730 	-0.00663 	-0.01025 	0.04242 	-0.00535 	-0.01147 	-0.00561 	-0.00295 	0.03581 	-0.00343 	0.00000 	0.00000 	0.00251	0.00365
Replication5	 -1.55128	0.99845	0.98801 	0.98816 	0.98763 	0.98819 	0.98764 	0.98853 	0.98790 	0.98832 	0.99356 	1.00044 	0.98859 	0.98877 	0.99179 	0.98550 	0.98743 	0.99241 	0.99815 	0.98729 	0.98957 	0.99142 	0.99913 	0.99907 	0.99064 	0.99382 	0.98939 	0.98581 	0.99084 	0.98769 	0.99092 	0.98853 	0.01351 	0.02292 	-0.02754 	0.00000 	-0.00788 	0.02814 	-0.00811 	-0.00406 	-0.01110 	0.19540 	-0.01782 	-0.00876 	0.01130 	-0.02172 	-0.02441 	-0.01655 	0.00000 	-0.02291 	-0.01229 	-0.02171 	-0.02087 	0.00855 	0.00980 	0.00000 	-0.01321 	-0.00953 	0.01168 	-0.03632 	0.00639 	-0.01061 	0.01217 	-0.00426 	-0.00906 	0.00000 	-0.00259 	0.00926 	-0.00267 	-0.00134 	-0.00365 	0.06429 	-0.00586 	-0.00288 	0.01017 	-0.00714 	-0.00803 	-0.00544 	0.00000 	-0.00754 	-0.00404 	-0.00714 	-0.00687 	0.00709 	-0.00084 	0.00000 	-0.00435 	-0.00314 	0.01125 	-0.01195 	0.00210 	-0.00349 	0.00167	0.00283
Replication6	 0.00488	0.99556	0.95322 	0.95322 	0.95336 	0.95365 	0.95088 	0.95404 	0.95196 	0.95374 	0.96078 	0.96971 	0.95513 	0.96059 	0.96778 	0.95969 	0.96117 	0.96275 	0.96712 	0.96124 	0.96379 	0.96527 	0.96889 	0.96919 	0.96263 	0.96220 	0.95672 	0.94826 	0.95755 	0.95451 	0.95157 	0.94512 	0.03508 	0.06317 	-0.01098 	-0.03097 	-0.03377 	0.01056 	-0.02450 	-0.01927 	-0.01669 	0.17989 	-0.02020 	-0.03303 	0.02650 	-0.00854 	0.00000 	-0.01661 	-0.01479 	-0.02416 	-0.00291 	0.00000 	-0.03467 	0.03129 	0.02618 	-0.02354 	0.00000 	-0.02247 	0.03199 	0.00000 	0.00000 	-0.04043 	0.03124 	-0.01466 	-0.00363 	-0.01025 	-0.01117 	0.00349 	-0.00811 	-0.00638 	-0.00552 	0.05953 	-0.00668 	-0.01093 	0.02329 	-0.00283 	0.00000 	-0.00550 	-0.00489 	-0.00800 	-0.00096 	0.00000 	-0.01147 	0.02712 	-0.00428 	-0.00779 	0.00000 	-0.00744 	0.03076 	0.00000 	0.00000 	-0.01338 	0.00251	0.00378
Replication7	 0.00082	1.00259	1.02329 	1.02341 	1.02289 	1.02342 	1.02213 	1.02365 	1.02244 	1.02300 	1.03834 	1.05082 	1.03546 	1.02884 	1.02622 	1.02644 	1.03075 	1.03665 	1.04612 	1.03560 	1.04005 	1.04274 	1.04706 	1.04603 	1.03247 	1.03557 	1.02802 	1.02042 	1.02824 	1.02310 	1.03550 	1.03238 	-0.00888 	-0.02842 	-0.02677 	-0.00734 	-0.01258 	0.00840 	-0.01840 	-0.02906 	-0.02194 	0.35607 	-0.01034 	-0.02188 	-0.01050 	-0.02553 	-0.00568 	-0.01564 	-0.01601 	-0.01659 	-0.00693 	0.00000 	-0.00761 	-0.02700 	-0.01408 	-0.01752 	-0.00640 	-0.02024 	-0.01127 	-0.01970 	0.02846 	0.00000 	-0.00664 	0.01697 	-0.00873 	-0.00239 	-0.00410 	0.00274 	-0.00600 	-0.00948 	-0.00716 	0.11619 	-0.00337 	-0.00714 	-0.00863 	-0.00833 	-0.00185 	-0.00510 	-0.00522 	-0.00541 	-0.00226 	0.00000 	-0.00248 	-0.02457 	0.00369 	-0.00572 	-0.00209 	-0.00660 	-0.01055 	-0.00643 	0.00929 	0.00000 	0.00576	0.00857
Replication8	 -1.54481	0.99805	0.97768 	0.97786 	0.97722 	0.97799 	0.97665 	0.97827 	0.97715 	0.97805 	0.98730 	0.99712 	0.98036 	0.98766 	0.99085 	0.98705 	0.98837 	0.98895 	0.99399 	0.99104 	0.99255 	0.99334 	0.99650 	0.99636 	0.98977 	0.99066 	0.98551 	0.98037 	0.98525 	0.97782 	0.98365 	0.98193 	0.01972 	0.03083 	-0.03750 	-0.01173 	-0.01665 	0.00000 	-0.01410 	-0.00773 	-0.00988 	0.18959 	-0.02484 	0.00000 	0.01200 	-0.00685 	-0.01279 	-0.02684 	-0.01969 	0.00000 	0.00000 	-0.00885 	-0.00379 	0.01068 	0.01137 	-0.01076 	-0.00193 	-0.01369 	0.01508 	-0.03286 	0.00000 	-0.01088 	0.01803 	-0.00337 	-0.01235 	-0.00386 	-0.00548 	0.00000 	-0.00464 	-0.00255 	-0.00325 	0.06243 	-0.00818 	0.00000 	0.01059 	-0.00226 	-0.00421 	-0.00884 	-0.00648 	0.00000 	0.00000 	-0.00291 	-0.00125 	0.00885 	-0.00202 	-0.00354 	-0.00064 	-0.00451 	0.01454 	-0.01082 	0.00000 	-0.00358 	0.00230	0.00301
Replication9	 -1.53922	0.99915	0.99092 	0.99081 	0.99127 	0.99143 	0.98845 	0.99115 	0.98933 	0.99085 	1.00034 	1.01009 	0.99096 	0.99753 	0.99930 	0.99611 	0.99692 	1.00130 	1.00758 	0.99862 	1.00010 	1.00237 	1.00838 	1.00795 	0.99841 	0.99970 	0.99570 	0.99335 	0.99665 	0.99054 	0.99870 	0.99591 	0.01151 	0.01564 	-0.00408 	0.00000 	-0.02989 	0.00000 	-0.02256 	-0.01060 	0.00000 	0.23235 	-0.03357 	-0.00159 	0.00662 	-0.00944 	-0.02109 	-0.01963 	0.00000 	-0.00498 	-0.02830 	-0.00541 	-0.00664 	0.00187 	0.00559 	-0.02653 	-0.01236 	-0.00626 	0.00811 	-0.03262 	0.01296 	-0.00862 	0.01077 	0.00076 	-0.00134 	0.00000 	-0.00982 	0.00000 	-0.00741 	-0.00348 	0.00000 	0.07634 	-0.01103 	-0.00052 	0.00600 	-0.00310 	-0.00693 	-0.00645 	0.00000 	-0.00164 	-0.00930 	-0.00178 	-0.00218 	0.00107 	-0.00023 	-0.00872 	-0.00406 	-0.00206 	0.00787 	-0.01072 	0.00426 	-0.00283 	0.00276	0.00395
