
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication0	 -1.53974	0.99682	0.96851 	0.96845 	0.96877 	0.96907 	0.96625 	0.96899 	0.96733 	0.96894 	0.97340 	0.98253 	0.97038 	0.97343 	0.97870 	0.97308 	0.97311 	0.97344 	0.97893 	0.97173 	0.97469 	0.97622 	0.98208 	0.98193 	0.97386 	0.97296 	0.96105 	0.95742 	0.97034 	0.96883 	0.97641 	0.97000 	0.02561 	0.04564 	-0.01031 	0.00000 	-0.03201 	0.00000 	-0.01701 	-0.00131 	-0.03578 	0.19933 	-0.01079 	-0.01055 	0.01961 	-0.00145 	0.00000 	-0.03815 	-0.02486 	-0.03609 	0.00000 	-0.01054 	0.00000 	0.02158 	0.01927 	-0.01443 	-0.08138 	-0.00966 	0.02417 	-0.01617 	0.03357 	-0.01712 	0.02286 	-0.01014 	-0.00340 	0.00000 	-0.01057 	0.00000 	-0.00562 	-0.00043 	-0.01181 	0.06580 	-0.00356 	-0.00348 	0.01731 	-0.00048 	0.00000 	-0.01259 	-0.00821 	-0.01191 	0.00000 	-0.00348 	0.00000 	0.01859 	-0.00256 	-0.00476 	-0.02686 	-0.00319 	0.02329 	-0.00534 	0.01108 	-0.00565 	0.00267	0.00437
Replication1	 0.04386	0.99331	0.92585 	0.92612 	0.92534 	0.92581 	0.92533 	0.92647 	0.92546 	0.92643 	0.92559 	0.94001 	0.90614 	0.93182 	0.94343 	0.93140 	0.93098 	0.93381 	0.93758 	0.93110 	0.93399 	0.93549 	0.94205 	0.94265 	0.93532 	0.93708 	0.93264 	0.92142 	0.93976 	0.92736 	0.93914 	0.93661 	0.05205 	0.09456 	-0.02439 	-0.04364 	-0.01130 	0.00000 	-0.01591 	-0.00968 	-0.03176 	0.13763 	-0.06944 	-0.04898 	0.04168 	0.00000 	-0.03627 	-0.01344 	-0.01615 	-0.02720 	0.00000 	0.00000 	0.00000 	0.05134 	0.04025 	-0.00980 	-0.02372 	-0.02979 	0.04296 	-0.00837 	0.00479 	-0.01256 	0.04624 	-0.02288 	-0.00811 	-0.01451 	-0.00376 	0.00000 	-0.00529 	-0.00322 	-0.01056 	0.04575 	-0.02308 	-0.01628 	0.03683 	0.00000 	-0.01206 	-0.00447 	-0.00537 	-0.00904 	0.00000 	0.00000 	0.00000 	0.04504 	-0.00572 	-0.00326 	-0.00788 	-0.00990 	0.04110 	-0.00278 	0.00159 	-0.00417 	0.00451	0.00585
Replication2	 -1.51464	0.99736	0.96726 	0.96734 	0.96708 	0.96775 	0.96533 	0.96763 	0.96673 	0.96659 	0.97463 	0.98991 	0.95746 	0.97726 	0.98197 	0.97745 	0.97779 	0.98142 	0.98526 	0.97683 	0.97635 	0.97888 	0.98896 	0.98885 	0.97994 	0.98122 	0.97448 	0.96249 	0.97706 	0.96787 	0.97706 	0.97706 	0.02611 	0.04134 	-0.03021 	0.00000 	-0.03362 	0.00000 	-0.00019 	-0.05538 	-0.01749 	0.31347 	-0.06142 	-0.02867 	0.01749 	0.00000 	-0.00213 	0.00000 	-0.05509 	-0.00033 	-0.05226 	-0.02114 	-0.01162 	0.01638 	0.01600 	-0.01445 	-0.00451 	-0.03186 	0.02007 	-0.00854 	0.00000 	0.00000 	0.02382 	-0.00490 	-0.00996 	0.00000 	-0.01108 	0.00000 	-0.00006 	-0.01826 	-0.00577 	0.10336 	-0.02025 	-0.00945 	0.01557 	0.00000 	-0.00070 	0.00000 	-0.01817 	-0.00011 	-0.01723 	-0.00697 	-0.00383 	0.01390 	-0.00210 	-0.00476 	-0.00149 	-0.01051 	0.01934 	-0.00282 	0.00000 	0.00000 	0.00495	0.00676
Replication3	 0.03650	0.99457	0.94241 	0.94259 	0.94209 	0.94283 	0.94122 	0.94313 	0.94171 	0.94328 	0.93401 	0.94680 	0.91350 	0.94604 	0.95544 	0.94587 	0.94581 	0.94189 	0.94460 	0.94615 	0.94635 	0.94646 	0.94932 	0.95008 	0.94855 	0.94891 	0.95456 	0.95036 	0.96006 	0.94434 	0.96511 	0.95812 	0.04183 	0.07645 	-0.03415 	0.00000 	-0.01974 	0.01877 	-0.01916 	-0.00230 	-0.04632 	0.07002 	-0.07324 	-0.01310 	0.03414 	0.00000 	-0.02134 	-0.04546 	-0.01976 	0.00000 	0.00000 	-0.00011 	0.00000 	0.04544 	0.03286 	-0.02526 	0.00000 	-0.01119 	0.03063 	0.00000 	0.03216 	-0.02166 	0.03712 	-0.01886 	-0.01132 	0.00000 	-0.00654 	0.00622 	-0.00635 	-0.00076 	-0.01536 	0.02322 	-0.02428 	-0.00434 	0.03020 	0.00000 	-0.00708 	-0.01507 	-0.00655 	0.00000 	0.00000 	-0.00004 	0.00000 	0.04032 	-0.00445 	-0.00837 	0.00000 	-0.00371 	0.02913 	0.00000 	0.01067 	-0.00718 	0.00392	0.00486
Replication4	 0.01384	0.99454	0.94306 	0.94326 	0.94268 	0.94339 	0.94245 	0.94349 	0.94161 	0.94339 	0.95221 	0.95809 	0.95221 	0.94828 	0.95734 	0.94249 	0.94533 	0.95256 	0.95650 	0.94768 	0.95096 	0.95274 	0.95799 	0.95825 	0.94835 	0.94908 	0.94495 	0.94495 	0.94765 	0.94279 	0.94212 	0.93616 	0.04146 	0.07639 	-0.03378 	0.00000 	0.00000 	0.00229 	-0.04234 	0.00000 	-0.00899 	0.12795 	0.00000 	-0.00749 	0.03303 	-0.03614 	-0.04901 	0.00000 	0.00000 	-0.01879 	-0.00135 	0.00000 	-0.01848 	0.03960 	0.03299 	-0.03507 	-0.02839 	0.00000 	0.03806 	-0.04519 	0.00000 	-0.03736 	0.03673 	-0.01937 	-0.01120 	0.00000 	0.00000 	0.00076 	-0.01404 	0.00000 	-0.00298 	0.04243 	0.00000 	-0.00248 	0.02907 	-0.01198 	-0.01625 	0.00000 	0.00000 	-0.00623 	-0.00045 	0.00000 	-0.00613 	0.03447 	-0.00449 	-0.01163 	-0.00941 	0.00000 	0.03655 	-0.01498 	0.00000 	-0.01239 	0.00257	0.00410
Replication5	 -1.53101	0.99781	0.98139 	0.98167 	0.98069 	0.98151 	0.98158 	0.98215 	0.98144 	0.98204 	0.99109 	0.99697 	0.98925 	0.98032 	0.98458 	0.98127 	0.98274 	0.98433 	0.99336 	0.98620 	0.98969 	0.99151 	0.99398 	0.99384 	0.98393 	0.98409 	0.97073 	0.95557 	0.97757 	0.98144 	0.97757 	0.97757 	0.01766 	0.03134 	-0.04161 	0.00000 	0.00000 	0.01904 	-0.01393 	0.00000 	-0.00159 	0.23922 	-0.00657 	-0.07607 	0.01578 	0.00000 	0.00000 	-0.03710 	0.00000 	-0.01483 	0.00000 	0.00000 	-0.04861 	0.01259 	0.01356 	-0.00883 	-0.04171 	-0.04024 	0.01971 	-0.02296 	0.00000 	0.00000 	0.01576 	-0.00713 	-0.01371 	0.00000 	0.00000 	0.00627 	-0.00459 	0.00000 	-0.00052 	0.07881 	-0.00216 	-0.02506 	0.01419 	0.00000 	0.00000 	-0.01222 	0.00000 	-0.00489 	0.00000 	0.00000 	-0.01601 	0.01053 	-0.00150 	-0.00291 	-0.01374 	-0.01326 	0.01910 	-0.00756 	0.00000 	0.00000 	0.00341	0.00569
Replication6	 0.08426	0.98899	0.86882 	0.86931 	0.86787 	0.86906 	0.86700 	0.87039 	0.86732 	0.87068 	0.87220 	0.87879 	0.86574 	0.87546 	0.89630 	0.86977 	0.87351 	0.87122 	0.87631 	0.86942 	0.86843 	0.86914 	0.88501 	0.88689 	0.88295 	0.88812 	0.89623 	0.89623 	0.90875 	0.87213 	0.91701 	0.91346 	0.08722 	0.15668 	-0.05824 	-0.05165 	-0.02855 	0.01343 	-0.04950 	0.00000 	-0.01531 	0.00013 	-0.02307 	-0.02435 	0.07103 	-0.03772 	-0.04071 	-0.06234 	-0.00803 	-0.01245 	-0.02270 	-0.04685 	0.00000 	0.09328 	0.06717 	0.00000 	-0.04140 	0.00000 	0.06211 	-0.03241 	0.03223 	0.00000 	0.07768 	-0.03647 	-0.01953 	-0.01732 	-0.00957 	0.00450 	-0.01660 	0.00000 	-0.00513 	0.00005 	-0.00773 	-0.00817 	0.06305 	-0.01265 	-0.01365 	-0.02090 	-0.00269 	-0.00417 	-0.00761 	-0.01571 	0.00000 	0.08291 	-0.00843 	0.00000 	-0.01388 	0.00000 	0.05905 	-0.01087 	0.01081 	0.00000 	0.00752	0.01167
Replication7	 -1.52780	0.99601	0.95617 	0.95630 	0.95592 	0.95608 	0.95590 	0.95605 	0.95544 	0.95556 	0.96198 	0.97428 	0.95503 	0.96108 	0.96820 	0.95467 	0.95864 	0.96575 	0.97129 	0.95829 	0.96070 	0.96232 	0.97449 	0.97454 	0.96344 	0.96730 	0.96029 	0.95700 	0.96366 	0.95521 	0.96501 	0.95609 	0.03317 	0.05798 	-0.00897 	-0.02112 	0.00000 	0.00194 	-0.01572 	-0.01854 	-0.03773 	0.23287 	-0.02490 	0.00000 	0.02610 	-0.04293 	-0.03628 	-0.00856 	-0.01351 	-0.02523 	-0.00696 	-0.04394 	0.00000 	0.02725 	0.02448 	0.00000 	-0.03300 	-0.00875 	0.02828 	-0.04948 	0.02683 	-0.03744 	0.02971 	-0.01210 	-0.00297 	-0.00698 	0.00000 	0.00064 	-0.00520 	-0.00613 	-0.01248 	0.07699 	-0.00823 	0.00000 	0.02320 	-0.01419 	-0.01199 	-0.00283 	-0.00447 	-0.00834 	-0.00230 	-0.01453 	0.00000 	0.02349 	-0.00295 	0.00000 	-0.01091 	-0.00289 	0.02717 	-0.01636 	0.00887 	-0.01238 	0.00372	0.00579
Replication8	 -1.52116	1.00049	1.00879 	1.00876 	1.00887 	1.00889 	1.00793 	1.00870 	1.00734 	1.00831 	1.01741 	1.02657 	1.01741 	1.01029 	1.01025 	1.00781 	1.00936 	1.01455 	1.02249 	1.01020 	1.01466 	1.01725 	1.02382 	1.02312 	1.01110 	1.01327 	1.00007 	0.97894 	1.00236 	1.00835 	1.00162 	1.00081 	0.00049 	-0.00378 	0.00000 	0.00000 	0.00000 	0.00000 	-0.03087 	-0.01765 	-0.03127 	0.29121 	0.00000 	0.00000 	-0.00032 	-0.01693 	-0.01834 	-0.02795 	-0.01592 	-0.03856 	-0.00530 	-0.00930 	-0.00864 	-0.00962 	-0.00194 	0.00000 	0.00000 	-0.05603 	0.00450 	0.00000 	0.00000 	-0.00507 	0.00092 	0.00484 	0.00000 	0.00000 	0.00000 	0.00000 	-0.01012 	-0.00578 	-0.01025 	0.09542 	0.00000 	0.00000 	0.00003 	-0.00555 	-0.00601 	-0.00916 	-0.00522 	-0.01263 	-0.00174 	-0.00305 	-0.00283 	-0.00916 	0.00143 	0.00000 	0.00000 	-0.01836 	0.00464 	0.00000 	0.00000 	-0.00166 	0.00428	0.00684
Replication9	 0.02199	0.99568	0.95133 	0.95144 	0.95117 	0.95116 	0.95081 	0.95122 	0.95016 	0.95034 	0.95995 	0.97220 	0.94537 	0.95600 	0.96388 	0.95418 	0.95282 	0.96198 	0.96876 	0.95042 	0.95314 	0.95711 	0.97077 	0.97076 	0.95695 	0.95944 	0.94922 	0.92801 	0.95618 	0.95067 	0.95559 	0.95495 	0.03614 	0.06295 	-0.00048 	-0.03496 	0.00000 	0.01224 	-0.02562 	-0.04092 	0.00000 	0.30884 	-0.05213 	-0.02795 	0.02876 	-0.00406 	-0.04474 	-0.00882 	-0.01268 	-0.03922 	-0.04790 	-0.01916 	-0.02748 	0.03011 	0.02711 	-0.01797 	-0.01535 	-0.05613 	0.03280 	-0.03315 	0.00000 	-0.00401 	0.03239 	-0.01291 	-0.00016 	-0.01157 	0.00000 	0.00405 	-0.00848 	-0.01354 	0.00000 	0.10218 	-0.01725 	-0.00925 	0.02562 	-0.00134 	-0.01480 	-0.00292 	-0.00419 	-0.01298 	-0.01585 	-0.00634 	-0.00909 	0.02604 	-0.00258 	-0.00595 	-0.00508 	-0.01857 	0.03160 	-0.01097 	0.00000 	-0.00133 	0.00623	0.00971
