
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus31	Bus32	Bus33	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus31_P	Bus32_P	Bus33_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	Bus31_Q	Bus32_Q	Bus33_Q	PLoss	QLoss
Replication0	 0.05473	0.99609	0.93300 	0.93255 	0.92468 	0.92572 	0.92747 	0.93292 	0.94060 	0.96141 	0.99817 	1.07296 	1.04478 	0.99168 	0.90627 	0.90424 	0.91879 	0.93106 	0.96225 	0.91706 	0.93412 	0.95132 	0.95621 	0.96469 	0.91745 	0.90541 	0.89527 	0.92921 	0.92453 	0.90929 	0.89927 	0.90032 	0.89923 	0.89775 	0.89642 	-0.00149 	-0.00158 	-0.00165 	-0.00152 	-0.00160 	0.00000 	-0.00099 	-0.00157 	-0.00132 	0.18487 	-0.00130 	-0.00135 	-0.03451 	-0.00143 	-0.00722 	-0.00147 	-0.00174 	-0.00178 	-0.00146 	0.00001 	-0.00173 	-0.00150 	-0.00150 	-0.00142 	-0.06925 	-0.00155 	-0.00150 	-0.00136 	0.00000 	-0.00164 	-0.00122 	-0.00137 	-0.01660 	-0.00049 	-0.00052 	-0.00055 	-0.00050 	-0.00053 	0.00000 	-0.00033 	-0.00052 	-0.00043 	0.06111 	-0.00043 	-0.00045 	-0.02747 	-0.00047 	-0.02380 	-0.00049 	-0.00058 	-0.00059 	-0.00048 	0.00000 	-0.00057 	-0.00050 	-0.00050 	-0.00047 	0.04177 	-0.00051 	-0.00050 	-0.00045 	0.00000 	-0.00054 	-0.00040 	-0.00045 	-0.02265 	0.03609	0.02195
Replication1	 0.09594	0.99438	0.92034 	0.91969 	0.90788 	0.91002 	0.91279 	0.92038 	0.92842 	0.95321 	0.99576 	1.09131 	1.05390 	0.98333 	0.86554 	0.86383 	0.88385 	0.90112 	0.94376 	0.88312 	0.92160 	0.94183 	0.94711 	0.95575 	0.89579 	0.87446 	0.85586 	0.91451 	0.90685 	0.88061 	0.86261 	0.86333 	0.85880 	0.85650 	0.85406 	-0.00149 	-0.00167 	-0.00146 	-0.00120 	-0.00158 	0.01018 	-0.00136 	-0.00142 	-0.00145 	0.24249 	-0.00160 	-0.00139 	-0.04822 	-0.00138 	-0.00953 	-0.00125 	-0.00163 	-0.00137 	-0.00133 	0.00075 	-0.00161 	-0.00133 	-0.00137 	-0.00168 	-0.09829 	-0.00164 	-0.00158 	-0.00146 	0.00000 	-0.00140 	-0.00175 	-0.00138 	-0.02259 	-0.00049 	-0.00055 	-0.00048 	-0.00040 	-0.00052 	0.00338 	-0.00045 	-0.00047 	-0.00048 	0.08044 	-0.00053 	-0.00046 	-0.03809 	-0.00046 	-0.03338 	-0.00042 	-0.00054 	-0.00045 	-0.00044 	0.00025 	-0.00053 	-0.00044 	-0.00045 	-0.00056 	0.06137 	-0.00055 	-0.00052 	-0.00048 	0.00000 	-0.00047 	-0.00058 	-0.00046 	-0.03130 	0.06230	0.03852
Replication2	 0.07542	0.99525	0.92240 	0.92181 	0.91242 	0.91397 	0.91615 	0.92215 	0.93078 	0.95529 	0.99779 	1.08585 	1.05249 	0.98949 	0.88724 	0.88495 	0.90256 	0.91743 	0.95451 	0.90051 	0.92367 	0.94394 	0.94969 	0.95927 	0.90338 	0.88780 	0.87458 	0.91758 	0.91173 	0.89254 	0.87972 	0.88102 	0.87918 	0.87733 	0.87563 	-0.00130 	-0.00158 	-0.00180 	-0.00127 	-0.00129 	0.00000 	-0.00148 	-0.00152 	-0.00152 	0.21844 	-0.00122 	-0.00154 	-0.04095 	-0.00153 	-0.00819 	-0.00138 	-0.00152 	-0.00146 	-0.00163 	0.00002 	-0.00145 	-0.00154 	-0.00134 	-0.00165 	-0.08370 	-0.00161 	-0.00172 	-0.00146 	0.00000 	-0.00156 	-0.00139 	-0.00166 	-0.01954 	-0.00043 	-0.00052 	-0.00060 	-0.00042 	-0.00043 	0.00000 	-0.00049 	-0.00050 	-0.00050 	0.07233 	-0.00040 	-0.00051 	-0.03239 	-0.00051 	-0.02835 	-0.00046 	-0.00050 	-0.00048 	-0.00054 	0.00001 	-0.00048 	-0.00051 	-0.00045 	-0.00055 	0.05126 	-0.00053 	-0.00057 	-0.00048 	0.00000 	-0.00052 	-0.00046 	-0.00055 	-0.02690 	0.05021	0.03070
Replication3	 0.07345	0.99532	0.92375 	0.92320 	0.91402 	0.91547 	0.91756 	0.92352 	0.93199 	0.95596 	0.99753 	1.08409 	1.05122 	0.98921 	0.88849 	0.88626 	0.90348 	0.91804 	0.95477 	0.90186 	0.92503 	0.94480 	0.95032 	0.95970 	0.90504 	0.88979 	0.87655 	0.91906 	0.91332 	0.89413 	0.88153 	0.88274 	0.88082 	0.87902 	0.87734 	-0.00153 	-0.00123 	-0.00137 	-0.00129 	-0.00146 	0.00000 	-0.00141 	-0.00145 	-0.00149 	0.21510 	-0.00138 	-0.00153 	-0.04051 	-0.00166 	-0.00820 	-0.00157 	-0.00169 	-0.00138 	-0.00152 	0.00017 	-0.00167 	-0.00148 	-0.00155 	-0.00136 	-0.08240 	-0.00153 	-0.00143 	-0.00169 	0.00000 	-0.00155 	-0.00136 	-0.00156 	-0.01930 	-0.00051 	-0.00041 	-0.00045 	-0.00043 	-0.00048 	0.00000 	-0.00047 	-0.00048 	-0.00049 	0.07122 	-0.00046 	-0.00051 	-0.03209 	-0.00055 	-0.02804 	-0.00052 	-0.00056 	-0.00046 	-0.00050 	0.00006 	-0.00055 	-0.00049 	-0.00051 	-0.00045 	0.05043 	-0.00051 	-0.00047 	-0.00056 	0.00000 	-0.00051 	-0.00045 	-0.00052 	-0.02654 	0.04853	0.02963
Replication4	 0.06359	0.99582	0.95756 	0.95726 	0.94617 	0.94820 	0.95104 	0.95893 	0.96042 	0.96980 	0.98690 	1.04440 	1.01967 	0.97318 	0.88894 	0.88965 	0.90215 	0.91462 	0.94688 	0.90848 	0.95764 	0.96513 	0.96580 	0.96660 	0.93459 	0.91406 	0.89596 	0.95321 	0.94581 	0.91953 	0.90131 	0.89920 	0.89038 	0.88836 	0.88641 	-0.00158 	-0.00135 	-0.00148 	-0.00163 	-0.00149 	0.03777 	-0.00129 	-0.00148 	-0.00148 	0.15582 	-0.00143 	-0.00136 	-0.03993 	-0.00117 	-0.00948 	-0.00152 	-0.00152 	-0.00126 	-0.00198 	0.00235 	-0.00131 	-0.00124 	-0.00161 	-0.00169 	-0.07303 	-0.00183 	-0.00138 	-0.00139 	0.00000 	-0.00137 	-0.00158 	-0.00147 	-0.01812 	-0.00052 	-0.00045 	-0.00049 	-0.00054 	-0.00049 	0.01249 	-0.00043 	-0.00049 	-0.00049 	0.05154 	-0.00047 	-0.00045 	-0.03240 	-0.00039 	-0.02721 	-0.00050 	-0.00050 	-0.00042 	-0.00065 	0.00078 	-0.00043 	-0.00041 	-0.00053 	-0.00056 	0.04571 	-0.00061 	-0.00046 	-0.00046 	0.00000 	-0.00045 	-0.00052 	-0.00049 	-0.02459 	0.02587	0.01655
Replication5	 0.12535	0.99321	0.93711 	0.93647 	0.91939 	0.92293 	0.92735 	0.93867 	0.94169 	0.95882 	0.98913 	1.08279 	1.04263 	0.96686 	0.83130 	0.83206 	0.85380 	0.87398 	0.92379 	0.85944 	0.93733 	0.94801 	0.95069 	0.95367 	0.90082 	0.86711 	0.83674 	0.92988 	0.91811 	0.87574 	0.84619 	0.84413 	0.83175 	0.82841 	0.82465 	-0.00162 	-0.00165 	-0.00150 	-0.00165 	-0.00151 	0.05024 	-0.00149 	-0.00152 	-0.00145 	0.25327 	-0.00166 	-0.00146 	-0.05950 	-0.00151 	-0.01216 	-0.00115 	-0.00157 	-0.00132 	-0.00130 	0.00024 	-0.00158 	-0.00122 	-0.00141 	-0.00150 	-0.11720 	-0.00155 	-0.00146 	-0.00169 	0.00000 	-0.00134 	-0.00162 	-0.00146 	-0.02677 	-0.00054 	-0.00055 	-0.00050 	-0.00055 	-0.00050 	0.01671 	-0.00050 	-0.00050 	-0.00048 	0.08421 	-0.00055 	-0.00048 	-0.04727 	-0.00050 	-0.04097 	-0.00038 	-0.00052 	-0.00044 	-0.00043 	0.00008 	-0.00053 	-0.00041 	-0.00047 	-0.00050 	0.07570 	-0.00051 	-0.00049 	-0.00056 	0.00000 	-0.00045 	-0.00054 	-0.00049 	-0.03729 	0.07195	0.04579
Replication6	 0.10326	0.99408	0.90668 	0.90600 	0.89493 	0.89674 	0.89934 	0.90642 	0.91552 	0.94314 	0.99077 	1.09300 	1.05384 	0.98000 	0.85764 	0.85609 	0.87585 	0.89408 	0.93905 	0.87689 	0.90810 	0.93029 	0.93656 	0.94691 	0.88408 	0.86567 	0.84967 	0.90148 	0.89501 	0.87396 	0.85995 	0.85977 	0.85258 	0.84975 	0.84674 	-0.00123 	-0.00157 	-0.00147 	-0.00163 	-0.00151 	0.00000 	-0.00153 	-0.00170 	-0.00157 	0.25553 	-0.00171 	-0.00157 	-0.05084 	-0.00145 	-0.01027 	-0.00130 	-0.00164 	-0.00143 	-0.00146 	0.00001 	-0.00168 	-0.00170 	-0.00162 	-0.00140 	-0.10321 	-0.00126 	-0.00165 	-0.00157 	0.01131 	-0.00124 	-0.00141 	-0.00157 	-0.02363 	-0.00041 	-0.00052 	-0.00049 	-0.00054 	-0.00050 	0.00000 	-0.00051 	-0.00056 	-0.00052 	0.08481 	-0.00057 	-0.00052 	-0.04019 	-0.00048 	-0.03536 	-0.00043 	-0.00054 	-0.00048 	-0.00048 	0.00000 	-0.00056 	-0.00056 	-0.00054 	-0.00046 	0.06481 	-0.00042 	-0.00055 	-0.00052 	0.00375 	-0.00041 	-0.00047 	-0.00052 	-0.03279 	0.06656	0.04094
Replication7	 0.08224	0.99506	0.91578 	0.91536 	0.90684 	0.90815 	0.91015 	0.91585 	0.92284 	0.94442 	0.98212 	1.06496 	1.03331 	0.97367 	0.87294 	0.87266 	0.88687 	0.90207 	0.94104 	0.89306 	0.91691 	0.93401 	0.93880 	0.94675 	0.89890 	0.88588 	0.87492 	0.91242 	0.90808 	0.89469 	0.88651 	0.88395 	0.87327 	0.87059 	0.86776 	-0.00136 	-0.00142 	-0.00159 	-0.00142 	-0.00147 	0.00000 	-0.00135 	-0.00164 	-0.00126 	0.20668 	-0.00145 	-0.00153 	-0.04539 	-0.00155 	-0.01047 	-0.00181 	-0.00153 	-0.00183 	-0.00149 	0.00005 	-0.00158 	-0.00185 	-0.00154 	-0.00138 	-0.08628 	-0.00135 	-0.00129 	-0.00176 	0.02117 	-0.00157 	-0.00152 	-0.00145 	-0.02076 	-0.00045 	-0.00047 	-0.00053 	-0.00047 	-0.00049 	0.00000 	-0.00045 	-0.00054 	-0.00042 	0.06846 	-0.00048 	-0.00051 	-0.03650 	-0.00051 	-0.03141 	-0.00060 	-0.00051 	-0.00061 	-0.00049 	0.00002 	-0.00052 	-0.00061 	-0.00051 	-0.00046 	0.05393 	-0.00045 	-0.00043 	-0.00058 	0.00701 	-0.00052 	-0.00051 	-0.00048 	-0.02840 	0.04115	0.02521
Replication8	 0.02877	0.99708	0.94707 	0.94677 	0.94073 	0.94123 	0.94251 	0.94711 	0.95338 	0.97022 	1.00061 	1.06043 	1.03826 	0.99662 	0.93077 	0.92884 	0.94012 	0.94942 	0.97379 	0.93870 	0.94800 	0.96214 	0.96616 	0.97328 	0.93566 	0.92771 	0.92123 	0.94431 	0.94087 	0.93028 	0.92381 	0.92468 	0.92435 	0.92335 	0.92277 	-0.00151 	-0.00137 	-0.00149 	-0.00172 	-0.00174 	0.00000 	-0.00134 	-0.00172 	-0.00135 	0.14625 	-0.00138 	-0.00140 	-0.02629 	-0.00144 	-0.00570 	-0.00155 	-0.00144 	-0.00124 	-0.00148 	0.00004 	-0.00147 	-0.00159 	-0.00153 	-0.00118 	-0.05204 	-0.00142 	-0.00160 	-0.00144 	0.00000 	-0.00143 	-0.00140 	-0.00159 	-0.01282 	-0.00050 	-0.00045 	-0.00049 	-0.00057 	-0.00058 	0.00000 	-0.00044 	-0.00057 	-0.00044 	0.04825 	-0.00046 	-0.00046 	-0.02104 	-0.00047 	-0.01807 	-0.00051 	-0.00048 	-0.00041 	-0.00049 	0.00001 	-0.00048 	-0.00052 	-0.00051 	-0.00039 	0.03077 	-0.00047 	-0.00053 	-0.00048 	0.00000 	-0.00047 	-0.00046 	-0.00052 	-0.01733 	0.02321	0.01394
Replication9	 0.11237	0.99362	0.90677 	0.90596 	0.89335 	0.89568 	0.89869 	0.90628 	0.91678 	0.94793 	1.00042 	1.11267 	1.06951 	0.98794 	0.85428 	0.85141 	0.87481 	0.89402 	0.94211 	0.87114 	0.90858 	0.93573 	0.94232 	0.95331 	0.88047 	0.85777 	0.83763 	0.90024 	0.89214 	0.86436 	0.84534 	0.84718 	0.84417 	0.84155 	0.83873 	-0.00163 	-0.00150 	-0.00152 	-0.00130 	-0.00116 	0.00000 	-0.00157 	-0.00149 	-0.00174 	0.28132 	-0.00149 	-0.00150 	-0.05226 	-0.00164 	-0.00946 	-0.00176 	-0.00141 	-0.00152 	-0.00158 	0.00196 	-0.00138 	-0.00160 	-0.00126 	-0.00132 	-0.11122 	-0.00105 	-0.00140 	-0.00151 	0.00000 	-0.00143 	-0.00133 	-0.00151 	-0.02465 	-0.00054 	-0.00050 	-0.00051 	-0.00043 	-0.00039 	0.00000 	-0.00052 	-0.00049 	-0.00058 	0.09346 	-0.00050 	-0.00050 	-0.04078 	-0.00054 	-0.03652 	-0.00058 	-0.00047 	-0.00050 	-0.00053 	0.00065 	-0.00046 	-0.00053 	-0.00042 	-0.00044 	0.06994 	-0.00035 	-0.00046 	-0.00050 	0.00000 	-0.00048 	-0.00044 	-0.00050 	-0.03453 	0.08395	0.05164
