
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication0	 -1.54092	0.99991	0.98223 	0.98241 	0.98171 	0.98220 	0.98034 	0.98240 	0.98073 	0.98215 	0.99243 	1.00136 	0.99062 	0.98890 	0.99121 	0.98853 	0.98881 	0.99283 	0.99854 	0.99005 	0.99262 	0.99444 	0.99916 	0.99886 	0.99108 	0.99080 	0.98168 	0.97824 	0.98307 	0.98222 	0.98387 	0.97882 	0.01586 	0.01913 	-0.02556 	-0.01260 	-0.02157 	0.00000 	-0.02539 	-0.01156 	-0.01851 	0.23876 	-0.00649 	-0.01247 	0.01446 	-0.00289 	-0.02006 	-0.01440 	-0.00961 	-0.01801 	-0.00918 	-0.00904 	-0.02382 	0.00371 	0.01454 	-0.01557 	-0.02918 	-0.00918 	0.01588 	-0.00728 	0.01531 	-0.02121 	0.00856 	0.00922 	-0.00838 	-0.00414 	-0.00708 	0.00000 	-0.00833 	-0.00379 	-0.00607 	0.07833 	-0.00213 	-0.00409 	0.00191 	-0.00095 	-0.00658 	-0.00472 	-0.00315 	-0.00591 	-0.00301 	-0.00297 	-0.00781 	0.00369 	0.00502 	-0.00511 	-0.00957 	-0.00301 	0.00536 	-0.00239 	0.00502 	-0.00696 	0.00260	0.00385
Replication1	 -1.51742	0.99999	0.99841 	0.99846 	0.99826 	0.99852 	0.99710 	0.99858 	0.99729 	0.99802 	1.01058 	1.02198 	1.00658 	1.00589 	1.00634 	1.00469 	1.00580 	1.01162 	1.01850 	1.00800 	1.01089 	1.01347 	1.01926 	1.01858 	1.00664 	1.00713 	0.99255 	0.98403 	0.99114 	0.99813 	0.98656 	0.98161 	0.00561 	0.00663 	-0.01238 	-0.01760 	-0.01336 	0.00000 	-0.02081 	-0.02517 	-0.02029 	0.29834 	-0.01436 	-0.00837 	0.00248 	-0.00937 	-0.01432 	-0.01106 	-0.01295 	-0.01582 	-0.02039 	-0.00455 	-0.01007 	-0.00285 	0.00241 	-0.01213 	-0.01813 	-0.02268 	0.00818 	-0.00192 	0.00000 	-0.03109 	0.00458 	0.00523 	-0.00406 	-0.00577 	-0.00438 	0.00000 	-0.00682 	-0.00826 	-0.00666 	0.09786 	-0.00471 	-0.00275 	0.00071 	-0.00307 	-0.00470 	-0.00363 	-0.00425 	-0.00519 	-0.00669 	-0.00149 	-0.00330 	-0.00285 	0.00107 	-0.00398 	-0.00595 	-0.00744 	0.00669 	-0.00063 	0.00000 	-0.01020 	0.00466	0.00684
Replication2	 -1.55697	0.99980	0.96103 	0.96124 	0.96042 	0.96042 	0.95896 	0.96021 	0.95916 	0.95994 	0.96246 	0.96855 	0.95861 	0.96236 	0.96769 	0.95999 	0.96215 	0.96313 	0.96647 	0.95975 	0.96064 	0.96200 	0.96858 	0.96864 	0.96669 	0.96502 	0.95946 	0.95456 	0.96141 	0.95998 	0.95915 	0.95670 	0.02991 	0.03644 	-0.00553 	-0.00426 	-0.02136 	0.00000 	-0.01650 	-0.01195 	-0.01982 	0.12884 	-0.01380 	-0.01076 	0.03284 	-0.01864 	-0.00855 	-0.01829 	-0.01304 	-0.02173 	-0.01680 	-0.01538 	-0.00420 	0.01375 	0.03331 	-0.00954 	-0.01650 	-0.01308 	0.03124 	-0.00716 	0.00000 	-0.01540 	0.01315 	0.01367 	-0.00181 	-0.00140 	-0.00701 	0.00000 	-0.00541 	-0.00392 	-0.00650 	0.04228 	-0.00453 	-0.00353 	0.00403 	-0.00612 	-0.00281 	-0.00600 	-0.00428 	-0.00713 	-0.00551 	-0.00505 	-0.00138 	0.01371 	0.01146 	-0.00313 	-0.00541 	-0.00429 	0.00708 	-0.00235 	0.00000 	-0.00505 	0.00119	0.00191
Replication3	 -1.54349	0.99997	0.99896 	0.99901 	0.99881 	0.99904 	0.99787 	0.99917 	0.99829 	0.99870 	1.00526 	1.01331 	1.00002 	1.00083 	1.00183 	0.99910 	1.00018 	1.00571 	1.01021 	1.00177 	1.00350 	1.00528 	1.01069 	1.01029 	1.00144 	1.00159 	0.99214 	0.98845 	0.99182 	0.99819 	0.98831 	0.98453 	0.00627 	0.00757 	-0.01137 	-0.00481 	-0.01424 	0.03494 	-0.01096 	-0.01641 	-0.01438 	0.24971 	-0.01876 	-0.01455 	0.00599 	-0.01191 	-0.01855 	0.00000 	-0.02291 	-0.00790 	-0.01677 	-0.01654 	-0.02537 	-0.00009 	0.00627 	-0.01592 	-0.02002 	-0.00984 	0.00921 	-0.01949 	0.00000 	-0.02380 	0.00344 	0.00372 	-0.00373 	-0.00158 	-0.00467 	0.01146 	-0.00359 	-0.00538 	-0.00472 	0.08191 	-0.00615 	-0.00477 	0.00113 	-0.00391 	-0.00609 	0.00000 	-0.00752 	-0.00259 	-0.00550 	-0.00542 	-0.00832 	-0.00010 	0.00258 	-0.00522 	-0.00657 	-0.00323 	0.00513 	-0.00639 	0.00000 	-0.00781 	0.00236	0.00375
Replication4	 -1.55006	0.99985	0.97105 	0.97132 	0.97028 	0.97028 	0.97028 	0.97038 	0.96968 	0.97006 	0.97316 	0.98172 	0.96551 	0.97244 	0.97660 	0.97054 	0.97242 	0.97471 	0.97905 	0.97250 	0.97426 	0.97548 	0.98059 	0.98055 	0.97618 	0.97518 	0.97211 	0.96766 	0.97563 	0.96999 	0.98122 	0.97277 	0.02339 	0.02838 	-0.00689 	-0.02218 	-0.00191 	0.00985 	-0.01924 	-0.01299 	-0.02101 	0.18961 	-0.02742 	-0.01765 	0.02532 	-0.01542 	-0.01688 	-0.01558 	-0.01650 	-0.01663 	-0.00553 	-0.01625 	-0.01897 	0.00979 	0.02564 	-0.02440 	-0.01819 	-0.01185 	0.02258 	-0.01947 	0.03757 	-0.02727 	0.01086 	0.01137 	-0.00226 	-0.00728 	-0.00063 	0.00323 	-0.00631 	-0.00426 	-0.00689 	0.06221 	-0.00900 	-0.00579 	0.00379 	-0.00506 	-0.00554 	-0.00511 	-0.00541 	-0.00546 	-0.00181 	-0.00533 	-0.00622 	0.00976 	0.00931 	-0.00801 	-0.00597 	-0.00389 	0.00453 	-0.00639 	0.01233 	-0.00895 	0.00180	0.00269
Replication5	 0.02272	0.99968	0.92990 	0.93043 	0.92838 	0.92851 	0.92784 	0.92852 	0.92797 	0.92816 	0.93019 	0.93396 	0.92827 	0.93193 	0.94086 	0.93032 	0.93146 	0.93092 	0.93244 	0.92739 	0.92728 	0.92817 	0.93500 	0.93551 	0.93853 	0.93483 	0.93445 	0.92888 	0.93951 	0.92821 	0.94229 	0.93868 	0.04889 	0.05945 	-0.01901 	-0.02010 	-0.02335 	0.00000 	-0.00835 	-0.01567 	-0.01286 	0.06600 	-0.00690 	-0.01464 	0.05362 	-0.01199 	-0.01979 	-0.01690 	-0.01587 	-0.02095 	-0.01787 	-0.01941 	-0.01170 	0.02476 	0.05475 	-0.02009 	-0.01470 	-0.01484 	0.04750 	-0.02398 	0.01709 	-0.01087 	0.02155 	0.02231 	-0.00624 	-0.00660 	-0.00766 	0.00000 	-0.00274 	-0.00514 	-0.00422 	0.02166 	-0.00226 	-0.00480 	0.00662 	-0.00394 	-0.00649 	-0.00555 	-0.00521 	-0.00688 	-0.00587 	-0.00637 	-0.00384 	0.02469 	0.01912 	-0.00659 	-0.00483 	-0.00487 	0.00809 	-0.00787 	0.00561 	-0.00357 	0.00167	0.00258
Replication6	 -1.54293	0.99993	0.98861 	0.98876 	0.98816 	0.98830 	0.98794 	0.98836 	0.98788 	0.98787 	0.99818 	1.00503 	0.99496 	0.99168 	0.99368 	0.98932 	0.99138 	0.99597 	1.00209 	0.99199 	0.99432 	0.99636 	1.00287 	1.00252 	0.99381 	0.99419 	0.98539 	0.97887 	0.98617 	0.98754 	0.98445 	0.98259 	0.01235 	0.01490 	-0.01018 	-0.01446 	-0.00619 	0.00000 	-0.00918 	-0.01859 	0.00000 	0.23298 	-0.01152 	-0.01119 	0.01216 	-0.01808 	-0.01386 	-0.01507 	-0.00851 	-0.01910 	-0.01558 	-0.01583 	-0.01916 	0.00249 	0.01220 	-0.01505 	-0.01648 	-0.01737 	0.01363 	-0.02265 	0.00000 	-0.01173 	0.00647 	0.00692 	-0.00334 	-0.00474 	-0.00203 	0.00000 	-0.00301 	-0.00610 	0.00000 	0.07643 	-0.00378 	-0.00367 	0.00206 	-0.00593 	-0.00455 	-0.00494 	-0.00279 	-0.00626 	-0.00511 	-0.00519 	-0.00629 	0.00248 	0.00454 	-0.00494 	-0.00541 	-0.00570 	0.00516 	-0.00743 	0.00000 	-0.00385 	0.00241	0.00377
Replication7	 -1.54007	0.99990	0.98102 	0.98117 	0.98059 	0.98075 	0.97956 	0.98071 	0.97978 	0.98019 	0.99008 	0.99913 	0.98848 	0.98611 	0.98873 	0.98298 	0.98634 	0.99042 	0.99631 	0.98777 	0.98930 	0.99128 	0.99774 	0.99738 	0.98930 	0.98963 	0.97940 	0.97147 	0.97983 	0.98003 	0.97757 	0.97514 	0.01676 	0.02027 	-0.01056 	-0.01445 	-0.01588 	0.00000 	-0.01414 	-0.02109 	-0.02249 	0.22288 	-0.00573 	-0.00965 	0.01617 	-0.02593 	-0.01273 	-0.01326 	-0.00826 	-0.00684 	-0.02239 	-0.01171 	-0.00492 	0.00420 	0.01594 	-0.00730 	-0.01549 	-0.02112 	0.01769 	-0.01993 	0.00000 	-0.01534 	0.00872 	0.00935 	-0.00346 	-0.00474 	-0.00521 	0.00000 	-0.00464 	-0.00692 	-0.00738 	0.07312 	-0.00188 	-0.00316 	0.00236 	-0.00851 	-0.00417 	-0.00435 	-0.00271 	-0.00225 	-0.00734 	-0.00384 	-0.00161 	0.00418 	0.00546 	-0.00239 	-0.00508 	-0.00693 	0.00610 	-0.00654 	0.00000 	-0.00503 	0.00268	0.00396
Replication8	 -1.51734	1.00001	1.00199 	1.00209 	1.00170 	1.00222 	1.00070 	1.00259 	1.00131 	1.00221 	1.01655 	1.02763 	1.01070 	1.00961 	1.00965 	1.00853 	1.00934 	1.01621 	1.02330 	1.01231 	1.01515 	1.01731 	1.02465 	1.02400 	1.01091 	1.01307 	1.00231 	0.99653 	1.00241 	1.00189 	1.00399 	0.99888 	0.00301 	0.00336 	-0.02516 	-0.02050 	-0.01807 	0.00690 	-0.01623 	-0.01398 	-0.00441 	0.33138 	-0.02097 	-0.01075 	-0.00073 	-0.00783 	-0.02542 	-0.00686 	-0.02626 	-0.01115 	-0.01291 	-0.02380 	-0.01677 	-0.00465 	-0.00114 	-0.01445 	-0.02106 	-0.01543 	0.00225 	-0.02468 	0.01764 	-0.01998 	0.00404 	0.00477 	-0.00825 	-0.00672 	-0.00593 	0.00226 	-0.00532 	-0.00458 	-0.00145 	0.10869 	-0.00688 	-0.00353 	0.00104 	-0.00257 	-0.00834 	-0.00225 	-0.00861 	-0.00366 	-0.00424 	-0.00781 	-0.00550 	-0.00464 	0.00020 	-0.00474 	-0.00691 	-0.00506 	0.00374 	-0.00809 	0.00579 	-0.00655 	0.00466	0.00693
Replication9	 -1.50897	1.00007	1.01506 	1.01502 	1.01517 	1.01550 	1.01394 	1.01564 	1.01422 	1.01529 	1.02939 	1.04178 	1.02358 	1.02182 	1.02056 	1.02132 	1.02237 	1.02764 	1.03711 	1.02609 	1.02984 	1.03245 	1.03843 	1.03754 	1.02246 	1.02457 	1.01229 	1.00780 	1.01172 	1.01497 	1.01058 	1.00934 	-0.00507 	-0.00644 	-0.01317 	-0.01421 	-0.01177 	0.00000 	-0.02238 	-0.01283 	-0.01425 	0.35258 	-0.02083 	-0.01209 	-0.00949 	-0.00577 	-0.01265 	-0.02847 	-0.01561 	-0.01586 	-0.01255 	-0.00903 	-0.00951 	-0.00915 	-0.01014 	-0.02066 	-0.02584 	-0.01198 	-0.00478 	-0.01792 	0.00000 	-0.00779 	0.00062 	0.00128 	-0.00432 	-0.00466 	-0.00386 	0.00000 	-0.00734 	-0.00421 	-0.00467 	0.11563 	-0.00683 	-0.00397 	0.00029 	-0.00189 	-0.00415 	-0.00934 	-0.00512 	-0.00520 	-0.00412 	-0.00296 	-0.00312 	-0.00914 	-0.00273 	-0.00678 	-0.00847 	-0.00393 	0.00342 	-0.00588 	0.00000 	-0.00255 	0.00539	0.00801
