
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication0	 -1.54980	0.99988	0.98036 	0.98056 	0.97979 	0.98000 	0.97913 	0.98031 	0.97929 	0.97998 	0.98434 	0.99093 	0.98084 	0.98063 	0.98386 	0.97848 	0.97967 	0.98344 	0.98792 	0.97833 	0.97962 	0.98174 	0.98937 	0.98917 	0.98280 	0.98214 	0.97428 	0.96698 	0.97589 	0.97946 	0.97332 	0.97053 	0.01801 	0.02188 	-0.01402 	-0.01417 	-0.01375 	0.04132 	-0.01641 	-0.01023 	-0.01800 	0.21184 	-0.01255 	-0.01139 	0.01994 	-0.01432 	-0.01595 	-0.01305 	-0.02150 	-0.01969 	-0.02733 	-0.01745 	-0.01731 	0.00693 	0.02054 	-0.01586 	-0.01588 	-0.01944 	0.02062 	-0.01972 	0.00000 	-0.01752 	0.00806 	0.00837 	-0.00460 	-0.00465 	-0.00451 	0.01356 	-0.00538 	-0.00336 	-0.00590 	0.06950 	-0.00412 	-0.00374 	0.00284 	-0.00470 	-0.00523 	-0.00428 	-0.00705 	-0.00646 	-0.00897 	-0.00572 	-0.00568 	0.00690 	0.00758 	-0.00520 	-0.00521 	-0.00638 	0.00628 	-0.00647 	0.00000 	-0.00575 	0.00179	0.00306
Replication1	 -1.55060	0.99992	0.98691 	0.98709 	0.98641 	0.98672 	0.98570 	0.98709 	0.98615 	0.98681 	0.99358 	1.00036 	0.99003 	0.98770 	0.99014 	0.98575 	0.98789 	0.99130 	0.99702 	0.98828 	0.99044 	0.99231 	0.99868 	0.99851 	0.99137 	0.99268 	0.98838 	0.98644 	0.99059 	0.98680 	0.99426 	0.98964 	0.01346 	0.01627 	-0.01820 	-0.01312 	-0.01657 	0.01741 	-0.01179 	-0.01190 	-0.01030 	0.21769 	-0.01272 	-0.02232 	0.01434 	-0.01647 	-0.01419 	-0.01676 	-0.01846 	-0.01871 	-0.01419 	-0.01500 	-0.02145 	0.00382 	0.01395 	-0.01195 	-0.02170 	-0.00518 	0.01242 	-0.01472 	0.02222 	-0.01373 	0.00684 	0.00727 	-0.00597 	-0.00430 	-0.00544 	0.00571 	-0.00387 	-0.00390 	-0.00338 	0.07141 	-0.00417 	-0.00732 	0.00296 	-0.00540 	-0.00465 	-0.00550 	-0.00606 	-0.00614 	-0.00465 	-0.00492 	-0.00704 	0.00381 	0.00532 	-0.00392 	-0.00712 	-0.00170 	0.00288 	-0.00483 	0.00729 	-0.00450 	0.00173	0.00287
Replication2	 -1.54789	0.99987	0.97622 	0.97649 	0.97546 	0.97580 	0.97498 	0.97619 	0.97541 	0.97601 	0.98283 	0.99016 	0.97968 	0.97874 	0.98219 	0.97687 	0.97831 	0.98231 	0.98759 	0.97840 	0.98039 	0.98227 	0.98874 	0.98851 	0.98172 	0.98127 	0.97258 	0.96565 	0.97400 	0.97550 	0.97168 	0.96917 	0.02020 	0.02448 	-0.02161 	-0.01925 	-0.01730 	0.01617 	-0.00927 	-0.00374 	-0.01495 	0.20168 	-0.01131 	-0.01664 	0.02131 	-0.01383 	-0.01986 	-0.01372 	-0.00819 	-0.01876 	-0.01578 	-0.01406 	-0.01298 	0.00715 	0.02159 	-0.01327 	-0.01861 	-0.01846 	0.02190 	-0.01970 	0.00000 	-0.01580 	0.00950 	0.00995 	-0.00709 	-0.00631 	-0.00567 	0.00530 	-0.00304 	-0.00123 	-0.00490 	0.06617 	-0.00371 	-0.00546 	0.00292 	-0.00454 	-0.00652 	-0.00450 	-0.00269 	-0.00615 	-0.00518 	-0.00461 	-0.00426 	0.00712 	0.00764 	-0.00435 	-0.00610 	-0.00606 	0.00649 	-0.00646 	0.00000 	-0.00518 	0.00198	0.00313
Replication3	 -1.55438	0.99983	0.96873 	0.96896 	0.96808 	0.96806 	0.96749 	0.96802 	0.96729 	0.96781 	0.97242 	0.97870 	0.96890 	0.97035 	0.97476 	0.96897 	0.96997 	0.97191 	0.97608 	0.96962 	0.97078 	0.97213 	0.97756 	0.97746 	0.97321 	0.97100 	0.96459 	0.96027 	0.96578 	0.96742 	0.96248 	0.95891 	0.02518 	0.03065 	-0.00513 	-0.01476 	-0.01017 	0.00000 	-0.01516 	-0.00575 	-0.01447 	0.17474 	-0.01263 	-0.01315 	0.02745 	-0.01013 	-0.01741 	-0.01897 	-0.01681 	-0.01309 	-0.01393 	-0.01576 	-0.01544 	0.01082 	0.02819 	-0.02485 	-0.01670 	-0.01152 	0.02758 	-0.01540 	0.00000 	-0.02245 	0.01111 	0.01152 	-0.00168 	-0.00484 	-0.00334 	0.00000 	-0.00497 	-0.00189 	-0.00475 	0.05734 	-0.00415 	-0.00431 	0.00326 	-0.00332 	-0.00571 	-0.00622 	-0.00552 	-0.00429 	-0.00457 	-0.00517 	-0.00507 	0.01078 	0.00984 	-0.00815 	-0.00548 	-0.00378 	0.00729 	-0.00505 	0.00000 	-0.00737 	0.00142	0.00225
Replication4	 -1.55190	0.99985	0.96902 	0.96930 	0.96823 	0.96842 	0.96764 	0.96862 	0.96794 	0.96832 	0.96973 	0.97581 	0.96485 	0.97019 	0.97461 	0.96873 	0.96988 	0.97071 	0.97389 	0.96836 	0.96901 	0.97037 	0.97576 	0.97591 	0.97436 	0.97396 	0.97510 	0.96898 	0.98071 	0.96885 	0.99176 	0.98357 	0.02450 	0.02971 	-0.01533 	-0.01516 	-0.01710 	0.00836 	-0.00887 	-0.01673 	-0.02005 	0.11945 	-0.01750 	-0.00903 	0.02656 	-0.01105 	-0.01728 	-0.01869 	-0.01147 	-0.01453 	-0.01918 	-0.00849 	-0.01027 	0.01133 	0.02686 	-0.01677 	-0.01117 	-0.01629 	0.02089 	-0.00864 	0.05229 	-0.01550 	0.01154 	0.01211 	-0.00503 	-0.00497 	-0.00561 	0.00274 	-0.00291 	-0.00549 	-0.00658 	0.03919 	-0.00574 	-0.00296 	0.00428 	-0.00363 	-0.00567 	-0.00613 	-0.00376 	-0.00477 	-0.00629 	-0.00278 	-0.00337 	0.01130 	0.00997 	-0.00550 	-0.00366 	-0.00535 	0.00221 	-0.00284 	0.01716 	-0.00509 	0.00163	0.00256
Replication5	 -1.55652	0.99980	0.96129 	0.96164 	0.96029 	0.96056 	0.95998 	0.96074 	0.96016 	0.96043 	0.96282 	0.96911 	0.95877 	0.96177 	0.96716 	0.96005 	0.96160 	0.96328 	0.96681 	0.96011 	0.96112 	0.96255 	0.96836 	0.96844 	0.96591 	0.96377 	0.95804 	0.95389 	0.96042 	0.96033 	0.95806 	0.95551 	0.02987 	0.03632 	-0.02089 	-0.00943 	-0.01599 	0.01668 	-0.00836 	-0.01239 	-0.02097 	0.15476 	-0.01453 	-0.02134 	0.03319 	-0.01358 	-0.01383 	-0.01484 	-0.01558 	-0.01792 	-0.01697 	-0.01406 	-0.01926 	0.01381 	0.03380 	-0.01693 	-0.02151 	-0.01107 	0.03173 	-0.01082 	0.00000 	-0.01605 	0.01297 	0.01336 	-0.00685 	-0.00310 	-0.00525 	0.00547 	-0.00274 	-0.00407 	-0.00688 	0.05078 	-0.00477 	-0.00700 	0.00414 	-0.00446 	-0.00454 	-0.00487 	-0.00511 	-0.00588 	-0.00557 	-0.00461 	-0.00632 	0.01377 	0.01177 	-0.00556 	-0.00706 	-0.00363 	0.00737 	-0.00355 	0.00000 	-0.00527 	0.00123	0.00198
Replication6	 -1.54050	0.99996	0.99253 	0.99266 	0.99215 	0.99235 	0.99173 	0.99243 	0.99157 	0.99200 	1.00128 	1.01150 	0.99654 	0.99805 	0.99934 	0.99557 	0.99854 	1.00232 	1.00833 	1.00072 	1.00314 	1.00494 	1.00920 	1.00884 	1.00027 	1.00088 	0.99337 	0.98868 	0.99316 	0.99190 	0.99196 	0.99067 	0.00953 	0.01142 	-0.01190 	-0.01847 	-0.00568 	0.00000 	-0.01731 	-0.01781 	-0.02103 	0.25404 	-0.01698 	-0.00759 	0.00782 	-0.02149 	-0.00821 	-0.01434 	-0.01344 	-0.01155 	-0.01009 	-0.00722 	-0.02150 	0.00039 	0.00743 	-0.01623 	-0.01153 	-0.01249 	0.00930 	-0.01837 	0.00000 	-0.00816 	0.00584 	0.00640 	-0.00390 	-0.00606 	-0.00186 	0.00000 	-0.00568 	-0.00584 	-0.00690 	0.08333 	-0.00557 	-0.00249 	0.00147 	-0.00705 	-0.00269 	-0.00471 	-0.00441 	-0.00379 	-0.00331 	-0.00237 	-0.00705 	0.00038 	0.00262 	-0.00532 	-0.00378 	-0.00410 	0.00398 	-0.00602 	0.00000 	-0.00268 	0.00265	0.00379
Replication7	 -1.55117	0.99982	0.96501 	0.96528 	0.96422 	0.96442 	0.96354 	0.96430 	0.96334 	0.96398 	0.96929 	0.97704 	0.96381 	0.96819 	0.97284 	0.96646 	0.96828 	0.96983 	0.97427 	0.96805 	0.96962 	0.97107 	0.97605 	0.97593 	0.97163 	0.96930 	0.96209 	0.95642 	0.96456 	0.96372 	0.96287 	0.96104 	0.02719 	0.03304 	-0.01565 	-0.00605 	-0.01246 	0.00000 	-0.01928 	-0.01150 	-0.01548 	0.18288 	-0.01962 	-0.01315 	0.02892 	-0.01445 	-0.01183 	-0.02025 	-0.01767 	-0.01638 	-0.01183 	-0.01019 	-0.01175 	0.01133 	0.02948 	-0.02372 	-0.02288 	-0.01511 	0.02859 	-0.01829 	0.00000 	-0.01151 	0.01238 	0.01291 	-0.00514 	-0.00199 	-0.00409 	0.00000 	-0.00633 	-0.00377 	-0.00508 	0.06001 	-0.00644 	-0.00431 	0.00346 	-0.00474 	-0.00388 	-0.00664 	-0.00580 	-0.00538 	-0.00388 	-0.00334 	-0.00385 	0.01129 	0.01017 	-0.00778 	-0.00751 	-0.00496 	0.00724 	-0.00600 	0.00000 	-0.00378 	0.00171	0.00254
Replication8	 -1.52634	1.00004	1.01172 	1.01176 	1.01164 	1.01192 	1.01119 	1.01218 	1.01105 	1.01184 	1.02205 	1.03296 	1.01693 	1.01402 	1.01359 	1.01190 	1.01395 	1.02042 	1.02864 	1.01706 	1.02022 	1.02283 	1.03000 	1.02935 	1.01576 	1.01902 	1.01063 	1.00719 	1.01080 	1.01178 	1.01202 	1.00898 	-0.00243 	-0.00318 	-0.01315 	-0.01149 	-0.00286 	0.00946 	-0.02168 	-0.01450 	-0.02068 	0.32224 	-0.01834 	-0.01885 	-0.00445 	-0.01680 	-0.02193 	-0.01616 	-0.01807 	-0.01345 	-0.01843 	-0.01394 	-0.01649 	-0.00643 	-0.00516 	-0.01394 	-0.01982 	-0.00918 	-0.00273 	-0.01166 	0.01127 	-0.01133 	0.00092 	0.00137 	-0.00431 	-0.00377 	-0.00094 	0.00310 	-0.00711 	-0.00476 	-0.00678 	0.10569 	-0.00601 	-0.00618 	0.00132 	-0.00551 	-0.00719 	-0.00530 	-0.00593 	-0.00441 	-0.00604 	-0.00457 	-0.00541 	-0.00642 	-0.00079 	-0.00457 	-0.00650 	-0.00301 	0.00210 	-0.00382 	0.00370 	-0.00372 	0.00384	0.00604
Replication9	 -1.55676	0.99983	0.96564 	0.96595 	0.96473 	0.96499 	0.96440 	0.96507 	0.96432 	0.96487 	0.96719 	0.97323 	0.96346 	0.96727 	0.97203 	0.96511 	0.96750 	0.96861 	0.97146 	0.96621 	0.96688 	0.96781 	0.97338 	0.97347 	0.97182 	0.97076 	0.96927 	0.96459 	0.97390 	0.96507 	0.98032 	0.97556 	0.02673 	0.03244 	-0.01939 	-0.00852 	-0.01222 	0.00000 	-0.01418 	-0.01029 	-0.02032 	0.11237 	-0.01335 	-0.01579 	0.02895 	-0.01834 	-0.00872 	-0.01113 	-0.01113 	-0.01344 	-0.01100 	-0.01637 	-0.00255 	0.01214 	0.02914 	-0.01521 	-0.01840 	-0.01247 	0.02464 	-0.01237 	0.03030 	-0.00904 	0.01229 	0.01282 	-0.00636 	-0.00279 	-0.00401 	0.00000 	-0.00465 	-0.00337 	-0.00667 	0.03687 	-0.00438 	-0.00518 	0.00413 	-0.00602 	-0.00286 	-0.00365 	-0.00365 	-0.00441 	-0.00361 	-0.00537 	-0.00084 	0.01211 	0.01032 	-0.00499 	-0.00604 	-0.00409 	0.00383 	-0.00406 	0.00994 	-0.00297 	0.00122	0.00184
