
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication0	 -1.52275	1.00001	1.00390 	1.00390 	1.00392 	1.00422 	1.00233 	1.00430 	1.00301 	1.00390 	1.01583 	1.02743 	1.01046 	1.00982 	1.00984 	1.00800 	1.00990 	1.01574 	1.02350 	1.01253 	1.01570 	1.01806 	1.02461 	1.02397 	1.01133 	1.01337 	1.00320 	0.99894 	1.00162 	1.00377 	0.99911 	0.99640 	0.00215 	0.00242 	-0.01270 	-0.01052 	-0.02045 	0.00000 	-0.01541 	-0.01591 	-0.01855 	0.31500 	-0.01922 	-0.01107 	-0.00083 	-0.01483 	-0.01603 	-0.01594 	-0.01452 	-0.01625 	-0.01338 	-0.01417 	-0.01432 	-0.00464 	-0.00137 	-0.01508 	-0.01393 	-0.01135 	0.00255 	-0.01393 	0.00000 	-0.01707 	0.00321 	0.00385 	-0.00417 	-0.00345 	-0.00671 	0.00000 	-0.00505 	-0.00522 	-0.00608 	0.10332 	-0.00630 	-0.00363 	0.00098 	-0.00486 	-0.00526 	-0.00523 	-0.00476 	-0.00533 	-0.00439 	-0.00465 	-0.00470 	-0.00463 	0.00000 	-0.00495 	-0.00457 	-0.00372 	0.00406 	-0.00457 	0.00000 	-0.00560 	0.00418	0.00624
Replication1	 -1.53899	0.99991	0.98169 	0.98190 	0.98109 	0.98138 	0.98046 	0.98163 	0.98064 	0.98139 	0.99031 	1.00008 	0.98753 	0.98579 	0.98845 	0.98404 	0.98581 	0.99023 	0.99650 	0.98691 	0.98927 	0.99121 	0.99803 	0.99768 	0.98883 	0.98911 	0.98040 	0.97519 	0.98144 	0.98119 	0.98026 	0.97790 	0.01638 	0.01977 	-0.01793 	-0.01999 	-0.01395 	0.00000 	-0.01566 	-0.00895 	-0.02556 	0.26532 	-0.00997 	-0.01804 	0.01614 	-0.01432 	-0.01807 	-0.01511 	-0.01892 	-0.01671 	-0.01346 	-0.01892 	-0.01796 	0.00410 	0.01606 	-0.01712 	-0.02115 	-0.01387 	0.01692 	-0.01461 	0.00280 	-0.01290 	0.00852 	0.00910 	-0.00588 	-0.00656 	-0.00458 	0.00000 	-0.00514 	-0.00294 	-0.00839 	0.08704 	-0.00327 	-0.00592 	0.00264 	-0.00470 	-0.00593 	-0.00496 	-0.00621 	-0.00548 	-0.00442 	-0.00621 	-0.00589 	0.00408 	0.00582 	-0.00562 	-0.00694 	-0.00455 	0.00560 	-0.00479 	0.00092 	-0.00423 	0.00276	0.00421
Replication2	 -1.54626	0.99990	0.98039 	0.98056 	0.97991 	0.98009 	0.97900 	0.98015 	0.97922 	0.97974 	0.98767 	0.99631 	0.98260 	0.98405 	0.98690 	0.98267 	0.98445 	0.98742 	0.99311 	0.98579 	0.98782 	0.98934 	0.99491 	0.99465 	0.98757 	0.98780 	0.98007 	0.97376 	0.98058 	0.97980 	0.97873 	0.97673 	0.01734 	0.02100 	-0.01208 	-0.01402 	-0.01552 	0.00000 	-0.01414 	-0.01798 	-0.01384 	0.21796 	-0.01817 	-0.01901 	0.01750 	-0.01252 	-0.01653 	-0.01793 	-0.01629 	-0.01220 	-0.00880 	-0.01500 	-0.01096 	0.00510 	0.01723 	-0.01130 	-0.01198 	-0.01681 	0.01784 	-0.01096 	0.00000 	-0.01260 	0.00869 	0.00925 	-0.00396 	-0.00460 	-0.00509 	0.00000 	-0.00464 	-0.00590 	-0.00454 	0.07151 	-0.00596 	-0.00624 	0.00263 	-0.00411 	-0.00542 	-0.00588 	-0.00534 	-0.00400 	-0.00289 	-0.00492 	-0.00360 	0.00508 	0.00595 	-0.00371 	-0.00393 	-0.00551 	0.00537 	-0.00360 	0.00000 	-0.00413 	0.00214	0.00317
Replication3	 -1.55765	0.99983	0.96495 	0.96525 	0.96410 	0.96427 	0.96373 	0.96422 	0.96341 	0.96385 	0.96860 	0.97473 	0.96481 	0.96827 	0.97291 	0.96643 	0.96820 	0.97003 	0.97305 	0.96767 	0.96843 	0.96961 	0.97428 	0.97434 	0.97209 	0.97057 	0.96572 	0.96102 	0.96831 	0.96390 	0.96946 	0.96568 	0.02720 	0.03303 	-0.01493 	-0.01184 	-0.00925 	0.00000 	-0.01802 	-0.01637 	-0.01268 	0.12880 	-0.01358 	-0.01152 	0.02886 	-0.01481 	-0.01511 	-0.00977 	-0.00819 	-0.01026 	-0.01454 	-0.01000 	-0.01262 	0.01185 	0.02922 	-0.01206 	-0.01831 	-0.01251 	0.02709 	-0.01508 	0.01300 	-0.01483 	0.01242 	0.01295 	-0.00490 	-0.00388 	-0.00304 	0.00000 	-0.00591 	-0.00537 	-0.00416 	0.04226 	-0.00446 	-0.00378 	0.00345 	-0.00486 	-0.00496 	-0.00320 	-0.00269 	-0.00337 	-0.00477 	-0.00328 	-0.00414 	0.01182 	0.00996 	-0.00396 	-0.00601 	-0.00411 	0.00579 	-0.00495 	0.00426 	-0.00487 	0.00115	0.00167
Replication4	 0.00028	0.99977	0.95285 	0.95320 	0.95183 	0.95190 	0.95140 	0.95178 	0.95116 	0.95148 	0.95379 	0.95939 	0.94972 	0.95400 	0.96030 	0.95233 	0.95369 	0.95446 	0.95735 	0.95155 	0.95227 	0.95344 	0.95930 	0.95952 	0.95887 	0.95659 	0.95390 	0.95042 	0.95578 	0.95136 	0.95376 	0.95157 	0.03498 	0.04256 	-0.01189 	-0.00970 	-0.01260 	0.00000 	-0.01372 	-0.01187 	-0.01640 	0.12228 	-0.01459 	-0.01549 	0.03858 	-0.01285 	-0.01736 	-0.01704 	-0.01551 	-0.01849 	-0.01489 	-0.01530 	-0.01571 	0.01678 	0.03926 	-0.01818 	-0.01043 	-0.00926 	0.03557 	-0.01812 	0.00000 	-0.01375 	0.01528 	0.01581 	-0.00390 	-0.00318 	-0.00414 	0.00000 	-0.00450 	-0.00389 	-0.00538 	0.04013 	-0.00479 	-0.00508 	0.00473 	-0.00422 	-0.00570 	-0.00559 	-0.00509 	-0.00607 	-0.00489 	-0.00502 	-0.00515 	0.01673 	0.01359 	-0.00596 	-0.00342 	-0.00304 	0.00719 	-0.00595 	0.00000 	-0.00451 	0.00110	0.00172
Replication5	 -1.54279	0.99995	0.99060 	0.99070 	0.99032 	0.99049 	0.98914 	0.99069 	0.98968 	0.99044 	0.99579 	1.00436 	0.99027 	0.99256 	0.99446 	0.99065 	0.99345 	0.99595 	1.00144 	0.99470 	0.99640 	0.99788 	1.00325 	1.00317 	0.99717 	0.99982 	1.00112 	0.99837 	1.00507 	0.99095 	1.01819 	1.00986 	0.01054 	0.01265 	-0.00987 	-0.01488 	-0.01893 	0.00000 	-0.01204 	-0.01513 	-0.02050 	0.19763 	-0.01977 	-0.02179 	0.01023 	-0.01829 	-0.01215 	-0.01651 	-0.01264 	-0.00961 	-0.01123 	-0.01269 	-0.01636 	0.00227 	0.00926 	-0.01090 	-0.01040 	-0.00732 	0.00485 	-0.01325 	0.05844 	-0.01210 	0.00651 	0.00718 	-0.00324 	-0.00488 	-0.00621 	0.00000 	-0.00395 	-0.00496 	-0.00672 	0.06483 	-0.00648 	-0.00715 	0.00331 	-0.00600 	-0.00399 	-0.00541 	-0.00415 	-0.00315 	-0.00368 	-0.00416 	-0.00537 	0.00226 	0.00400 	-0.00358 	-0.00341 	-0.00240 	-0.00096 	-0.00435 	0.01917 	-0.00397 	0.00243	0.00371
Replication6	 0.00067	0.99978	0.95476 	0.95514 	0.95368 	0.95384 	0.95328 	0.95404 	0.95322 	0.95372 	0.95670 	0.96200 	0.95377 	0.95607 	0.96213 	0.95439 	0.95602 	0.95694 	0.95991 	0.95404 	0.95489 	0.95621 	0.96173 	0.96195 	0.96102 	0.95892 	0.95433 	0.94933 	0.95678 	0.95378 	0.95523 	0.95252 	0.03377 	0.04107 	-0.01695 	-0.01900 	-0.01493 	0.01397 	-0.01539 	-0.01414 	-0.01613 	0.12567 	-0.01053 	-0.01892 	0.03716 	-0.01374 	-0.01398 	-0.01504 	-0.01590 	-0.01894 	-0.01650 	-0.01144 	-0.01868 	0.01597 	0.03767 	-0.01152 	-0.01581 	-0.01335 	0.03465 	-0.01028 	0.00268 	-0.01522 	0.01480 	0.01530 	-0.00556 	-0.00623 	-0.00490 	0.00459 	-0.00505 	-0.00464 	-0.00529 	0.04124 	-0.00346 	-0.00621 	0.00455 	-0.00451 	-0.00459 	-0.00494 	-0.00522 	-0.00621 	-0.00542 	-0.00375 	-0.00613 	0.01593 	0.01295 	-0.00378 	-0.00519 	-0.00438 	0.00732 	-0.00337 	0.00088 	-0.00500 	0.00111	0.00176
Replication7	 -1.54168	0.99991	0.98153 	0.98170 	0.98103 	0.98125 	0.98008 	0.98144 	0.98038 	0.98114 	0.99019 	0.99900 	0.98619 	0.98575 	0.98841 	0.98387 	0.98565 	0.98974 	0.99560 	0.98600 	0.98825 	0.99031 	0.99723 	0.99693 	0.98879 	0.98923 	0.98075 	0.97502 	0.98114 	0.98108 	0.97905 	0.97679 	0.01653 	0.01998 	-0.01399 	-0.01993 	-0.01687 	0.00000 	-0.01546 	-0.01266 	-0.01448 	0.24549 	-0.01434 	-0.01344 	0.01629 	-0.01493 	-0.01567 	-0.01513 	-0.01862 	-0.01981 	-0.01677 	-0.01552 	-0.01526 	0.00435 	0.01618 	-0.01240 	-0.01535 	-0.01527 	0.01715 	-0.01133 	0.00000 	-0.01422 	0.00851 	0.00910 	-0.00459 	-0.00654 	-0.00554 	0.00000 	-0.00507 	-0.00415 	-0.00475 	0.08054 	-0.00470 	-0.00441 	0.00252 	-0.00490 	-0.00514 	-0.00496 	-0.00611 	-0.00650 	-0.00550 	-0.00509 	-0.00501 	0.00433 	0.00574 	-0.00407 	-0.00503 	-0.00501 	0.00561 	-0.00372 	0.00000 	-0.00466 	0.00253	0.00386
Replication8	 -1.54046	0.99994	0.99176 	0.99188 	0.99143 	0.99167 	0.99042 	0.99208 	0.99099 	0.99168 	1.00025 	1.00817 	0.99644 	0.99400 	0.99574 	0.99197 	0.99326 	0.99861 	1.00472 	0.99374 	0.99645 	0.99895 	1.00598 	1.00554 	0.99572 	0.99646 	0.98726 	0.98184 	0.98803 	0.99149 	0.98610 	0.98331 	0.01045 	0.01262 	-0.01337 	-0.02105 	-0.01852 	0.02909 	-0.01312 	-0.01576 	-0.01105 	0.25367 	-0.01367 	-0.01269 	0.01040 	-0.01407 	-0.01968 	-0.01288 	-0.01774 	-0.02353 	-0.02061 	-0.01049 	-0.01490 	0.00149 	0.01055 	-0.01612 	-0.02075 	-0.01443 	0.01217 	-0.01235 	0.00179 	-0.01630 	0.00558 	0.00600 	-0.00439 	-0.00691 	-0.00608 	0.00954 	-0.00430 	-0.00517 	-0.00363 	0.08321 	-0.00449 	-0.00416 	0.00203 	-0.00462 	-0.00646 	-0.00422 	-0.00582 	-0.00772 	-0.00676 	-0.00344 	-0.00489 	0.00147 	0.00420 	-0.00529 	-0.00681 	-0.00473 	0.00515 	-0.00405 	0.00059 	-0.00535 	0.00261	0.00423
Replication9	 0.01503	0.99972	0.94051 	0.94099 	0.93913 	0.93933 	0.93879 	0.93938 	0.93871 	0.93900 	0.94221 	0.94676 	0.93963 	0.94307 	0.95067 	0.94127 	0.94294 	0.94310 	0.94509 	0.94063 	0.94063 	0.94159 	0.94725 	0.94761 	0.94889 	0.94574 	0.94250 	0.93497 	0.94688 	0.93920 	0.94919 	0.94377 	0.04236 	0.05149 	-0.02056 	-0.01847 	-0.01763 	0.00000 	-0.01293 	-0.01804 	-0.01175 	0.08782 	-0.00925 	-0.01570 	0.04614 	-0.01452 	-0.01829 	-0.01347 	-0.01537 	-0.01247 	-0.01799 	-0.01430 	-0.01288 	0.02074 	0.04697 	-0.01455 	-0.01524 	-0.02006 	0.04190 	-0.01432 	0.02053 	-0.01996 	0.01875 	0.01942 	-0.00675 	-0.00606 	-0.00579 	0.00000 	-0.00424 	-0.00592 	-0.00386 	0.02882 	-0.00303 	-0.00515 	0.00556 	-0.00476 	-0.00600 	-0.00442 	-0.00504 	-0.00409 	-0.00590 	-0.00469 	-0.00423 	0.02068 	0.01619 	-0.00477 	-0.00500 	-0.00658 	0.00788 	-0.00470 	0.00674 	-0.00655 	0.00142	0.00218
