
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication0	 -1.53575	0.99991	0.98311 	0.98324 	0.98275 	0.98289 	0.98189 	0.98259 	0.98146 	0.98201 	0.98992 	1.00103 	0.98992 	0.98658 	0.98915 	0.98371 	0.98638 	0.98927 	0.99693 	0.98508 	0.98988 	0.99265 	0.99956 	0.99910 	0.98953 	0.99009 	0.98267 	0.97641 	0.98295 	0.98198 	0.98115 	0.97921 	0.01549 	0.01872 	-0.00939 	0.00000 	-0.00643 	0.00000 	-0.02488 	-0.02499 	-0.04957 	0.26555 	0.00000 	-0.00088 	0.01538 	-0.02251 	-0.00473 	-0.03605 	-0.01826 	-0.05356 	-0.00538 	0.00000 	0.00000 	0.00363 	0.01535 	-0.02262 	-0.00975 	-0.01667 	0.01595 	-0.01876 	0.00000 	-0.01220 	0.00816 	0.00877 	-0.00308 	0.00000 	-0.00211 	0.00000 	-0.00816 	-0.00820 	-0.01626 	0.08711 	0.00000 	-0.00029 	0.00279 	-0.00739 	-0.00155 	-0.01183 	-0.00599 	-0.01757 	-0.00176 	0.00000 	0.00000 	0.00361 	0.00580 	-0.00742 	-0.00320 	-0.00547 	0.00539 	-0.00615 	0.00000 	-0.00400 	0.00304	0.00471
Replication1	 0.03921	0.99966	0.93304 	0.93353 	0.93162 	0.93132 	0.93190 	0.93136 	0.93065 	0.93132 	0.92529 	0.92836 	0.91939 	0.92753 	0.93700 	0.92367 	0.92522 	0.92620 	0.92693 	0.91495 	0.91427 	0.91603 	0.92734 	0.92813 	0.93220 	0.92701 	0.91792 	0.91079 	0.92806 	0.93111 	0.92806 	0.92806 	0.04809 	0.05864 	0.00000 	-0.02017 	0.00000 	0.02611 	-0.02663 	0.00000 	-0.02157 	0.14395 	-0.02114 	-0.00914 	0.05630 	-0.02411 	0.00000 	-0.01348 	-0.01985 	-0.04916 	-0.03967 	-0.04374 	-0.06814 	0.02721 	0.05878 	0.00000 	-0.06783 	-0.01900 	0.05285 	0.00000 	0.00000 	0.00000 	0.01959 	0.01993 	0.00000 	-0.00662 	0.00000 	0.00857 	-0.00874 	0.00000 	-0.00708 	0.04725 	-0.00694 	-0.00300 	0.00731 	-0.00791 	0.00000 	-0.00442 	-0.00651 	-0.01613 	-0.01302 	-0.01436 	-0.02237 	0.02714 	0.02163 	0.00000 	-0.02226 	-0.00624 	0.01177 	0.00000 	0.00000 	0.00000 	0.00309	0.00550
Replication2	 -1.51430	0.99989	0.97535 	0.97564 	0.97453 	0.97521 	0.97336 	0.97566 	0.97462 	0.97563 	0.98230 	0.99707 	0.96896 	0.98504 	0.98778 	0.98282 	0.98521 	0.98906 	0.99387 	0.98538 	0.98700 	0.98805 	0.99590 	0.99553 	0.98797 	0.98782 	0.97482 	0.97482 	0.97019 	0.97546 	0.96157 	0.95232 	0.01969 	0.02370 	-0.03668 	-0.02393 	-0.03309 	0.00000 	-0.00439 	0.00000 	-0.02904 	0.27414 	-0.04775 	0.00000 	0.01733 	-0.01835 	-0.00829 	-0.00765 	-0.02246 	-0.01466 	-0.00399 	-0.03657 	0.00000 	0.00481 	0.01719 	0.00000 	-0.01775 	0.00000 	0.02212 	0.00000 	0.00000 	-0.05804 	0.01078 	0.01160 	-0.01203 	-0.00785 	-0.01085 	0.00000 	-0.00144 	0.00000 	-0.00953 	0.08994 	-0.01567 	0.00000 	0.00202 	-0.00602 	-0.00272 	-0.00251 	-0.00737 	-0.00481 	-0.00131 	-0.01200 	0.00000 	0.00479 	0.00558 	0.00000 	-0.00582 	0.00000 	0.00928 	0.00000 	0.00000 	-0.01904 	0.00496	0.00697
Replication3	 0.04059	0.99974	0.93974 	0.94005 	0.93885 	0.93888 	0.93678 	0.93824 	0.93768 	0.93739 	0.94686 	0.95666 	0.93700 	0.94864 	0.95557 	0.94436 	0.94840 	0.95160 	0.95435 	0.94881 	0.94907 	0.95033 	0.95453 	0.95467 	0.95232 	0.94711 	0.93580 	0.90941 	0.94177 	0.93631 	0.94219 	0.94201 	0.04191 	0.05090 	-0.00922 	-0.00983 	-0.03754 	0.00000 	0.00000 	-0.02840 	-0.00058 	0.22784 	-0.03530 	0.00000 	0.04265 	-0.03389 	-0.01450 	0.00000 	-0.02109 	0.00000 	-0.02119 	-0.01581 	-0.04909 	0.01839 	0.04417 	-0.02829 	0.00000 	-0.06982 	0.04278 	-0.06642 	0.00163 	0.00000 	0.01987 	0.02097 	-0.00303 	-0.00323 	-0.01232 	0.00000 	0.00000 	-0.00932 	-0.00019 	0.07477 	-0.01158 	0.00000 	0.00477 	-0.01112 	-0.00476 	0.00000 	-0.00692 	0.00000 	-0.00695 	-0.00519 	-0.01611 	0.01834 	0.01545 	-0.00928 	0.00000 	-0.02291 	0.01103 	-0.02180 	0.00054 	0.00000 	0.00472	0.00684
Replication4	 0.06945	0.99952	0.89473 	0.89547 	0.89263 	0.89219 	0.89285 	0.89165 	0.89085 	0.89129 	0.89043 	0.89784 	0.88124 	0.89760 	0.91082 	0.89332 	0.89630 	0.89656 	0.89567 	0.89327 	0.89212 	0.89154 	0.89796 	0.89878 	0.90472 	0.89597 	0.89225 	0.88264 	0.89521 	0.89022 	0.88815 	0.88055 	0.07081 	0.08618 	0.00000 	-0.03440 	0.00000 	0.00000 	-0.03653 	-0.00667 	-0.02209 	0.13040 	-0.03290 	-0.00912 	0.07781 	-0.03088 	-0.03490 	0.00000 	-0.04409 	-0.00505 	0.00000 	-0.05046 	-0.04856 	0.03696 	0.08064 	-0.04423 	-0.00351 	-0.02556 	0.07427 	-0.04994 	0.00000 	-0.04764 	0.03055 	0.03150 	0.00000 	-0.01129 	0.00000 	0.00000 	-0.01199 	-0.00219 	-0.00725 	0.04281 	-0.01080 	-0.00299 	0.00861 	-0.01014 	-0.01146 	0.00000 	-0.01448 	-0.00166 	0.00000 	-0.01657 	-0.01594 	0.03687 	0.02817 	-0.01452 	-0.00115 	-0.00839 	0.01626 	-0.01640 	0.00000 	-0.01564 	0.00371	0.00580
Replication5	 0.03276	0.99967	0.93061 	0.93131 	0.92864 	0.92906 	0.92986 	0.92918 	0.92876 	0.92913 	0.92784 	0.93242 	0.91776 	0.92667 	0.93625 	0.91724 	0.92509 	0.92774 	0.92962 	0.92039 	0.92083 	0.92289 	0.93361 	0.93397 	0.93389 	0.93143 	0.93502 	0.93502 	0.94151 	0.92892 	0.94607 	0.94411 	0.04867 	0.05913 	-0.03577 	0.00000 	0.00000 	0.00000 	-0.01962 	0.00000 	0.00000 	0.11204 	-0.03609 	0.00000 	0.05579 	-0.07070 	-0.01510 	-0.00599 	-0.03595 	-0.02975 	-0.03441 	-0.02075 	0.00000 	0.02527 	0.05727 	-0.03781 	-0.02421 	0.00000 	0.04685 	-0.02606 	0.01786 	0.00000 	0.02114 	0.02173 	-0.01174 	0.00000 	0.00000 	0.00000 	-0.00644 	0.00000 	0.00000 	0.03677 	-0.01184 	0.00000 	0.00847 	-0.02320 	-0.00496 	-0.00197 	-0.01180 	-0.00976 	-0.01129 	-0.00681 	0.00000 	0.02520 	0.02139 	-0.01241 	-0.00795 	0.00000 	0.00717 	-0.00855 	0.00586 	0.00000 	0.00302	0.00477
Replication6	 0.03242	0.99971	0.94045 	0.94103 	0.93880 	0.93898 	0.93994 	0.93906 	0.93940 	0.93866 	0.93827 	0.94118 	0.93193 	0.94120 	0.94901 	0.94123 	0.94110 	0.93640 	0.93958 	0.93549 	0.93467 	0.93602 	0.94194 	0.94247 	0.94667 	0.94257 	0.93698 	0.91758 	0.94297 	0.93882 	0.94297 	0.94297 	0.04268 	0.05187 	-0.02233 	-0.01756 	-0.00317 	0.00000 	0.00000 	-0.01839 	0.00000 	0.06033 	-0.02271 	0.00000 	0.04736 	0.00000 	-0.00324 	-0.05274 	-0.00578 	-0.02250 	-0.03352 	-0.00665 	-0.01830 	0.02244 	0.04850 	0.00000 	0.00000 	-0.05146 	0.04387 	-0.00941 	0.00000 	0.00000 	0.01848 	0.01900 	-0.00733 	-0.00576 	-0.00104 	0.00000 	0.00000 	-0.00603 	0.00000 	0.01980 	-0.00745 	0.00000 	0.00578 	0.00000 	-0.00106 	-0.01731 	-0.00190 	-0.00738 	-0.01100 	-0.00218 	-0.00601 	0.02238 	0.01696 	0.00000 	0.00000 	-0.01689 	0.00900 	-0.00309 	0.00000 	0.00000 	0.00220	0.00360
Replication7	 -1.53877	0.99981	0.95841 	0.95875 	0.95746 	0.95747 	0.95699 	0.95765 	0.95573 	0.95743 	0.96084 	0.96719 	0.96084 	0.95590 	0.96198 	0.95345 	0.95564 	0.95515 	0.96211 	0.95112 	0.95273 	0.95573 	0.96738 	0.96743 	0.96277 	0.96364 	0.96882 	0.96717 	0.97272 	0.95828 	0.97960 	0.97665 	0.03090 	0.03749 	-0.00902 	-0.01862 	-0.00061 	0.00443 	-0.04813 	-0.01603 	-0.03199 	0.21161 	0.00000 	-0.01319 	0.03504 	-0.01931 	-0.01263 	-0.05326 	-0.04044 	-0.04028 	-0.04066 	-0.01489 	0.00000 	0.01415 	0.03512 	-0.03461 	0.00000 	-0.00441 	0.02654 	0.00000 	0.02692 	0.00000 	0.01447 	0.01517 	-0.00296 	-0.00611 	-0.00020 	0.00145 	-0.01579 	-0.00526 	-0.01050 	0.06943 	0.00000 	-0.00433 	0.00680 	-0.00634 	-0.00414 	-0.01748 	-0.01327 	-0.01322 	-0.01334 	-0.00489 	0.00000 	0.01411 	0.01370 	-0.01136 	0.00000 	-0.00145 	0.00286 	0.00000 	0.00883 	0.00000 	0.00272	0.00486
Replication8	 0.03451	0.99964	0.92012 	0.92056 	0.91886 	0.91898 	0.91650 	0.91837 	0.91689 	0.91797 	0.91549 	0.92595 	0.91549 	0.92661 	0.93619 	0.92577 	0.92630 	0.92581 	0.92512 	0.92594 	0.92575 	0.92580 	0.92723 	0.92777 	0.93266 	0.92693 	0.92556 	0.91964 	0.92880 	0.91811 	0.92701 	0.92507 	0.05462 	0.06646 	-0.01677 	0.00000 	-0.03865 	0.00000 	-0.02193 	-0.01803 	-0.08177 	0.06063 	0.00000 	-0.01221 	0.05811 	-0.00639 	-0.03657 	0.00000 	-0.01910 	0.00000 	-0.00259 	0.00000 	-0.00921 	0.02733 	0.05966 	-0.02708 	-0.00703 	-0.01576 	0.05378 	-0.02155 	0.00000 	-0.01219 	0.02442 	0.02543 	-0.00551 	0.00000 	-0.01269 	0.00000 	-0.00720 	-0.00592 	-0.02684 	0.01990 	0.00000 	-0.00401 	0.00620 	-0.00210 	-0.01200 	0.00000 	-0.00627 	0.00000 	-0.00085 	0.00000 	-0.00302 	0.02726 	0.02028 	-0.00889 	-0.00231 	-0.00517 	0.01026 	-0.00707 	0.00000 	-0.00400 	0.00226	0.00307
Replication9	 0.02331	0.99975	0.94435 	0.94462 	0.94356 	0.94339 	0.94136 	0.94334 	0.94192 	0.94307 	0.94614 	0.95785 	0.92669 	0.94555 	0.95285 	0.94499 	0.94394 	0.94640 	0.95262 	0.94528 	0.94606 	0.94726 	0.95763 	0.95755 	0.95134 	0.95045 	0.94449 	0.92780 	0.94914 	0.94330 	0.94914 	0.94914 	0.03951 	0.04805 	0.00000 	-0.02565 	-0.03359 	0.00000 	-0.01912 	-0.01334 	0.00000 	0.26392 	-0.06958 	-0.01536 	0.04319 	0.00000 	-0.06877 	-0.03780 	-0.04829 	0.00000 	-0.01484 	-0.04362 	0.00000 	0.01744 	0.04419 	-0.02392 	-0.00124 	-0.04429 	0.03934 	-0.00843 	0.00000 	0.00000 	0.01822 	0.01913 	0.00000 	-0.00842 	-0.01102 	0.00000 	-0.00628 	-0.00438 	0.00000 	0.08661 	-0.02283 	-0.00504 	0.00660 	0.00000 	-0.02257 	-0.01241 	-0.01585 	0.00000 	-0.00487 	-0.01432 	0.00000 	0.01738 	0.01644 	-0.00785 	-0.00041 	-0.01453 	0.00866 	-0.00277 	0.00000 	0.00000 	0.00458	0.00664
