
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus31	Bus32	Bus33	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus31_P	Bus32_P	Bus33_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	Bus31_Q	Bus32_Q	Bus33_Q	PLoss	QLoss
Replication0	 0.08162	0.99365	0.95599 	0.95566 	0.94238 	0.94506 	0.94853 	0.95772 	0.95951 	0.97105 	0.99275 	1.06231 	1.03209 	0.97517 	0.86838 	0.87421 	0.89255 	0.90705 	0.94372 	0.89713 	0.95599 	0.96233 	0.96394 	0.96544 	0.92814 	0.90255 	0.87987 	0.95094 	0.94189 	0.90969 	0.88713 	0.88549 	0.87577 	0.87381 	0.87173 	-0.00137 	-0.00134 	-0.00146 	-0.00150 	-0.00147 	0.04480 	-0.00140 	-0.00158 	-0.00170 	0.19011 	-0.00152 	-0.00132 	-0.05518 	-0.00148 	-0.01028 	-0.00160 	-0.00125 	-0.00183 	-0.00164 	0.00003 	-0.00159 	-0.00158 	-0.00151 	-0.00179 	-0.09438 	-0.00130 	-0.00151 	-0.00137 	0.00000 	-0.00123 	-0.00183 	-0.00157 	-0.01455 	-0.00045 	-0.00045 	-0.00049 	-0.00050 	-0.00049 	0.01488 	-0.00047 	-0.00052 	-0.00056 	0.06315 	-0.00051 	-0.00044 	-0.04584 	-0.00049 	-0.02631 	-0.00053 	-0.00042 	-0.00061 	-0.00054 	0.00001 	-0.00053 	-0.00052 	-0.00050 	-0.00059 	0.06037 	-0.00043 	-0.00050 	-0.00045 	0.00000 	-0.00041 	-0.00061 	-0.00052 	-0.03275 	0.03512	0.02508
Replication1	 0.05966	0.99469	0.93234 	0.93195 	0.92367 	0.92499 	0.92702 	0.93232 	0.94043 	0.96334 	1.00302 	1.08369 	1.05314 	0.99555 	0.89934 	0.90093 	0.91885 	0.93177 	0.96411 	0.91554 	0.93370 	0.95284 	0.95819 	0.96713 	0.91576 	0.90222 	0.89034 	0.92817 	0.92298 	0.90611 	0.89512 	0.89678 	0.89618 	0.89506 	0.89396 	-0.00168 	-0.00135 	-0.00157 	-0.00148 	-0.00092 	0.00000 	-0.00178 	-0.00136 	-0.00181 	0.20029 	-0.00142 	-0.00130 	-0.04338 	-0.00162 	-0.00749 	-0.00153 	-0.00156 	-0.00161 	-0.00155 	0.00017 	-0.00139 	-0.00151 	-0.00120 	-0.00112 	-0.08043 	-0.00183 	-0.00160 	-0.00158 	0.00021 	-0.00168 	-0.00155 	-0.00133 	-0.01223 	-0.00056 	-0.00045 	-0.00052 	-0.00049 	-0.00030 	0.00000 	-0.00059 	-0.00045 	-0.00060 	0.06640 	-0.00047 	-0.00043 	-0.03555 	-0.00054 	-0.02091 	-0.00051 	-0.00052 	-0.00053 	-0.00051 	0.00006 	-0.00046 	-0.00050 	-0.00040 	-0.00037 	0.04915 	-0.00061 	-0.00053 	-0.00053 	0.00007 	-0.00056 	-0.00052 	-0.00044 	-0.02747 	0.03890	0.02569
Replication2	 0.10737	0.99191	0.92983 	0.92923 	0.91421 	0.91715 	0.92095 	0.93074 	0.93723 	0.96070 	1.00154 	1.10224 	1.06106 	0.98333 	0.84511 	0.85037 	0.87585 	0.89454 	0.94025 	0.87431 	0.93077 	0.94826 	0.95300 	0.95982 	0.89836 	0.86990 	0.84437 	0.92324 	0.91329 	0.87807 	0.85356 	0.85421 	0.84777 	0.84537 	0.84263 	-0.00140 	-0.00153 	-0.00155 	-0.00165 	-0.00146 	0.02890 	-0.00154 	-0.00163 	-0.00182 	0.26361 	-0.00161 	-0.00138 	-0.06476 	-0.00154 	-0.01068 	-0.00138 	-0.00134 	-0.00154 	-0.00164 	0.00018 	-0.00151 	-0.00136 	-0.00128 	-0.00136 	-0.12027 	-0.00158 	-0.00135 	-0.00150 	0.00000 	-0.00142 	-0.00121 	-0.00162 	-0.01703 	-0.00047 	-0.00051 	-0.00052 	-0.00055 	-0.00049 	0.00963 	-0.00051 	-0.00054 	-0.00061 	0.08787 	-0.00054 	-0.00046 	-0.05285 	-0.00051 	-0.03111 	-0.00046 	-0.00045 	-0.00051 	-0.00055 	0.00006 	-0.00050 	-0.00045 	-0.00043 	-0.00045 	0.07698 	-0.00053 	-0.00045 	-0.00050 	0.00000 	-0.00047 	-0.00040 	-0.00054 	-0.04023 	0.07064	0.04725
Replication3	 0.11984	0.99289	0.94366 	0.94381 	0.93250 	0.93490 	0.93801 	0.94641 	0.94331 	0.94669 	0.95392 	1.00840 	0.98295 	0.93522 	0.83016 	0.84331 	0.85405 	0.86990 	0.91036 	0.88049 	0.94326 	0.94160 	0.94073 	0.93756 	0.92070 	0.90054 	0.88305 	0.94194 	0.93624 	0.91822 	0.90647 	0.89500 	0.86261 	0.85876 	0.85412 	-0.00173 	-0.00152 	-0.00130 	-0.00137 	-0.00167 	0.05011 	-0.00151 	-0.00152 	-0.00155 	0.15693 	-0.00178 	-0.00160 	-0.06937 	-0.00138 	-0.01532 	-0.00156 	-0.00169 	-0.00152 	-0.00157 	0.00017 	-0.00105 	-0.00148 	-0.00159 	-0.00149 	-0.10330 	-0.00164 	-0.00130 	-0.00154 	0.05291 	-0.00133 	-0.00157 	-0.00121 	-0.01647 	-0.00058 	-0.00051 	-0.00043 	-0.00046 	-0.00056 	0.01667 	-0.00050 	-0.00051 	-0.00052 	0.05221 	-0.00059 	-0.00053 	-0.05890 	-0.00046 	-0.03327 	-0.00052 	-0.00056 	-0.00051 	-0.00052 	0.00006 	-0.00035 	-0.00049 	-0.00053 	-0.00050 	0.07011 	-0.00054 	-0.00043 	-0.00051 	0.01760 	-0.00044 	-0.00052 	-0.00040 	-0.03686 	0.01481	0.01402
Replication4	 0.09619	0.99273	0.91595 	0.91530 	0.90357 	0.90558 	0.90841 	0.91573 	0.92601 	0.95566 	1.00633 	1.11091 	1.07066 	0.99463 	0.86683 	0.86933 	0.89370 	0.91085 	0.95286 	0.88775 	0.91769 	0.94215 	0.94879 	0.95993 	0.89186 	0.87143 	0.85381 	0.91023 	0.90298 	0.87824 	0.86130 	0.86390 	0.86291 	0.86112 	0.85915 	-0.00140 	-0.00150 	-0.00157 	-0.00161 	-0.00127 	0.00000 	-0.00142 	-0.00134 	-0.00165 	0.26248 	-0.00145 	-0.00166 	-0.05641 	-0.00132 	-0.00894 	-0.00147 	-0.00138 	-0.00127 	-0.00126 	0.00053 	-0.00194 	-0.00149 	-0.00134 	-0.00169 	-0.10900 	-0.00131 	-0.00130 	-0.00139 	0.00000 	-0.00156 	-0.00133 	-0.00158 	-0.01538 	-0.00047 	-0.00050 	-0.00052 	-0.00054 	-0.00042 	0.00000 	-0.00047 	-0.00045 	-0.00055 	0.08735 	-0.00048 	-0.00055 	-0.04571 	-0.00044 	-0.02729 	-0.00049 	-0.00046 	-0.00042 	-0.00042 	0.00018 	-0.00065 	-0.00050 	-0.00045 	-0.00056 	0.06818 	-0.00043 	-0.00043 	-0.00046 	0.00000 	-0.00052 	-0.00044 	-0.00052 	-0.03622 	0.06876	0.04498
Replication5	 0.06945	0.99417	0.92636 	0.92588 	0.91664 	0.91785 	0.91998 	0.92629 	0.93496 	0.95949 	1.00225 	1.08855 	1.05564 	0.99357 	0.88940 	0.89148 	0.91078 	0.92483 	0.95975 	0.90747 	0.92779 	0.94789 	0.95361 	0.96319 	0.90792 	0.89321 	0.88055 	0.92195 	0.91646 	0.89846 	0.88671 	0.88841 	0.88691 	0.88550 	0.88407 	-0.00132 	-0.00155 	-0.00133 	-0.00195 	-0.00170 	0.00000 	-0.00154 	-0.00160 	-0.00116 	0.21528 	-0.00145 	-0.00145 	-0.04730 	-0.00155 	-0.00809 	-0.00151 	-0.00140 	-0.00150 	-0.00132 	0.00000 	-0.00165 	-0.00157 	-0.00149 	-0.00137 	-0.08804 	-0.00173 	-0.00149 	-0.00165 	0.00230 	-0.00141 	-0.00140 	-0.00146 	-0.01318 	-0.00044 	-0.00052 	-0.00044 	-0.00065 	-0.00056 	0.00000 	-0.00051 	-0.00053 	-0.00039 	0.07144 	-0.00048 	-0.00048 	-0.03872 	-0.00051 	-0.02282 	-0.00050 	-0.00046 	-0.00050 	-0.00044 	0.00000 	-0.00055 	-0.00052 	-0.00049 	-0.00045 	0.05421 	-0.00057 	-0.00049 	-0.00055 	0.00076 	-0.00047 	-0.00047 	-0.00049 	-0.02990 	0.04483	0.02961
Replication6	 0.09541	0.99279	0.91550 	0.91485 	0.90315 	0.90500 	0.90770 	0.91530 	0.92583 	0.95573 	1.00688 	1.11170 	1.07142 	0.99546 	0.86830 	0.87061 	0.89497 	0.91205 	0.95363 	0.88867 	0.91721 	0.94196 	0.94894 	0.96030 	0.89169 	0.87189 	0.85459 	0.90980 	0.90254 	0.87820 	0.86189 	0.86462 	0.86394 	0.86224 	0.86031 	-0.00136 	-0.00170 	-0.00158 	-0.00176 	-0.00177 	0.00000 	-0.00126 	-0.00138 	-0.00170 	0.26277 	-0.00173 	-0.00150 	-0.05584 	-0.00144 	-0.00882 	-0.00135 	-0.00191 	-0.00131 	-0.00156 	0.00009 	-0.00152 	-0.00146 	-0.00147 	-0.00145 	-0.10821 	-0.00133 	-0.00161 	-0.00172 	0.00000 	-0.00152 	-0.00150 	-0.00141 	-0.01527 	-0.00045 	-0.00057 	-0.00053 	-0.00058 	-0.00059 	0.00000 	-0.00042 	-0.00046 	-0.00057 	0.08744 	-0.00058 	-0.00050 	-0.04523 	-0.00048 	-0.02702 	-0.00045 	-0.00064 	-0.00044 	-0.00052 	0.00003 	-0.00051 	-0.00048 	-0.00049 	-0.00048 	0.06759 	-0.00044 	-0.00054 	-0.00057 	0.00000 	-0.00050 	-0.00050 	-0.00047 	-0.03594 	0.06877	0.04488
Replication7	 0.14509	0.98947	0.90701 	0.90615 	0.88794 	0.89163 	0.89610 	0.90745 	0.91732 	0.95133 	1.00869 	1.14079 	1.08755 	0.98669 	0.81056 	0.81682 	0.84985 	0.87333 	0.93057 	0.84445 	0.90862 	0.93460 	0.94184 	0.95237 	0.86873 	0.83505 	0.80526 	0.89911 	0.88793 	0.84919 	0.82233 	0.82281 	0.81295 	0.80937 	0.80491 	-0.00132 	-0.00110 	-0.00168 	-0.00138 	-0.00173 	0.01949 	-0.00133 	-0.00124 	-0.00142 	0.34229 	-0.00123 	-0.00136 	-0.07888 	-0.00164 	-0.01165 	-0.00160 	-0.00174 	-0.00176 	-0.00157 	0.00000 	-0.00139 	-0.00147 	-0.00165 	-0.00128 	-0.15515 	-0.00139 	-0.00140 	-0.00144 	0.01446 	-0.00115 	-0.00157 	-0.00160 	-0.01998 	-0.00044 	-0.00037 	-0.00056 	-0.00046 	-0.00058 	0.00653 	-0.00045 	-0.00042 	-0.00047 	0.11466 	-0.00041 	-0.00045 	-0.06338 	-0.00055 	-0.03825 	-0.00054 	-0.00058 	-0.00059 	-0.00053 	0.00000 	-0.00046 	-0.00049 	-0.00055 	-0.00043 	0.10163 	-0.00046 	-0.00047 	-0.00048 	0.00484 	-0.00039 	-0.00053 	-0.00054 	-0.05018 	0.12171	0.07959
Replication8	 0.07551	0.99387	0.92489 	0.92439 	0.91449 	0.91603 	0.91829 	0.92480 	0.93400 	0.95977 	1.00429 	1.09498 	1.06025 	0.99473 	0.88529 	0.88731 	0.90786 	0.92243 	0.95890 	0.90338 	0.92640 	0.94747 	0.95345 	0.96353 	0.90491 	0.88846 	0.87449 	0.92010 	0.91407 	0.89391 	0.88049 	0.88270 	0.88182 	0.88034 	0.87885 	-0.00154 	-0.00127 	-0.00154 	-0.00148 	-0.00164 	0.00000 	-0.00130 	-0.00130 	-0.00144 	0.22687 	-0.00149 	-0.00174 	-0.04899 	-0.00128 	-0.00817 	-0.00169 	-0.00157 	-0.00155 	-0.00132 	0.00002 	-0.00185 	-0.00134 	-0.00140 	-0.00169 	-0.09250 	-0.00161 	-0.00144 	-0.00156 	0.00000 	-0.00128 	-0.00141 	-0.00158 	-0.01364 	-0.00051 	-0.00042 	-0.00051 	-0.00049 	-0.00054 	0.00000 	-0.00043 	-0.00043 	-0.00048 	0.07533 	-0.00050 	-0.00058 	-0.03996 	-0.00043 	-0.02366 	-0.00056 	-0.00052 	-0.00051 	-0.00044 	0.00001 	-0.00062 	-0.00045 	-0.00047 	-0.00056 	0.05708 	-0.00053 	-0.00048 	-0.00052 	0.00000 	-0.00043 	-0.00047 	-0.00052 	-0.03123 	0.05046	0.03321
Replication9	 -1.48938	0.99879	0.98311 	0.98304 	0.98026 	0.98021 	0.98074 	0.98332 	0.98710 	0.99667 	1.01430 	1.04514 	1.03426 	1.01416 	0.98564 	0.98438 	0.99037 	0.99343 	1.00337 	0.98674 	0.98376 	0.99309 	0.99501 	0.99925 	0.97862 	0.97709 	0.97713 	0.98203 	0.98072 	0.97787 	0.97742 	0.97814 	0.98006 	0.97999 	0.98062 	-0.00132 	-0.00165 	-0.00146 	-0.00133 	-0.00130 	0.00000 	-0.00157 	-0.00127 	-0.00167 	0.07304 	-0.00149 	-0.00156 	-0.00958 	-0.00125 	-0.00154 	-0.00166 	-0.00160 	-0.00139 	-0.00146 	0.00139 	-0.00141 	-0.00141 	-0.00145 	-0.00139 	-0.01899 	-0.00145 	-0.00160 	-0.00165 	0.00000 	-0.00133 	-0.00178 	-0.00158 	-0.00330 	-0.00044 	-0.00054 	-0.00048 	-0.00044 	-0.00043 	0.00000 	-0.00052 	-0.00042 	-0.00055 	0.02402 	-0.00049 	-0.00051 	-0.00780 	-0.00041 	-0.00458 	-0.00054 	-0.00053 	-0.00046 	-0.00048 	0.00046 	-0.00046 	-0.00046 	-0.00048 	-0.00046 	0.01040 	-0.00048 	-0.00053 	-0.00054 	0.00000 	-0.00044 	-0.00058 	-0.00052 	-0.00675 	0.00768	0.00477
