
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus31	Bus32	Bus33	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus31_P	Bus32_P	Bus33_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	Bus31_Q	Bus32_Q	Bus33_Q	PLoss	QLoss
Replication0	 0.41542	0.97891	1.23841 	1.23858 	1.22941 	1.23365 	1.23866 	1.25162 	1.26266 	1.28869 	1.32983 	1.46542 	1.43513 	1.37807 	1.17046 	1.16235 	1.14962 	1.14290 	1.12788 	1.12353 	1.24254 	1.28165 	1.29238 	1.31428 	1.21630 	1.19146 	1.16866 	1.24441 	1.23477 	1.19796 	1.17188 	1.15980 	1.13589 	1.12861 	1.12086 	-0.00159 	-0.00150 	-0.00171 	-0.00133 	-0.00126 	0.01172 	-0.00135 	-0.00150 	-0.00142 	0.24537 	-0.00154 	-0.00157 	-0.06936 	-0.00168 	-0.13804 	-0.00131 	-0.00140 	-0.00151 	-0.00149 	0.00098 	-0.00137 	-0.00171 	-0.00144 	-0.00162 	-0.03367 	-0.00139 	-0.00146 	-0.00157 	0.00000 	-0.00145 	-0.00134 	-0.00156 	-0.01771 	-0.00054 	-0.00051 	-0.00059 	-0.00045 	-0.00043 	0.00401 	-0.00046 	-0.00051 	-0.00049 	0.08395 	-0.00053 	-0.00054 	-0.07608 	-0.00058 	0.03195 	-0.00045 	-0.00048 	-0.00052 	-0.00051 	0.00033 	-0.00047 	-0.00058 	-0.00049 	-0.00055 	-0.00452 	-0.00048 	-0.00050 	-0.00054 	0.00000 	-0.00050 	-0.00046 	-0.00053 	-0.01149 	0.07100	0.05269
Replication1	 0.33263	0.98284	1.20655 	1.20672 	1.20073 	1.20340 	1.20684 	1.21632 	1.22469 	1.24373 	1.27424 	1.38263 	1.35795 	1.31162 	1.14096 	1.13532 	1.12566 	1.12216 	1.11423 	1.11341 	1.20959 	1.23889 	1.24679 	1.26332 	1.19267 	1.17786 	1.16480 	1.21205 	1.20664 	1.18676 	1.17324 	1.15940 	1.13135 	1.12281 	1.11345 	-0.00152 	-0.00181 	-0.00183 	-0.00147 	-0.00138 	0.00438 	-0.00120 	-0.00142 	-0.00150 	0.19831 	-0.00164 	-0.00146 	-0.05662 	-0.00152 	-0.11310 	-0.00150 	-0.00152 	-0.00169 	-0.00158 	0.00098 	-0.00132 	-0.00139 	-0.00134 	-0.00146 	-0.03049 	-0.00168 	-0.00151 	-0.00145 	0.02296 	-0.00145 	-0.00167 	-0.00149 	-0.01615 	-0.00052 	-0.00061 	-0.00062 	-0.00050 	-0.00047 	0.00149 	-0.00041 	-0.00048 	-0.00051 	0.06732 	-0.00056 	-0.00050 	-0.06208 	-0.00052 	0.02522 	-0.00051 	-0.00052 	-0.00057 	-0.00054 	0.00033 	-0.00045 	-0.00047 	-0.00045 	-0.00049 	-0.00677 	-0.00057 	-0.00051 	-0.00049 	0.00779 	-0.00049 	-0.00057 	-0.00050 	-0.01110 	0.04593	0.03431
Replication2	 0.29101	0.98585	1.16141 	1.16154 	1.15462 	1.15673 	1.15958 	1.16762 	1.17737 	1.20020 	1.23635 	1.34101 	1.31818 	1.27537 	1.12297 	1.11678 	1.10695 	1.10073 	1.08855 	1.08521 	1.16464 	1.19591 	1.20436 	1.22260 	1.14624 	1.13076 	1.11688 	1.16302 	1.15709 	1.13521 	1.12044 	1.11116 	1.09371 	1.08863 	1.08333 	-0.00118 	-0.00170 	-0.00147 	-0.00148 	-0.00137 	0.00000 	-0.00137 	-0.00158 	-0.00192 	0.18696 	-0.00160 	-0.00122 	-0.04894 	-0.00121 	-0.09385 	-0.00160 	-0.00162 	-0.00134 	-0.00149 	0.00099 	-0.00154 	-0.00140 	-0.00128 	-0.00131 	-0.02264 	-0.00157 	-0.00138 	-0.00167 	0.00668 	-0.00188 	-0.00153 	-0.00137 	-0.01174 	-0.00040 	-0.00057 	-0.00050 	-0.00050 	-0.00046 	0.00000 	-0.00046 	-0.00053 	-0.00065 	0.06308 	-0.00054 	-0.00041 	-0.05345 	-0.00041 	0.02019 	-0.00054 	-0.00055 	-0.00045 	-0.00050 	0.00033 	-0.00052 	-0.00047 	-0.00043 	-0.00044 	-0.00308 	-0.00053 	-0.00047 	-0.00056 	0.00225 	-0.00063 	-0.00052 	-0.00046 	-0.00757 	0.03913	0.02906
Replication3	 0.32706	0.98415	1.17451 	1.17466 	1.16656 	1.16905 	1.17227 	1.18114 	1.19244 	1.21896 	1.26040 	1.37706 	1.35176 	1.30417 	1.13541 	1.12811 	1.11723 	1.11004 	1.09601 	1.09150 	1.17820 	1.21391 	1.22365 	1.24447 	1.15660 	1.13809 	1.12110 	1.17566 	1.16852 	1.14170 	1.12331 	1.11472 	1.09842 	1.09363 	1.08866 	-0.00145 	-0.00147 	-0.00152 	-0.00141 	-0.00138 	0.00000 	-0.00144 	-0.00136 	-0.00149 	0.20770 	-0.00141 	-0.00130 	-0.05431 	-0.00173 	-0.10460 	-0.00175 	-0.00126 	-0.00120 	-0.00174 	0.00098 	-0.00159 	-0.00138 	-0.00138 	-0.00122 	-0.02433 	-0.00160 	-0.00130 	-0.00176 	0.00000 	-0.00155 	-0.00133 	-0.00124 	-0.01269 	-0.00049 	-0.00050 	-0.00052 	-0.00048 	-0.00047 	0.00000 	-0.00049 	-0.00046 	-0.00051 	0.07032 	-0.00048 	-0.00044 	-0.05936 	-0.00059 	0.02313 	-0.00059 	-0.00043 	-0.00041 	-0.00059 	0.00033 	-0.00054 	-0.00047 	-0.00047 	-0.00041 	-0.00242 	-0.00054 	-0.00044 	-0.00060 	0.00000 	-0.00052 	-0.00045 	-0.00042 	-0.00803 	0.04872	0.03615
Replication4	 0.44688	0.97743	1.23993 	1.24010 	1.22928 	1.23249 	1.23653 	1.24742 	1.26169 	1.29494 	1.34616 	1.49688 	1.46410 	1.40229 	1.18080 	1.17139 	1.15705 	1.14893 	1.13164 	1.12624 	1.24464 	1.28919 	1.30149 	1.32756 	1.21592 	1.19085 	1.16777 	1.24041 	1.23108 	1.19575 	1.17083 	1.15925 	1.13676 	1.12997 	1.12274 	-0.00157 	-0.00149 	-0.00160 	-0.00157 	-0.00150 	0.00000 	-0.00146 	-0.00138 	-0.00141 	0.26856 	-0.00142 	-0.00148 	-0.07381 	-0.00159 	-0.14682 	-0.00162 	-0.00146 	-0.00143 	-0.00155 	0.00098 	-0.00157 	-0.00162 	-0.00164 	-0.00156 	-0.03459 	-0.00140 	-0.00147 	-0.00160 	0.00000 	-0.00163 	-0.00137 	-0.00139 	-0.01817 	-0.00054 	-0.00051 	-0.00055 	-0.00054 	-0.00052 	0.00000 	-0.00050 	-0.00047 	-0.00048 	0.09216 	-0.00049 	-0.00051 	-0.08100 	-0.00054 	0.03509 	-0.00056 	-0.00050 	-0.00049 	-0.00053 	0.00034 	-0.00054 	-0.00056 	-0.00056 	-0.00053 	-0.00339 	-0.00048 	-0.00051 	-0.00055 	0.00000 	-0.00056 	-0.00047 	-0.00048 	-0.01153 	0.08319	0.06153
Replication5	 0.41756	0.97772	1.26323 	1.26339 	1.25614 	1.25851 	1.26160 	1.27066 	1.28063 	1.30293 	1.33759 	1.46756 	1.43798 	1.38227 	1.17446 	1.16793 	1.15649 	1.15424 	1.14776 	1.14816 	1.26666 	1.29940 	1.30828 	1.32751 	1.24700 	1.23024 	1.21517 	1.26638 	1.26088 	1.24050 	1.22675 	1.20917 	1.17288 	1.16161 	1.14890 	-0.00147 	-0.00160 	-0.00132 	-0.00139 	-0.00174 	0.00000 	-0.00135 	-0.00141 	-0.00167 	0.23755 	-0.00146 	-0.00161 	-0.07098 	-0.00159 	-0.14542 	-0.00150 	-0.00148 	-0.00162 	-0.00149 	0.00098 	-0.00139 	-0.00105 	-0.00154 	-0.00139 	-0.04009 	-0.00146 	-0.00138 	-0.00158 	0.03375 	-0.00139 	-0.00165 	-0.00125 	-0.02157 	-0.00050 	-0.00055 	-0.00045 	-0.00048 	-0.00060 	0.00000 	-0.00046 	-0.00048 	-0.00057 	0.08147 	-0.00050 	-0.00055 	-0.07808 	-0.00054 	0.03411 	-0.00051 	-0.00051 	-0.00056 	-0.00051 	0.00034 	-0.00048 	-0.00036 	-0.00053 	-0.00048 	-0.00930 	-0.00050 	-0.00047 	-0.00054 	0.01157 	-0.00048 	-0.00057 	-0.00043 	-0.01501 	0.06714	0.05011
Replication6	 0.22461	0.98959	1.11607 	1.11623 	1.11024 	1.11210 	1.11470 	1.12222 	1.13096 	1.15225 	1.18619 	1.27461 	1.25563 	1.22010 	1.09744 	1.09157 	1.08334 	1.07641 	1.06350 	1.05946 	1.11907 	1.14782 	1.15555 	1.17196 	1.10315 	1.09032 	1.07916 	1.11807 	1.11276 	1.09347 	1.08052 	1.07427 	1.06304 	1.06008 	1.05731 	-0.00153 	-0.00166 	-0.00161 	-0.00151 	-0.00146 	0.00000 	-0.00182 	-0.00148 	-0.00178 	0.15657 	-0.00147 	-0.00148 	-0.03797 	-0.00170 	-0.06982 	-0.00149 	-0.00170 	-0.00151 	-0.00146 	0.00099 	-0.00132 	-0.00155 	-0.00132 	-0.00141 	-0.01552 	-0.00149 	-0.00142 	-0.00154 	0.00000 	-0.00158 	-0.00172 	-0.00134 	-0.00776 	-0.00051 	-0.00056 	-0.00054 	-0.00051 	-0.00049 	0.00000 	-0.00061 	-0.00050 	-0.00060 	0.05244 	-0.00049 	-0.00049 	-0.04129 	-0.00057 	0.01409 	-0.00050 	-0.00057 	-0.00051 	-0.00049 	0.00033 	-0.00044 	-0.00052 	-0.00044 	-0.00047 	-0.00113 	-0.00050 	-0.00048 	-0.00052 	0.00000 	-0.00053 	-0.00058 	-0.00045 	-0.00470 	0.02674	0.01982
Replication7	 0.05727	0.99626	1.06513 	1.06529 	1.06542 	1.06944 	1.07436 	1.08737 	1.08511 	1.08234 	1.08283 	1.10727 	1.10043 	1.08800 	1.04202 	1.04016 	1.03789 	1.03469 	1.03049 	1.03001 	1.06589 	1.07380 	1.07555 	1.07775 	1.06117 	1.05423 	1.04891 	1.08359 	1.07883 	1.06167 	1.05027 	1.04490 	1.03536 	1.03276 	1.03045 	-0.00146 	-0.00150 	-0.00144 	-0.00164 	-0.00142 	0.03359 	-0.00159 	-0.00162 	-0.00138 	0.05056 	-0.00146 	-0.00124 	-0.01392 	-0.00147 	-0.02565 	-0.00172 	-0.00127 	-0.00139 	-0.00129 	0.00100 	-0.00174 	-0.00158 	-0.00153 	-0.00141 	-0.00727 	-0.00158 	-0.00173 	-0.00152 	0.00000 	-0.00153 	-0.00126 	-0.00150 	-0.00324 	-0.00048 	-0.00050 	-0.00047 	-0.00054 	-0.00047 	0.01110 	-0.00053 	-0.00054 	-0.00046 	0.01671 	-0.00048 	-0.00041 	-0.01511 	-0.00048 	0.00446 	-0.00057 	-0.00042 	-0.00046 	-0.00043 	0.00033 	-0.00058 	-0.00052 	-0.00051 	-0.00047 	-0.00210 	-0.00052 	-0.00057 	-0.00050 	0.00000 	-0.00050 	-0.00042 	-0.00049 	-0.00214 	0.00383	0.00292
Replication8	 0.28754	0.98429	1.22650 	1.22665 	1.22388 	1.23169 	1.24053 	1.26265 	1.26101 	1.25913 	1.26129 	1.33754 	1.31733 	1.27940 	1.12820 	1.12480 	1.11789 	1.11571 	1.11032 	1.11067 	1.22831 	1.24656 	1.25129 	1.25779 	1.21186 	1.18910 	1.16783 	1.25464 	1.24393 	1.20187 	1.17165 	1.15772 	1.12965 	1.12092 	1.11130 	-0.00141 	-0.00157 	-0.00122 	-0.00159 	-0.00127 	0.05863 	-0.00132 	-0.00156 	-0.00124 	0.15246 	-0.00130 	-0.00157 	-0.05107 	-0.00177 	-0.10432 	-0.00155 	-0.00129 	-0.00135 	-0.00161 	0.00098 	-0.00129 	-0.00133 	-0.00149 	-0.00119 	-0.02986 	-0.00153 	-0.00144 	-0.00143 	0.00000 	-0.00151 	-0.00122 	-0.00137 	-0.01566 	-0.00048 	-0.00053 	-0.00041 	-0.00054 	-0.00043 	0.01985 	-0.00045 	-0.00053 	-0.00042 	0.05160 	-0.00044 	-0.00053 	-0.05607 	-0.00060 	0.02234 	-0.00052 	-0.00044 	-0.00046 	-0.00054 	0.00033 	-0.00044 	-0.00045 	-0.00050 	-0.00040 	-0.00814 	-0.00052 	-0.00049 	-0.00048 	0.00000 	-0.00051 	-0.00041 	-0.00046 	-0.01103 	0.03545	0.02710
Replication9	 0.30296	0.98434	1.19080 	1.19092 	1.18546 	1.18721 	1.18979 	1.19746 	1.20539 	1.22354 	1.25251 	1.35296 	1.33011 	1.28718 	1.12987 	1.12479 	1.11618 	1.11360 	1.10745 	1.10735 	1.19346 	1.21989 	1.22696 	1.24194 	1.17870 	1.16686 	1.15644 	1.19418 	1.19005 	1.17525 	1.16565 	1.15221 	1.12528 	1.11698 	1.10777 	-0.00119 	-0.00142 	-0.00116 	-0.00169 	-0.00157 	0.00000 	-0.00163 	-0.00137 	-0.00148 	0.18370 	-0.00145 	-0.00161 	-0.05183 	-0.00175 	-0.10346 	-0.00135 	-0.00144 	-0.00144 	-0.00169 	0.00098 	-0.00112 	-0.00183 	-0.00164 	-0.00119 	-0.02845 	-0.00141 	-0.00143 	-0.00152 	0.02722 	-0.00170 	-0.00137 	-0.00126 	-0.01518 	-0.00040 	-0.00048 	-0.00039 	-0.00057 	-0.00053 	0.00000 	-0.00055 	-0.00046 	-0.00050 	0.06217 	-0.00049 	-0.00054 	-0.05682 	-0.00059 	0.02278 	-0.00046 	-0.00049 	-0.00049 	-0.00057 	0.00033 	-0.00038 	-0.00062 	-0.00056 	-0.00040 	-0.00680 	-0.00048 	-0.00048 	-0.00051 	0.00921 	-0.00057 	-0.00046 	-0.00043 	-0.01057 	0.03896	0.02910
