
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication0	 0.00220	0.99979	0.95141 	0.95164 	0.95077 	0.95112 	0.94780 	0.95070 	0.94881 	0.95002 	0.95808 	0.96651 	0.95542 	0.96078 	0.96629 	0.96132 	0.96200 	0.96211 	0.96472 	0.96060 	0.96094 	0.96166 	0.96592 	0.96608 	0.96554 	0.96238 	0.96014 	0.95378 	0.96339 	0.95031 	0.96933 	0.96252 	0.03457 	0.04195 	-0.02075 	0.00000 	-0.04343 	0.00000 	-0.02236 	-0.03121 	-0.02160 	0.15512 	-0.00954 	-0.01961 	0.03419 	0.00000 	0.00000 	-0.00949 	-0.01300 	-0.01075 	-0.01024 	-0.01683 	-0.02128 	0.01460 	0.03446 	-0.02806 	-0.00870 	-0.01695 	0.03108 	-0.02967 	0.03427 	-0.01917 	0.01695 	0.01802 	-0.00681 	0.00000 	-0.01425 	0.00000 	-0.00734 	-0.01024 	-0.00709 	0.05090 	-0.00313 	-0.00643 	0.00390 	0.00000 	0.00000 	-0.00311 	-0.00427 	-0.00353 	-0.00336 	-0.00552 	-0.00698 	0.01456 	0.01149 	-0.00921 	-0.00286 	-0.00556 	0.00568 	-0.00973 	0.01124 	-0.00629 	0.00228	0.00312
Replication1	 0.04470	0.99963	0.91886 	0.91961 	0.91671 	0.91681 	0.91807 	0.91700 	0.91722 	0.91675 	0.91467 	0.92173 	0.90530 	0.92064 	0.93096 	0.91802 	0.91977 	0.91852 	0.91965 	0.91679 	0.91514 	0.91627 	0.92278 	0.92337 	0.92743 	0.92232 	0.91844 	0.90707 	0.92454 	0.91662 	0.92593 	0.92030 	0.05583 	0.06784 	-0.02304 	-0.03663 	-0.00349 	0.00000 	-0.00575 	-0.00974 	-0.02300 	0.09511 	-0.03356 	-0.00469 	0.06151 	-0.01883 	-0.03106 	-0.02133 	-0.02840 	0.00000 	-0.03705 	-0.01308 	-0.01707 	0.02879 	0.06320 	-0.01700 	-0.01675 	-0.03023 	0.05640 	-0.02120 	0.01845 	-0.02269 	0.02432 	0.02504 	-0.00756 	-0.01202 	-0.00114 	0.00000 	-0.00189 	-0.00320 	-0.00755 	0.03122 	-0.01101 	-0.00154 	0.00736 	-0.00618 	-0.01019 	-0.00700 	-0.00932 	0.00000 	-0.01216 	-0.00429 	-0.00560 	0.02872 	0.02214 	-0.00558 	-0.00550 	-0.00992 	0.01099 	-0.00696 	0.00606 	-0.00745 	0.00264	0.00394
Replication2	 -1.52426	1.00003	1.00752 	1.00762 	1.00726 	1.00757 	1.00698 	1.00809 	1.00689 	1.00782 	1.01930 	1.02998 	1.01021 	1.00877 	1.00890 	1.00718 	1.01063 	1.01599 	1.02563 	1.01464 	1.01907 	1.02137 	1.02797 	1.02735 	1.01379 	1.01853 	1.01344 	1.01344 	1.01039 	1.00798 	1.00863 	1.00674 	-0.00008 	-0.00036 	-0.01574 	-0.02156 	-0.00396 	0.00551 	-0.02248 	-0.01271 	0.00000 	0.28659 	-0.03256 	-0.04933 	-0.00152 	-0.01871 	-0.01314 	-0.02057 	-0.00858 	-0.02095 	0.00000 	-0.01040 	0.00000 	-0.00576 	-0.00348 	-0.01001 	0.00000 	0.00000 	-0.00183 	-0.00811 	0.00000 	-0.01193 	0.00225 	0.00281 	-0.00516 	-0.00707 	-0.00130 	0.00181 	-0.00737 	-0.00417 	0.00000 	0.09400 	-0.01068 	-0.01618 	0.00248 	-0.00614 	-0.00431 	-0.00675 	-0.00281 	-0.00687 	0.00000 	-0.00341 	0.00000 	-0.00576 	-0.00044 	-0.00328 	0.00000 	0.00000 	0.00153 	-0.00266 	0.00000 	-0.00391 	0.00404	0.00619
Replication3	 -1.54599	1.00003	1.01068 	1.01068 	1.01069 	1.01090 	1.01007 	1.01095 	1.01006 	1.01084 	1.01904 	1.02711 	1.01622 	1.01180 	1.01161 	1.00823 	1.01255 	1.01770 	1.02442 	1.01738 	1.02012 	1.02164 	1.02508 	1.02470 	1.01482 	1.01860 	1.01367 	1.01005 	1.01244 	1.01028 	1.01226 	1.01207 	-0.00145 	-0.00191 	-0.00918 	0.00000 	-0.00470 	0.00000 	-0.01608 	0.00000 	-0.01591 	0.21207 	-0.01011 	-0.02125 	-0.00268 	-0.03092 	-0.01953 	-0.00885 	0.00000 	0.00000 	-0.00173 	-0.00574 	-0.01542 	-0.00488 	-0.00399 	0.00000 	0.00000 	-0.00963 	-0.00262 	-0.02672 	0.00000 	-0.00121 	0.00085 	0.00121 	-0.00301 	0.00000 	-0.00154 	0.00000 	-0.00527 	0.00000 	-0.00522 	0.06956 	-0.00331 	-0.00697 	0.00128 	-0.01014 	-0.00640 	-0.00290 	0.00000 	0.00000 	-0.00057 	-0.00188 	-0.00506 	-0.00488 	-0.00099 	0.00000 	0.00000 	-0.00316 	0.00070 	-0.00876 	0.00000 	-0.00040 	0.00215	0.00330
Replication4	 -1.53341	0.99996	0.99181 	0.99191 	0.99151 	0.99180 	0.99039 	0.99192 	0.99063 	0.99145 	1.00142 	1.01179 	0.99521 	0.99901 	1.00021 	0.99816 	0.99983 	1.00195 	1.00741 	1.00056 	1.00276 	1.00399 	1.00994 	1.00953 	1.00126 	1.00168 	0.98938 	0.97883 	0.98984 	0.99178 	0.98802 	0.98606 	0.00980 	0.01174 	-0.01522 	-0.01828 	-0.01521 	0.00000 	-0.02027 	-0.02290 	-0.01442 	0.27329 	-0.02224 	-0.00488 	0.00736 	-0.00947 	0.00000 	-0.01916 	-0.03880 	-0.01727 	-0.00164 	-0.02558 	-0.00960 	0.00016 	0.00686 	-0.00040 	-0.01548 	-0.02806 	0.01054 	0.00000 	0.00000 	-0.01235 	0.00620 	0.00685 	-0.00499 	-0.00600 	-0.00499 	0.00000 	-0.00665 	-0.00751 	-0.00473 	0.08965 	-0.00729 	-0.00160 	0.00118 	-0.00311 	0.00000 	-0.00628 	-0.01273 	-0.00567 	-0.00054 	-0.00839 	-0.00315 	0.00015 	0.00217 	-0.00013 	-0.00508 	-0.00920 	0.00536 	0.00000 	0.00000 	-0.00405 	0.00326	0.00475
Replication5	 -1.54822	0.99982	0.96217 	0.96242 	0.96144 	0.96147 	0.96037 	0.96143 	0.96066 	0.96103 	0.96651 	0.97497 	0.96033 	0.96423 	0.96934 	0.96156 	0.96401 	0.96741 	0.97141 	0.96317 	0.96402 	0.96623 	0.97400 	0.97409 	0.96961 	0.96986 	0.96715 	0.96333 	0.96733 	0.96095 	0.96552 	0.96357 	0.02870 	0.03486 	-0.00777 	-0.01615 	-0.02034 	0.00000 	-0.01050 	-0.01624 	-0.01744 	0.21795 	-0.02213 	-0.02065 	0.03089 	-0.02108 	-0.02250 	-0.00732 	-0.03463 	-0.01278 	-0.03314 	-0.01310 	-0.02423 	0.01194 	0.03086 	-0.01370 	0.00000 	-0.01018 	0.02787 	-0.02351 	0.00000 	-0.01227 	0.01337 	0.01403 	-0.00255 	-0.00530 	-0.00668 	0.00000 	-0.00345 	-0.00533 	-0.00572 	0.07151 	-0.00726 	-0.00677 	0.00454 	-0.00692 	-0.00738 	-0.00240 	-0.01136 	-0.00419 	-0.01087 	-0.00430 	-0.00795 	0.01190 	0.01088 	-0.00450 	0.00000 	-0.00334 	0.00578 	-0.00771 	0.00000 	-0.00403 	0.00196	0.00301
Replication6	 0.03036	0.99966	0.92559 	0.92614 	0.92403 	0.92404 	0.92362 	0.92384 	0.92353 	0.92319 	0.92474 	0.93198 	0.91964 	0.92599 	0.93565 	0.92210 	0.92674 	0.92346 	0.92912 	0.92381 	0.92483 	0.92595 	0.93380 	0.93436 	0.93626 	0.93538 	0.93564 	0.93342 	0.93737 	0.92345 	0.93605 	0.93463 	0.05127 	0.06232 	-0.01441 	-0.01535 	-0.02016 	0.00000 	-0.00678 	-0.03014 	-0.02795 	0.09552 	-0.01828 	-0.01195 	0.05674 	-0.03409 	-0.01868 	-0.05554 	-0.01033 	-0.02577 	-0.01102 	-0.01664 	0.00000 	0.02514 	0.05657 	0.00000 	-0.00299 	-0.00593 	0.04905 	-0.02897 	0.00000 	-0.00897 	0.02295 	0.02384 	-0.00473 	-0.00504 	-0.00662 	0.00000 	-0.00223 	-0.00989 	-0.00917 	0.03135 	-0.00600 	-0.00392 	0.00805 	-0.01119 	-0.00613 	-0.01823 	-0.00339 	-0.00846 	-0.00362 	-0.00546 	0.00000 	0.02507 	0.01965 	0.00000 	-0.00098 	-0.00195 	0.00823 	-0.00951 	0.00000 	-0.00294 	0.00241	0.00364
Replication7	 -1.55710	0.99982	0.96282 	0.96303 	0.96225 	0.96248 	0.96009 	0.96245 	0.96011 	0.96222 	0.96709 	0.97209 	0.96219 	0.96954 	0.97404 	0.96963 	0.96966 	0.96957 	0.97007 	0.96685 	0.96687 	0.96762 	0.97159 	0.97181 	0.97249 	0.96967 	0.96520 	0.95722 	0.96637 	0.96212 	0.96471 	0.96291 	0.02830 	0.03440 	-0.01541 	-0.01199 	-0.02495 	0.02340 	-0.04135 	-0.00898 	0.00000 	0.12276 	-0.01754 	-0.00257 	0.02865 	0.00000 	0.00000 	-0.00311 	-0.03214 	-0.01539 	-0.01402 	-0.01378 	-0.02329 	0.01269 	0.02923 	-0.01024 	-0.00023 	-0.02126 	0.02809 	-0.01631 	0.00000 	-0.01132 	0.01319 	0.01387 	-0.00506 	-0.00393 	-0.00819 	0.00768 	-0.01357 	-0.00295 	0.00000 	0.04028 	-0.00575 	-0.00084 	0.00268 	0.00000 	0.00000 	-0.00102 	-0.01055 	-0.00505 	-0.00460 	-0.00452 	-0.00764 	0.01266 	0.00954 	-0.00336 	-0.00008 	-0.00698 	0.00632 	-0.00535 	0.00000 	-0.00371 	0.00119	0.00180
Replication8	 0.00511	0.99979	0.95753 	0.95782 	0.95669 	0.95660 	0.95596 	0.95661 	0.95504 	0.95650 	0.96345 	0.97100 	0.96345 	0.96149 	0.96692 	0.95968 	0.96171 	0.96482 	0.96791 	0.96060 	0.96230 	0.96423 	0.96997 	0.96976 	0.96497 	0.96129 	0.95320 	0.94489 	0.95475 	0.95591 	0.95086 	0.94666 	0.03176 	0.03860 	-0.00325 	-0.03054 	-0.00539 	0.00000 	-0.03812 	0.00000 	-0.02710 	0.19612 	0.00000 	-0.02524 	0.03370 	-0.01554 	-0.00454 	0.00000 	-0.03267 	-0.02254 	-0.01960 	-0.00600 	-0.00731 	0.01338 	0.03459 	-0.03709 	-0.01369 	-0.02212 	0.03430 	-0.02054 	0.00000 	-0.02640 	0.01439 	0.01501 	-0.00106 	-0.01002 	-0.00177 	0.00000 	-0.01251 	0.00000 	-0.00889 	0.06435 	0.00000 	-0.00828 	0.00384 	-0.00510 	-0.00149 	0.00000 	-0.01072 	-0.00740 	-0.00643 	-0.00197 	-0.00240 	0.01334 	0.01195 	-0.01217 	-0.00449 	-0.00726 	0.00927 	-0.00674 	0.00000 	-0.00866 	0.00222	0.00342
Replication9	 -1.53514	0.99999	1.00129 	1.00135 	1.00111 	1.00122 	1.00084 	1.00120 	1.00085 	1.00086 	1.00557 	1.01649 	0.99765 	1.00297 	1.00374 	1.00041 	1.00263 	1.00835 	1.01332 	1.00452 	1.00560 	1.00688 	1.01454 	1.01417 	1.00498 	1.00714 	0.99945 	0.98468 	1.00266 	1.00087 	1.00913 	1.00222 	0.00433 	0.00512 	-0.00606 	-0.00701 	-0.00421 	0.00000 	-0.00625 	-0.01506 	-0.03047 	0.26395 	-0.02839 	-0.01545 	0.00358 	-0.01953 	-0.02023 	0.00000 	-0.02089 	0.00000 	-0.01345 	-0.03611 	-0.01424 	-0.00138 	0.00324 	-0.00328 	-0.00405 	-0.03923 	0.00361 	-0.01266 	0.03603 	-0.01865 	0.00333 	0.00377 	-0.00199 	-0.00230 	-0.00138 	0.00000 	-0.00205 	-0.00494 	-0.00999 	0.08658 	-0.00931 	-0.00507 	0.00187 	-0.00641 	-0.00664 	0.00000 	-0.00685 	0.00000 	-0.00441 	-0.01184 	-0.00467 	-0.00139 	0.00195 	-0.00108 	-0.00133 	-0.01287 	0.00218 	-0.00415 	0.01182 	-0.00612 	0.00309	0.00474
