
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication0	 -1.53319	1.00002	1.00937 	1.00939 	1.00933 	1.00966 	1.00824 	1.01011 	1.00883 	1.00970 	1.01938 	1.02833 	1.01564 	1.01154 	1.01138 	1.00980 	1.01145 	1.01715 	1.02455 	1.01384 	1.01698 	1.01935 	1.02549 	1.02490 	1.01278 	1.01494 	1.00513 	0.99944 	1.00485 	1.00941 	1.00329 	1.00055 	-0.00066 	-0.00096 	-0.01464 	-0.01506 	-0.01616 	0.03756 	-0.01610 	-0.01550 	-0.01446 	0.28543 	-0.01338 	-0.01788 	-0.00221 	-0.01368 	-0.01658 	-0.01547 	-0.01437 	-0.01723 	-0.01395 	-0.01149 	-0.01738 	-0.00495 	-0.00266 	-0.01225 	-0.01606 	-0.01516 	0.00068 	-0.01480 	0.00271 	-0.01533 	0.00121 	0.00158 	-0.00480 	-0.00494 	-0.00530 	0.01232 	-0.00528 	-0.00509 	-0.00474 	0.09362 	-0.00439 	-0.00586 	0.00101 	-0.00449 	-0.00544 	-0.00507 	-0.00471 	-0.00565 	-0.00458 	-0.00377 	-0.00570 	-0.00494 	-0.00022 	-0.00402 	-0.00527 	-0.00497 	0.00338 	-0.00485 	0.00089 	-0.00503 	0.00324	0.00519
Replication1	 -1.53960	0.99992	0.98449 	0.98465 	0.98402 	0.98433 	0.98306 	0.98448 	0.98342 	0.98414 	0.99380 	1.00302 	0.98994 	0.98931 	0.99158 	0.98737 	0.98944 	0.99367 	0.99975 	0.99051 	0.99270 	0.99473 	1.00104 	1.00070 	0.99211 	0.99254 	0.98348 	0.97819 	0.98335 	0.98404 	0.98084 	0.97812 	0.01462 	0.01764 	-0.01749 	-0.01498 	-0.01724 	0.00000 	-0.01495 	-0.01390 	-0.01568 	0.25036 	-0.01383 	-0.01408 	0.01387 	-0.01608 	-0.01401 	-0.01430 	-0.01477 	-0.01529 	-0.01683 	-0.01357 	-0.01631 	0.00310 	0.01368 	-0.01307 	-0.01556 	-0.01410 	0.01541 	-0.01263 	0.00000 	-0.01712 	0.00781 	0.00840 	-0.00574 	-0.00491 	-0.00565 	0.00000 	-0.00490 	-0.00456 	-0.00514 	0.08213 	-0.00454 	-0.00462 	0.00218 	-0.00527 	-0.00460 	-0.00469 	-0.00485 	-0.00502 	-0.00552 	-0.00445 	-0.00535 	0.00308 	0.00481 	-0.00429 	-0.00510 	-0.00463 	0.00560 	-0.00414 	0.00000 	-0.00562 	0.00271	0.00408
Replication2	 -1.54579	0.99987	0.97388 	0.97412 	0.97318 	0.97348 	0.97242 	0.97359 	0.97249 	0.97325 	0.98161 	0.99013 	0.97749 	0.97853 	0.98200 	0.97648 	0.97857 	0.98225 	0.98736 	0.97886 	0.98069 	0.98251 	0.98869 	0.98849 	0.98196 	0.98155 	0.97366 	0.96856 	0.97461 	0.97317 	0.97277 	0.97078 	0.02131 	0.02581 	-0.01904 	-0.01509 	-0.01498 	0.00000 	-0.01871 	-0.01403 	-0.01458 	0.21509 	-0.01479 	-0.01464 	0.02153 	-0.01681 	-0.01463 	-0.01170 	-0.01275 	-0.01605 	-0.01633 	-0.01338 	-0.01497 	0.00715 	0.02156 	-0.01416 	-0.01822 	-0.01359 	0.02178 	-0.01484 	0.00000 	-0.01253 	0.01046 	0.01106 	-0.00625 	-0.00495 	-0.00491 	0.00000 	-0.00614 	-0.00460 	-0.00478 	0.07057 	-0.00485 	-0.00480 	0.00287 	-0.00551 	-0.00480 	-0.00384 	-0.00418 	-0.00526 	-0.00536 	-0.00439 	-0.00491 	0.00713 	0.00742 	-0.00464 	-0.00598 	-0.00446 	0.00613 	-0.00487 	0.00000 	-0.00411 	0.00218	0.00323
Replication3	 -1.55313	0.99984	0.96729 	0.96757 	0.96650 	0.96669 	0.96594 	0.96672 	0.96587 	0.96637 	0.97211 	0.97922 	0.96777 	0.97020 	0.97462 	0.96853 	0.97024 	0.97242 	0.97663 	0.96948 	0.97058 	0.97209 	0.97843 	0.97840 	0.97433 	0.97346 	0.96826 	0.96291 	0.97018 	0.96640 	0.97060 	0.96668 	0.02565 	0.03113 	-0.01525 	-0.01327 	-0.01285 	0.00000 	-0.01597 	-0.01547 	-0.01375 	0.17594 	-0.01555 	-0.01646 	0.02723 	-0.01379 	-0.01406 	-0.01502 	-0.01584 	-0.01482 	-0.01744 	-0.01633 	-0.01349 	0.01050 	0.02739 	-0.01432 	-0.01394 	-0.01427 	0.02560 	-0.01440 	0.01132 	-0.01689 	0.01191 	0.01246 	-0.00500 	-0.00436 	-0.00422 	0.00000 	-0.00524 	-0.00507 	-0.00451 	0.05773 	-0.00510 	-0.00540 	0.00360 	-0.00452 	-0.00461 	-0.00493 	-0.00520 	-0.00486 	-0.00572 	-0.00536 	-0.00443 	0.01047 	0.00947 	-0.00470 	-0.00457 	-0.00468 	0.00580 	-0.00473 	0.00371 	-0.00554 	0.00153	0.00233
Replication4	 -1.54863	0.99994	0.99152 	0.99167 	0.99110 	0.99140 	0.99045 	0.99173 	0.99069 	0.99141 	0.99884 	1.00641 	0.99613 	0.99339 	0.99521 	0.99164 	0.99339 	0.99743 	1.00316 	0.99448 	0.99652 	0.99834 	1.00475 	1.00444 	0.99620 	0.99750 	0.99241 	0.98769 	0.99379 	0.99145 	0.99605 	0.99206 	0.01052 	0.01268 	-0.01659 	-0.01440 	-0.01283 	0.01608 	-0.01589 	-0.01406 	-0.01653 	0.22405 	-0.00971 	-0.01832 	0.01057 	-0.01423 	-0.01705 	-0.01393 	-0.01703 	-0.01372 	-0.01424 	-0.01630 	-0.01223 	0.00185 	0.01026 	-0.01562 	-0.01219 	-0.01258 	0.00985 	-0.01187 	0.01665 	-0.01364 	0.00573 	0.00616 	-0.00544 	-0.00472 	-0.00421 	0.00527 	-0.00521 	-0.00461 	-0.00542 	0.07350 	-0.00318 	-0.00601 	0.00232 	-0.00467 	-0.00559 	-0.00457 	-0.00559 	-0.00450 	-0.00467 	-0.00535 	-0.00401 	0.00184 	0.00400 	-0.00512 	-0.00400 	-0.00413 	0.00293 	-0.00390 	0.00546 	-0.00447 	0.00191	0.00306
Replication5	 -1.54768	0.99988	0.97610 	0.97631 	0.97547 	0.97571 	0.97475 	0.97578 	0.97495 	0.97540 	0.98307 	0.99132 	0.97905 	0.98004 	0.98334 	0.97841 	0.98009 	0.98328 	0.98842 	0.98028 	0.98192 	0.98367 	0.98989 	0.98968 	0.98326 	0.98277 	0.97546 	0.97011 	0.97632 	0.97532 	0.97443 	0.97239 	0.02005 	0.02430 	-0.01574 	-0.01378 	-0.01528 	0.00000 	-0.01266 	-0.01551 	-0.01575 	0.21423 	-0.01441 	-0.01497 	0.02046 	-0.01348 	-0.01385 	-0.01500 	-0.01479 	-0.01485 	-0.01681 	-0.01490 	-0.01423 	0.00676 	0.02053 	-0.01630 	-0.01509 	-0.01425 	0.02070 	-0.01508 	0.00000 	-0.01285 	0.00976 	0.01031 	-0.00516 	-0.00452 	-0.00501 	0.00000 	-0.00415 	-0.00509 	-0.00517 	0.07028 	-0.00473 	-0.00491 	0.00277 	-0.00442 	-0.00454 	-0.00492 	-0.00485 	-0.00487 	-0.00551 	-0.00489 	-0.00467 	0.00673 	0.00711 	-0.00535 	-0.00495 	-0.00467 	0.00586 	-0.00495 	0.00000 	-0.00422 	0.00201	0.00302
Replication6	 -1.54568	0.99992	0.98519 	0.98536 	0.98471 	0.98495 	0.98400 	0.98512 	0.98424 	0.98478 	0.99265 	1.00108 	0.98852 	0.98876 	0.99109 	0.98692 	0.98883 	0.99244 	0.99805 	0.98947 	0.99140 	0.99321 	0.99943 	0.99918 	0.99180 	0.99254 	0.98765 	0.98200 	0.99016 	0.98489 	0.99531 	0.98925 	0.01419 	0.01712 	-0.01488 	-0.01603 	-0.01395 	0.00000 	-0.01300 	-0.01572 	-0.01580 	0.22558 	-0.01478 	-0.01351 	0.01389 	-0.01518 	-0.01430 	-0.01549 	-0.01368 	-0.01520 	-0.01525 	-0.01501 	-0.01614 	0.00360 	0.01369 	-0.01724 	-0.01536 	-0.01505 	0.01256 	-0.01503 	0.03008 	-0.01733 	0.00762 	0.00819 	-0.00488 	-0.00526 	-0.00458 	0.00000 	-0.00427 	-0.00516 	-0.00518 	0.07400 	-0.00485 	-0.00443 	0.00259 	-0.00498 	-0.00469 	-0.00508 	-0.00449 	-0.00498 	-0.00500 	-0.00493 	-0.00529 	0.00358 	0.00512 	-0.00566 	-0.00504 	-0.00494 	0.00309 	-0.00493 	0.00987 	-0.00569 	0.00218	0.00333
Replication7	 -1.53763	0.99996	0.99300 	0.99310 	0.99270 	0.99294 	0.99182 	0.99308 	0.99215 	0.99274 	1.00312 	1.01218 	0.99944 	0.99749 	0.99885 	0.99548 	0.99754 	1.00241 	1.00877 	0.99932 	1.00185 	1.00385 	1.00991 	1.00947 	0.99962 	1.00056 	0.99153 	0.98571 	0.99130 	0.99247 	0.98926 	0.98705 	0.00933 	0.01120 	-0.01261 	-0.01591 	-0.01427 	0.00000 	-0.01285 	-0.01243 	-0.01262 	0.26088 	-0.01320 	-0.01337 	0.00805 	-0.01638 	-0.01507 	-0.01261 	-0.01523 	-0.01473 	-0.01302 	-0.01425 	-0.01559 	0.00018 	0.00779 	-0.01479 	-0.01349 	-0.01549 	0.01005 	-0.01752 	0.00000 	-0.01390 	0.00562 	0.00616 	-0.00413 	-0.00522 	-0.00468 	0.00000 	-0.00422 	-0.00408 	-0.00414 	0.08558 	-0.00433 	-0.00439 	0.00167 	-0.00537 	-0.00494 	-0.00414 	-0.00499 	-0.00483 	-0.00427 	-0.00468 	-0.00512 	0.00017 	0.00294 	-0.00485 	-0.00442 	-0.00508 	0.00470 	-0.00575 	0.00000 	-0.00456 	0.00288	0.00435
Replication8	 -1.55300	0.99982	0.96307 	0.96338 	0.96220 	0.96240 	0.96162 	0.96243 	0.96153 	0.96208 	0.96817 	0.97539 	0.96452 	0.96725 	0.97201 	0.96557 	0.96724 	0.96941 	0.97308 	0.96677 	0.96784 	0.96908 	0.97468 	0.97466 	0.97119 	0.96959 	0.96277 	0.95747 	0.96395 	0.96201 	0.96145 	0.95876 	0.02826 	0.03431 	-0.01641 	-0.01659 	-0.01386 	0.00000 	-0.01687 	-0.01463 	-0.01569 	0.16517 	-0.01307 	-0.01330 	0.02966 	-0.01375 	-0.01557 	-0.01170 	-0.01469 	-0.01273 	-0.01299 	-0.01606 	-0.01288 	0.01175 	0.03000 	-0.01306 	-0.01542 	-0.01412 	0.02915 	-0.01469 	0.00000 	-0.01696 	0.01301 	0.01359 	-0.00538 	-0.00544 	-0.00455 	0.00000 	-0.00553 	-0.00480 	-0.00515 	0.05419 	-0.00429 	-0.00436 	0.00344 	-0.00451 	-0.00511 	-0.00384 	-0.00482 	-0.00418 	-0.00426 	-0.00527 	-0.00423 	0.01171 	0.01012 	-0.00428 	-0.00506 	-0.00463 	0.00717 	-0.00482 	0.00000 	-0.00556 	0.00155	0.00229
Replication9	 -1.53157	0.99996	0.99308 	0.99318 	0.99279 	0.99307 	0.99177 	0.99318 	0.99199 	0.99282 	1.00417 	1.01407 	0.99978 	0.99801 	0.99931 	0.99603 	0.99822 	1.00336 	1.01043 	1.00034 	1.00303 	1.00520 	1.01160 	1.01111 	1.00041 	1.00163 	0.99166 	0.98594 	0.99118 	0.99260 	0.98885 	0.98634 	0.00912 	0.01092 	-0.01468 	-0.01368 	-0.01409 	0.00000 	-0.01879 	-0.01419 	-0.01235 	0.28170 	-0.01574 	-0.01615 	0.00754 	-0.01663 	-0.01567 	-0.01476 	-0.01426 	-0.01444 	-0.01455 	-0.01447 	-0.01710 	-0.00037 	0.00714 	-0.01361 	-0.01541 	-0.01525 	0.00984 	-0.01646 	0.00000 	-0.01583 	0.00576 	0.00636 	-0.00482 	-0.00449 	-0.00462 	0.00000 	-0.00616 	-0.00466 	-0.00405 	0.09240 	-0.00516 	-0.00530 	0.00177 	-0.00546 	-0.00514 	-0.00484 	-0.00468 	-0.00474 	-0.00477 	-0.00474 	-0.00561 	-0.00037 	0.00276 	-0.00446 	-0.00506 	-0.00500 	0.00500 	-0.00540 	0.00000 	-0.00519 	0.00341	0.00513
