
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus31	Bus32	Bus33	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus31_P	Bus32_P	Bus33_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	Bus31_Q	Bus32_Q	Bus33_Q	PLoss	QLoss
Replication0	 0.34192	0.98299	1.19794 	1.19809 	1.19076 	1.19462 	1.19933 	1.21196 	1.22089 	1.24236 	1.27739 	1.39192 	1.36626 	1.31794 	1.14282 	1.13614 	1.12521 	1.11868 	1.10546 	1.10160 	1.20138 	1.23439 	1.24392 	1.26306 	1.17972 	1.15912 	1.14016 	1.20562 	1.19724 	1.16553 	1.14299 	1.13259 	1.11202 	1.10587 	1.09945 	-0.00143 	-0.00161 	-0.00142 	-0.00156 	-0.00160 	0.01353 	-0.00147 	-0.00159 	-0.00135 	0.20766 	-0.00132 	-0.00141 	-0.05748 	-0.00118 	-0.11232 	-0.00170 	-0.00132 	-0.00160 	-0.00152 	0.00000 	-0.00156 	-0.00122 	-0.00153 	-0.00132 	-0.02742 	-0.00148 	-0.00154 	-0.00131 	0.00000 	-0.00130 	-0.00143 	-0.00159 	-0.01429 	-0.00049 	-0.00055 	-0.00048 	-0.00053 	-0.00054 	0.00459 	-0.00050 	-0.00054 	-0.00046 	0.07047 	-0.00045 	-0.00048 	-0.06290 	-0.00040 	0.02478 	-0.00058 	-0.00045 	-0.00054 	-0.00052 	0.00000 	-0.00053 	-0.00041 	-0.00052 	-0.00045 	-0.00391 	-0.00050 	-0.00052 	-0.00044 	0.00000 	-0.00044 	-0.00048 	-0.00054 	-0.00928 	0.05059	0.03764
Replication1	 0.70949	0.96065	1.41888 	1.41903 	1.40461 	1.41096 	1.41832 	1.43684 	1.45296 	1.49041 	1.54811 	1.75949 	1.71220 	1.62284 	1.29072 	1.27697 	1.25639 	1.24882 	1.22971 	1.22485 	1.42484 	1.48092 	1.49700 	1.52993 	1.38372 	1.34323 	1.30444 	1.42565 	1.41054 	1.35176 	1.30927 	1.28926 	1.24840 	1.23562 	1.22131 	-0.00143 	-0.00151 	-0.00144 	-0.00168 	-0.00131 	0.01951 	-0.00137 	-0.00146 	-0.00139 	0.38195 	-0.00164 	-0.00154 	-0.12095 	-0.00173 	-0.25218 	-0.00157 	-0.00152 	-0.00130 	-0.00148 	0.00018 	-0.00173 	-0.00132 	-0.00146 	-0.00112 	-0.06264 	-0.00164 	-0.00153 	-0.00160 	0.00000 	-0.00143 	-0.00145 	-0.00127 	-0.03363 	-0.00051 	-0.00054 	-0.00051 	-0.00060 	-0.00047 	0.00692 	-0.00049 	-0.00052 	-0.00049 	0.13554 	-0.00058 	-0.00055 	-0.13349 	-0.00061 	0.06497 	-0.00056 	-0.00054 	-0.00046 	-0.00052 	0.00006 	-0.00061 	-0.00047 	-0.00052 	-0.00040 	-0.00824 	-0.00058 	-0.00054 	-0.00057 	0.00000 	-0.00051 	-0.00052 	-0.00045 	-0.02204 	0.17912	0.13134
Replication2	 0.34602	0.98233	1.21920 	1.21935 	1.21278 	1.21788 	1.22392 	1.23967 	1.24592 	1.26135 	1.28759 	1.39602 	1.37078 	1.32329 	1.14622 	1.14018 	1.12992 	1.12455 	1.11272 	1.11016 	1.22233 	1.25275 	1.26082 	1.27654 	1.20078 	1.17800 	1.15709 	1.23254 	1.22301 	1.18629 	1.16029 	1.14822 	1.12400 	1.11670 	1.10884 	-0.00143 	-0.00137 	-0.00136 	-0.00161 	-0.00156 	0.02721 	-0.00134 	-0.00149 	-0.00142 	0.20093 	-0.00141 	-0.00136 	-0.05892 	-0.00139 	-0.11678 	-0.00141 	-0.00176 	-0.00154 	-0.00167 	0.00125 	-0.00164 	-0.00154 	-0.00136 	-0.00150 	-0.02992 	-0.00137 	-0.00145 	-0.00159 	0.00000 	-0.00129 	-0.00157 	-0.00144 	-0.01562 	-0.00048 	-0.00047 	-0.00046 	-0.00055 	-0.00053 	0.00925 	-0.00045 	-0.00051 	-0.00048 	0.06828 	-0.00048 	-0.00046 	-0.06455 	-0.00047 	0.02566 	-0.00048 	-0.00060 	-0.00052 	-0.00057 	0.00043 	-0.00056 	-0.00052 	-0.00046 	-0.00051 	-0.00549 	-0.00047 	-0.00049 	-0.00054 	0.00000 	-0.00044 	-0.00053 	-0.00049 	-0.01042 	0.04997	0.03737
Replication3	 0.42183	0.97766	1.27143 	1.27161 	1.26460 	1.27000 	1.27631 	1.29240 	1.29948 	1.31670 	1.34540 	1.47183 	1.44219 	1.38640 	1.17648 	1.16984 	1.15819 	1.15428 	1.14467 	1.14347 	1.27484 	1.30709 	1.31640 	1.33412 	1.25188 	1.22799 	1.20585 	1.28520 	1.27564 	1.23888 	1.21256 	1.19660 	1.16430 	1.15413 	1.14293 	-0.00164 	-0.00163 	-0.00150 	-0.00154 	-0.00126 	0.02580 	-0.00160 	-0.00127 	-0.00140 	0.23511 	-0.00158 	-0.00156 	-0.07189 	-0.00147 	-0.14633 	-0.00157 	-0.00149 	-0.00143 	-0.00141 	0.00000 	-0.00135 	-0.00156 	-0.00166 	-0.00138 	-0.03901 	-0.00158 	-0.00154 	-0.00132 	0.01154 	-0.00162 	-0.00112 	-0.00156 	-0.02080 	-0.00056 	-0.00056 	-0.00051 	-0.00053 	-0.00043 	0.00885 	-0.00055 	-0.00044 	-0.00048 	0.08064 	-0.00054 	-0.00054 	-0.07901 	-0.00050 	0.03373 	-0.00054 	-0.00051 	-0.00049 	-0.00048 	0.00000 	-0.00046 	-0.00054 	-0.00057 	-0.00047 	-0.00813 	-0.00054 	-0.00053 	-0.00045 	0.00396 	-0.00055 	-0.00038 	-0.00054 	-0.01422 	0.06868	0.05130
Replication4	 0.36749	0.98027	1.25691 	1.25707 	1.25202 	1.25777 	1.26439 	1.28171 	1.28525 	1.29453 	1.31201 	1.41749 	1.39177 	1.34336 	1.15723 	1.15222 	1.14261 	1.14000 	1.13332 	1.13367 	1.25957 	1.28487 	1.29200 	1.30485 	1.24064 	1.21892 	1.19884 	1.27482 	1.26581 	1.23091 	1.20608 	1.18972 	1.15606 	1.14562 	1.13421 	-0.00147 	-0.00163 	-0.00139 	-0.00143 	-0.00168 	0.03552 	-0.00161 	-0.00154 	-0.00125 	0.20066 	-0.00133 	-0.00173 	-0.06358 	-0.00140 	-0.12991 	-0.00163 	-0.00169 	-0.00132 	-0.00131 	0.00031 	-0.00127 	-0.00131 	-0.00125 	-0.00131 	-0.03637 	-0.00187 	-0.00148 	-0.00143 	0.01449 	-0.00134 	-0.00154 	-0.00186 	-0.01927 	-0.00050 	-0.00056 	-0.00047 	-0.00049 	-0.00057 	0.01212 	-0.00055 	-0.00052 	-0.00043 	0.06847 	-0.00045 	-0.00059 	-0.06987 	-0.00048 	0.02915 	-0.00056 	-0.00058 	-0.00045 	-0.00045 	0.00011 	-0.00043 	-0.00045 	-0.00043 	-0.00045 	-0.00909 	-0.00064 	-0.00051 	-0.00049 	0.00495 	-0.00046 	-0.00052 	-0.00064 	-0.01345 	0.05273	0.03973
Replication5	 0.40102	0.97883	1.26588 	1.26604 	1.25952 	1.26637 	1.27418 	1.29418 	1.29890 	1.31106 	1.33354 	1.45102 	1.42292 	1.36997 	1.16885 	1.16259 	1.15170 	1.14749 	1.13670 	1.13471 	1.26904 	1.29918 	1.30781 	1.32334 	1.24538 	1.21844 	1.19353 	1.28568 	1.27423 	1.22959 	1.19757 	1.18283 	1.15299 	1.14380 	1.13370 	-0.00151 	-0.00146 	-0.00145 	-0.00154 	-0.00161 	0.04109 	-0.00126 	-0.00175 	-0.00163 	0.22103 	-0.00136 	-0.00153 	-0.06861 	-0.00168 	-0.13915 	-0.00115 	-0.00138 	-0.00155 	-0.00143 	0.00014 	-0.00154 	-0.00163 	-0.00154 	-0.00160 	-0.03672 	-0.00138 	-0.00149 	-0.00153 	0.00000 	-0.00141 	-0.00148 	-0.00143 	-0.01941 	-0.00052 	-0.00050 	-0.00050 	-0.00053 	-0.00055 	0.01406 	-0.00043 	-0.00060 	-0.00056 	0.07563 	-0.00047 	-0.00052 	-0.07536 	-0.00058 	0.03149 	-0.00040 	-0.00047 	-0.00053 	-0.00049 	0.00005 	-0.00053 	-0.00056 	-0.00053 	-0.00055 	-0.00746 	-0.00047 	-0.00051 	-0.00053 	0.00000 	-0.00048 	-0.00051 	-0.00049 	-0.01317 	0.06338	0.04749
Replication6	 0.46473	0.97595	1.27003 	1.27018 	1.26036 	1.26511 	1.27068 	1.28537 	1.29692 	1.32412 	1.36698 	1.51473 	1.48167 	1.41923 	1.19016 	1.18135 	1.16726 	1.16038 	1.14463 	1.14031 	1.27435 	1.31593 	1.32757 	1.35139 	1.24588 	1.21818 	1.19241 	1.27737 	1.26664 	1.22534 	1.19599 	1.18236 	1.15500 	1.14666 	1.13762 	-0.00145 	-0.00151 	-0.00149 	-0.00142 	-0.00164 	0.01523 	-0.00135 	-0.00134 	-0.00152 	0.26748 	-0.00120 	-0.00148 	-0.07781 	-0.00143 	-0.15668 	-0.00139 	-0.00153 	-0.00156 	-0.00178 	0.00064 	-0.00177 	-0.00126 	-0.00138 	-0.00149 	-0.03858 	-0.00141 	-0.00144 	-0.00167 	0.00000 	-0.00135 	-0.00151 	-0.00147 	-0.02035 	-0.00050 	-0.00052 	-0.00051 	-0.00049 	-0.00056 	0.00524 	-0.00046 	-0.00046 	-0.00052 	0.09206 	-0.00041 	-0.00051 	-0.08548 	-0.00049 	0.03719 	-0.00048 	-0.00053 	-0.00054 	-0.00061 	0.00022 	-0.00061 	-0.00043 	-0.00047 	-0.00051 	-0.00533 	-0.00048 	-0.00050 	-0.00057 	0.00000 	-0.00046 	-0.00052 	-0.00050 	-0.01327 	0.08577	0.06361
Replication7	 0.49484	0.97455	1.26850 	1.26866 	1.25690 	1.26032 	1.26457 	1.27581 	1.29106 	1.32645 	1.38107 	1.54484 	1.50922 	1.44199 	1.19985 	1.18969 	1.17399 	1.16584 	1.14726 	1.14182 	1.27345 	1.32034 	1.33379 	1.36207 	1.24231 	1.21469 	1.18901 	1.26824 	1.25813 	1.22001 	1.19244 	1.17969 	1.15426 	1.14649 	1.13818 	-0.00147 	-0.00121 	-0.00149 	-0.00153 	-0.00138 	0.00000 	-0.00142 	-0.00168 	-0.00147 	0.29183 	-0.00149 	-0.00145 	-0.08199 	-0.00133 	-0.16487 	-0.00123 	-0.00186 	-0.00133 	-0.00154 	0.00012 	-0.00139 	-0.00131 	-0.00156 	-0.00149 	-0.03914 	-0.00144 	-0.00169 	-0.00106 	0.00000 	-0.00130 	-0.00133 	-0.00152 	-0.02063 	-0.00051 	-0.00042 	-0.00051 	-0.00053 	-0.00048 	0.00000 	-0.00049 	-0.00058 	-0.00051 	0.10072 	-0.00051 	-0.00050 	-0.09010 	-0.00046 	0.04027 	-0.00043 	-0.00064 	-0.00046 	-0.00053 	0.00004 	-0.00048 	-0.00045 	-0.00054 	-0.00051 	-0.00396 	-0.00050 	-0.00058 	-0.00036 	0.00000 	-0.00045 	-0.00046 	-0.00052 	-0.01313 	0.09890	0.07304
Replication8	 -1.56359	1.00108	0.97496 	0.97511 	0.97501 	0.97533 	0.97627 	0.97992 	0.98190 	0.98841 	1.00099 	1.01444 	1.01222 	1.00852 	1.00668 	1.00396 	1.00268 	0.99758 	0.99112 	0.98885 	0.97575 	0.98456 	0.98666 	0.99154 	0.97541 	0.97792 	0.98202 	0.97919 	0.97875 	0.97920 	0.98107 	0.98127 	0.98400 	0.98562 	0.98832 	-0.00138 	-0.00148 	-0.00158 	-0.00136 	-0.00146 	0.00000 	-0.00142 	-0.00130 	-0.00138 	0.02076 	-0.00132 	-0.00159 	0.00133 	-0.00150 	0.00713 	-0.00156 	-0.00141 	-0.00148 	-0.00154 	0.00079 	-0.00174 	-0.00157 	-0.00144 	-0.00143 	0.00411 	-0.00172 	-0.00143 	-0.00149 	0.00000 	-0.00167 	-0.00162 	-0.00141 	0.00301 	-0.00045 	-0.00048 	-0.00052 	-0.00044 	-0.00048 	0.00000 	-0.00046 	-0.00043 	-0.00045 	0.00679 	-0.00043 	-0.00052 	0.00168 	-0.00049 	-0.00157 	-0.00051 	-0.00046 	-0.00049 	-0.00051 	0.00026 	-0.00057 	-0.00051 	-0.00047 	-0.00047 	0.00262 	-0.00056 	-0.00047 	-0.00049 	0.00000 	-0.00055 	-0.00053 	-0.00046 	0.00270 	0.00067	0.00055
Replication9	 0.29871	0.98393	1.20162 	1.20178 	1.19771 	1.19933 	1.20170 	1.20908 	1.21551 	1.22969 	1.25362 	1.34871 	1.32656 	1.28495 	1.13002 	1.12603 	1.11805 	1.11745 	1.11526 	1.11761 	1.20384 	1.22558 	1.23167 	1.24476 	1.19262 	1.18420 	1.17761 	1.20684 	1.20427 	1.19585 	1.19090 	1.17482 	1.14166 	1.13131 	1.11974 	-0.00140 	-0.00133 	-0.00156 	-0.00152 	-0.00169 	0.00000 	-0.00151 	-0.00171 	-0.00151 	0.17619 	-0.00134 	-0.00163 	-0.05183 	-0.00124 	-0.10581 	-0.00157 	-0.00172 	-0.00143 	-0.00150 	0.00034 	-0.00153 	-0.00186 	-0.00168 	-0.00159 	-0.03128 	-0.00167 	-0.00158 	-0.00137 	0.04230 	-0.00139 	-0.00144 	-0.00145 	-0.01682 	-0.00047 	-0.00045 	-0.00053 	-0.00052 	-0.00057 	0.00000 	-0.00051 	-0.00058 	-0.00051 	0.05968 	-0.00046 	-0.00055 	-0.05695 	-0.00042 	0.02371 	-0.00053 	-0.00058 	-0.00049 	-0.00051 	0.00011 	-0.00052 	-0.00063 	-0.00057 	-0.00054 	-0.00907 	-0.00057 	-0.00053 	-0.00046 	0.01433 	-0.00047 	-0.00049 	-0.00049 	-0.01209 	0.03694	0.02780
