
Replication	FitnessValue	Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus7	Bus8	Bus9	Bus10	Bus11	Bus12	Bus13	Bus14	Bus15	Bus16	Bus17	Bus18	Bus19	Bus20	Bus21	Bus22	Bus23	Bus24	Bus25	Bus26	Bus27	Bus28	Bus29	Bus30	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P	Bus7_P	Bus8_P	Bus9_P	Bus10_P	Bus11_P	Bus12_P	Bus13_P	Bus14_P	Bus15_P	Bus16_P	Bus17_P	Bus18_P	Bus19_P	Bus20_P	Bus21_P	Bus22_P	Bus23_P	Bus24_P	Bus25_P	Bus26_P	Bus27_P	Bus28_P	Bus29_P	Bus30_P	Bus1_Q	Bus2_Q	Bus3_Q	Bus4_Q	Bus5_Q	Bus6_Q	Bus7_Q	Bus8_Q	Bus9_Q	Bus10_Q	Bus11_Q	Bus12_Q	Bus13_Q	Bus14_Q	Bus15_Q	Bus16_Q	Bus17_Q	Bus18_Q	Bus19_Q	Bus20_Q	Bus21_Q	Bus22_Q	Bus23_Q	Bus24_Q	Bus25_Q	Bus26_Q	Bus27_Q	Bus28_Q	Bus29_Q	Bus30_Q	PLoss	QLoss
Replication0	 0.01183	1.00092	1.02472 	1.02428 	1.02599 	1.02662 	1.02420 	1.02720 	1.02550 	1.02676 	1.04709 	1.06183 	1.04282 	1.03604 	1.03360 	1.03471 	1.03666 	1.04578 	1.05680 	1.04184 	1.04645 	1.04972 	1.05971 	1.05930 	1.03648 	1.04258 	1.02767 	1.02269 	1.02386 	1.02653 	1.02195 	1.01989 	0.01708 	-0.05864 	-0.01602 	-0.01290 	-0.01482 	0.00961 	-0.01562 	-0.01738 	-0.01379 	0.36887 	-0.01530 	-0.01355 	-0.00822 	-0.01308 	-0.01491 	-0.01379 	-0.01061 	-0.01595 	-0.01656 	-0.01382 	-0.01589 	0.02776 	-0.02853 	-0.01571 	-0.01568 	-0.01328 	-0.00713 	-0.01600 	0.00000 	-0.01299 	0.01622 	-0.01785 	-0.00525 	-0.00422 	-0.00485 	0.00315 	-0.00511 	-0.00569 	-0.00451 	0.12077 	-0.00501 	-0.00444 	-0.00979 	-0.00428 	-0.00488 	-0.00451 	-0.00347 	-0.00522 	-0.00542 	-0.00453 	-0.00520 	0.02941 	-0.01052 	-0.00514 	-0.00513 	-0.00435 	-0.00669 	-0.00524 	0.00000 	-0.00425 	0.00796	0.01165
Replication1	 -1.52820	1.00019	1.01351 	1.01340 	1.01384 	1.01419 	1.01259 	1.01473 	1.01339 	1.01436 	1.02561 	1.03597 	1.02091 	1.01717 	1.01649 	1.01525 	1.01736 	1.02350 	1.03169 	1.02025 	1.02344 	1.02599 	1.03406 	1.03371 	1.01859 	1.02244 	1.01297 	1.00777 	1.01244 	1.01413 	1.01344 	1.00946 	0.00407 	-0.01335 	-0.01223 	-0.01680 	-0.01559 	0.03040 	-0.01488 	-0.01431 	-0.01486 	0.28874 	-0.01685 	-0.01611 	-0.00231 	-0.01620 	-0.01446 	-0.01624 	-0.01748 	-0.01499 	-0.01679 	-0.01429 	-0.01563 	0.01358 	-0.00820 	-0.01368 	-0.01498 	-0.01387 	-0.00126 	-0.01571 	0.01311 	-0.01603 	0.00389 	-0.00489 	-0.00401 	-0.00551 	-0.00511 	0.00997 	-0.00488 	-0.00469 	-0.00487 	0.09467 	-0.00553 	-0.00528 	-0.00264 	-0.00531 	-0.00474 	-0.00532 	-0.00573 	-0.00491 	-0.00550 	-0.00469 	-0.00512 	0.01392 	-0.00446 	-0.00449 	-0.00491 	-0.00455 	-0.00117 	-0.00515 	0.00430 	-0.00526 	0.00369	0.00576
Replication2	 -1.52800	0.99981	1.00689 	1.00699 	1.00659 	1.00691 	1.00578 	1.00720 	1.00613 	1.00681 	1.01839 	1.02865 	1.01392 	1.01051 	1.01046 	1.00856 	1.01060 	1.01647 	1.02453 	1.01350 	1.01665 	1.01903 	1.02655 	1.02613 	1.01213 	1.01502 	1.00488 	0.99959 	1.00382 	1.00654 	1.00166 	0.99932 	-0.00361 	0.01225 	-0.01641 	-0.01659 	-0.01405 	0.00832 	-0.01534 	-0.01513 	-0.01388 	0.28820 	-0.01601 	-0.01526 	-0.00034 	-0.01588 	-0.01784 	-0.01772 	-0.01571 	-0.01448 	-0.01404 	-0.01521 	-0.01439 	0.00952 	0.00028 	-0.01487 	-0.01396 	-0.01409 	0.00313 	-0.01676 	0.00000 	-0.01472 	-0.00343 	0.00385 	-0.00538 	-0.00544 	-0.00461 	0.00273 	-0.00503 	-0.00497 	-0.00455 	0.09457 	-0.00525 	-0.00501 	-0.00002 	-0.00521 	-0.00585 	-0.00581 	-0.00515 	-0.00475 	-0.00461 	-0.00499 	-0.00472 	0.00918 	-0.00343 	-0.00488 	-0.00458 	-0.00462 	0.00303 	-0.00550 	0.00000 	-0.00483 	0.00371	0.00570
Replication3	 -1.54835	0.99939	0.99919 	0.99951 	0.99828 	0.99841 	0.99754 	0.99849 	0.99761 	0.99818 	1.00474 	1.01204 	1.00069 	0.99923 	1.00027 	0.99724 	0.99907 	1.00307 	1.00883 	1.00002 	1.00209 	1.00397 	1.01024 	1.00990 	1.00153 	1.00311 	0.99856 	0.99380 	1.00072 	0.99814 	1.00514 	0.99927 	-0.01252 	0.04158 	-0.01363 	-0.01529 	-0.01733 	0.00000 	-0.01501 	-0.01326 	-0.01293 	0.22322 	-0.01451 	-0.01518 	0.00319 	-0.01528 	-0.01580 	-0.01555 	-0.01592 	-0.01475 	-0.01525 	-0.01493 	-0.01318 	0.00049 	0.01220 	-0.01550 	-0.01444 	-0.01268 	0.00478 	-0.01544 	0.02756 	-0.01789 	-0.01194 	0.01460 	-0.00448 	-0.00502 	-0.00569 	0.00000 	-0.00493 	-0.00435 	-0.00425 	0.07331 	-0.00477 	-0.00499 	0.00423 	-0.00502 	-0.00519 	-0.00511 	-0.00523 	-0.00484 	-0.00501 	-0.00490 	-0.00433 	-0.00061 	0.00029 	-0.00509 	-0.00474 	-0.00416 	0.00448 	-0.00507 	0.00905 	-0.00587 	0.00193	0.00318
Replication4	 -1.55067	0.99896	0.99231 	0.99285 	0.99079 	0.99081 	0.99056 	0.99062 	0.99006 	0.99022 	0.99389 	1.00073 	0.98909 	0.99047 	0.99237 	0.98847 	0.98980 	0.99330 	0.99802 	0.98991 	0.99140 	0.99305 	0.99851 	0.99809 	0.99237 	0.99195 	0.98559 	0.97969 	0.98721 	0.98997 	0.98509 	0.98280 	-0.02050 	0.06904 	-0.01450 	-0.01224 	-0.01392 	0.00000 	-0.01559 	-0.01543 	-0.01776 	0.21604 	-0.01720 	-0.01377 	0.00584 	-0.01348 	-0.01825 	-0.01472 	-0.01466 	-0.01388 	-0.01651 	-0.01686 	-0.01645 	-0.00597 	0.02321 	-0.01465 	-0.01436 	-0.01572 	0.01162 	-0.01691 	0.00000 	-0.01442 	-0.01952 	0.02282 	-0.00477 	-0.00402 	-0.00457 	0.00000 	-0.00512 	-0.00507 	-0.00584 	0.07101 	-0.00565 	-0.00452 	0.00762 	-0.00443 	-0.00600 	-0.00484 	-0.00482 	-0.00456 	-0.00543 	-0.00554 	-0.00541 	-0.00784 	0.00279 	-0.00482 	-0.00472 	-0.00517 	0.01111 	-0.00556 	0.00000 	-0.00474 	0.00172	0.00296
Replication5	 -1.53677	0.99981	1.00638 	1.00650 	1.00607 	1.00634 	1.00527 	1.00651 	1.00547 	1.00611 	1.01675 	1.02619 	1.01276 	1.01008 	1.01007 	1.00856 	1.01009 	1.01562 	1.02259 	1.01185 	1.01436 	1.01656 	1.02429 	1.02398 	1.01181 	1.01486 	1.00745 	1.00329 	1.00750 	1.00604 	1.00965 	1.00533 	-0.00418 	0.01357 	-0.01463 	-0.01371 	-0.01249 	0.00000 	-0.01627 	-0.01675 	-0.01343 	0.26542 	-0.01429 	-0.01428 	-0.00019 	-0.01220 	-0.01481 	-0.01288 	-0.01427 	-0.01465 	-0.01683 	-0.01871 	-0.01719 	0.00827 	0.00052 	-0.01232 	-0.01399 	-0.01111 	0.00129 	-0.01668 	0.01716 	-0.01530 	-0.00400 	0.00518 	-0.00480 	-0.00450 	-0.00410 	0.00000 	-0.00534 	-0.00550 	-0.00441 	0.08709 	-0.00469 	-0.00469 	0.00014 	-0.00400 	-0.00486 	-0.00423 	-0.00468 	-0.00481 	-0.00552 	-0.00614 	-0.00564 	0.00793 	-0.00319 	-0.00404 	-0.00459 	-0.00365 	0.00120 	-0.00547 	0.00563 	-0.00502 	0.00295	0.00453
Replication6	 -1.54885	0.99917	0.99574 	0.99620 	0.99443 	0.99455 	0.99434 	0.99453 	0.99394 	0.99416 	0.99986 	1.00727 	0.99492 	0.99543 	0.99684 	0.99350 	0.99521 	0.99900 	1.00444 	0.99605 	0.99787 	0.99960 	1.00526 	1.00486 	0.99754 	0.99807 	0.99151 	0.98643 	0.99214 	0.99391 	0.99036 	0.98753 	-0.01653 	0.05551 	-0.01659 	-0.01631 	-0.01123 	0.00000 	-0.01519 	-0.01419 	-0.01381 	0.21963 	-0.01769 	-0.01591 	0.00431 	-0.01444 	-0.01550 	-0.01495 	-0.01167 	-0.01300 	-0.01470 	-0.01544 	-0.01398 	-0.00223 	0.01738 	-0.01343 	-0.01180 	-0.01354 	0.00911 	-0.01756 	0.00236 	-0.01619 	-0.01574 	0.01839 	-0.00545 	-0.00536 	-0.00369 	0.00000 	-0.00499 	-0.00466 	-0.00454 	0.07216 	-0.00581 	-0.00523 	0.00574 	-0.00474 	-0.00509 	-0.00491 	-0.00383 	-0.00427 	-0.00483 	-0.00507 	-0.00459 	-0.00373 	0.00099 	-0.00441 	-0.00388 	-0.00445 	0.00870 	-0.00577 	0.00078 	-0.00532 	0.00189	0.00309
Replication7	 -1.54303	0.99934	0.99894 	0.99928 	0.99796 	0.99813 	0.99747 	0.99821 	0.99749 	0.99784 	1.00544 	1.01367 	1.00132 	0.99966 	1.00066 	0.99749 	0.99959 	1.00398 	1.01022 	1.00115 	1.00343 	1.00548 	1.01156 	1.01114 	1.00165 	1.00279 	0.99499 	0.98994 	0.99486 	0.99761 	0.99231 	0.98955 	-0.01283 	0.04333 	-0.01608 	-0.01565 	-0.01554 	0.00000 	-0.01252 	-0.01387 	-0.01547 	0.24544 	-0.01476 	-0.01592 	0.00300 	-0.01696 	-0.01498 	-0.01574 	-0.01666 	-0.01354 	-0.01625 	-0.01254 	-0.01456 	0.00125 	0.01262 	-0.01532 	-0.01177 	-0.01346 	0.00771 	-0.01532 	0.00000 	-0.01736 	-0.01221 	0.01408 	-0.00528 	-0.00514 	-0.00510 	0.00000 	-0.00411 	-0.00456 	-0.00508 	0.08061 	-0.00485 	-0.00523 	0.00413 	-0.00557 	-0.00492 	-0.00517 	-0.00547 	-0.00445 	-0.00534 	-0.00412 	-0.00478 	0.00007 	-0.00030 	-0.00503 	-0.00387 	-0.00442 	0.00739 	-0.00503 	0.00000 	-0.00570 	0.00239	0.00384
Replication8	 -1.53750	0.99963	1.00341 	1.00363 	1.00281 	1.00307 	1.00215 	1.00324 	1.00233 	1.00284 	1.01240 	1.02210 	1.00775 	1.00685 	1.00715 	1.00517 	1.00674 	1.01201 	1.01847 	1.00868 	1.01130 	1.01349 	1.02005 	1.01969 	1.00835 	1.01048 	1.00219 	0.99645 	1.00233 	1.00277 	1.00281 	0.99885 	-0.00762 	0.02529 	-0.01637 	-0.01780 	-0.01442 	0.00000 	-0.01415 	-0.01694 	-0.01672 	0.26449 	-0.01666 	-0.01213 	0.00077 	-0.01301 	-0.01631 	-0.01173 	-0.01850 	-0.01465 	-0.01568 	-0.01250 	-0.01668 	0.00595 	0.00485 	-0.01394 	-0.01319 	-0.01531 	0.00392 	-0.01400 	0.01160 	-0.01693 	-0.00728 	0.00884 	-0.00537 	-0.00584 	-0.00473 	0.00000 	-0.00464 	-0.00556 	-0.00549 	0.08682 	-0.00547 	-0.00398 	0.00140 	-0.00427 	-0.00535 	-0.00385 	-0.00607 	-0.00481 	-0.00515 	-0.00410 	-0.00547 	0.00528 	-0.00242 	-0.00458 	-0.00433 	-0.00502 	0.00374 	-0.00460 	0.00381 	-0.00556 	0.00289	0.00441
Replication9	 -1.54315	0.99931	0.99836 	0.99870 	0.99742 	0.99753 	0.99665 	0.99755 	0.99658 	0.99716 	1.00507 	1.01307 	1.00094 	0.99947 	1.00048 	0.99751 	0.99925 	1.00364 	1.00958 	1.00076 	1.00310 	1.00507 	1.01088 	1.01047 	1.00119 	1.00208 	0.99368 	0.98880 	0.99417 	0.99692 	0.99226 	0.98940 	-0.01349 	0.04558 	-0.01309 	-0.01744 	-0.01649 	0.00285 	-0.01818 	-0.01517 	-0.01281 	0.24603 	-0.01480 	-0.01382 	0.00304 	-0.01473 	-0.01648 	-0.01455 	-0.01976 	-0.01434 	-0.01435 	-0.01280 	-0.01596 	0.00089 	0.01325 	-0.01450 	-0.01771 	-0.01301 	0.00806 	-0.01612 	0.00205 	-0.01658 	-0.01284 	0.01497 	-0.00430 	-0.00573 	-0.00541 	0.00094 	-0.00597 	-0.00498 	-0.00421 	0.08081 	-0.00486 	-0.00454 	0.00422 	-0.00484 	-0.00541 	-0.00478 	-0.00649 	-0.00471 	-0.00471 	-0.00420 	-0.00524 	-0.00035 	-0.00027 	-0.00476 	-0.00582 	-0.00427 	0.00773 	-0.00529 	0.00067 	-0.00544 	0.00238	0.00382
